schema_version,baseline_commit,python,z3,abc,yosys,command,test_status,materialization_targets,anchored_cuts,cut_functions_extracted,materialized_candidates,materialized_formal_checks,proven_materialized_anchors,usable_frontier_materialized_anchors,selected_materialized_anchors,newly_recovered_materialized_boundaries,functional_controlled_cases,functional_exact_decompositions,functional_exact_quotients,functional_active_refactorings,functional_restored_boundaries,recoverability_cec_equivalent,recoverability_checkpoints,recoverability_failure_to_success_transitions,recoverability_durable_boundaries,recoverability_durability_attempts
active_source_counterpart_refactoring_v1,efaf4ecc919d3d49d1d9789280d197432c826fd7,3.11.15,4.16.0,"ABC 1.01 compiled Jul 18 2026 19:53:19",unavailable,".venv-z3/bin/python -m pytest -q; make check-z3 semantic-z3-crosscheck check-blind-semantic-results check-semantic-graft-results check-semantic-replacement-results check-joint-region-interface-results check-semantic-functional-refactoring-results check-semantic-recoverability-results","734 passed, 4 skipped; all listed checkers passed",20,128,128,20,20,20,0,0,0,13,12,12,10,10,60,60,11,0,57
