region_id,case_id,optimization,source_type,input_count,output_count,structural_coverage,simulation_coverage,boolean_difference_coverage,formal_dependency_coverage,dependency_density,row_density_mean,column_density_mean,lower_triangularity,upper_triangularity,diagonal_concentration,bandwidth,minimum_dependency_slope,maximum_dependency_slope,carry_progression_score,multiplier_diagonal_score,operand_symmetry_score,output_prefix_dependency_score,selectivity_change_score,single_output_control_score,high_bit_priority_score,locality_score,regularity_score,simulation_evidence_level,boolean_difference_evidence_level,pattern_count,seed,runtime_seconds,schema_version
boolean_parity_w8__identity__whole_output_cone,boolean_parity_w8,identity,whole_output_cone,8,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.125000,1.000000,0.125000,1.000000,0.000000,0.000000,0.062500,0.875000,1.000000,0.125000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.006041,semantic_dependency_v1
comparison_eq_w2__balance__whole_output_cone,comparison_eq_w2,balance,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000519,semantic_dependency_v1
comparison_eq_w2__compress2rs__whole_output_cone,comparison_eq_w2,compress2rs,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000496,semantic_dependency_v1
comparison_eq_w2__dc2__whole_output_cone,comparison_eq_w2,dc2,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000494,semantic_dependency_v1
comparison_eq_w2__identity__ground_truth_region,comparison_eq_w2,identity,ground_truth_region,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000345,semantic_dependency_v1
comparison_eq_w2__identity__whole_output_cone,comparison_eq_w2,identity,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000337,semantic_dependency_v1
comparison_eq_w2__refactor__whole_output_cone,comparison_eq_w2,refactor,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000492,semantic_dependency_v1
comparison_eq_w2__resub__whole_output_cone,comparison_eq_w2,resub,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000497,semantic_dependency_v1
comparison_eq_w2__resyn__whole_output_cone,comparison_eq_w2,resyn,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000512,semantic_dependency_v1
comparison_eq_w2__resyn2__whole_output_cone,comparison_eq_w2,resyn2,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000493,semantic_dependency_v1
comparison_eq_w2__rewrite__whole_output_cone,comparison_eq_w2,rewrite,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000482,semantic_dependency_v1
comparison_eq_w3__identity__ground_truth_region,comparison_eq_w3,identity,ground_truth_region,6,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.166667,1.000000,0.166667,1.000000,0.000000,0.000000,0.083333,0.833333,1.000000,0.166667,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000680,semantic_dependency_v1
comparison_eq_w3__identity__whole_output_cone,comparison_eq_w3,identity,whole_output_cone,6,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.166667,1.000000,0.166667,1.000000,0.000000,0.000000,0.083333,0.833333,1.000000,0.166667,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000668,semantic_dependency_v1
comparison_eq_w4__identity__ground_truth_region,comparison_eq_w4,identity,ground_truth_region,8,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.125000,1.000000,0.125000,1.000000,0.000000,0.000000,0.062500,0.875000,1.000000,0.125000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.001769,semantic_dependency_v1
comparison_eq_w4__identity__whole_output_cone,comparison_eq_w4,identity,whole_output_cone,8,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.125000,1.000000,0.125000,1.000000,0.000000,0.000000,0.062500,0.875000,1.000000,0.125000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.001816,semantic_dependency_v1
comparison_neq_w2__balance__whole_output_cone,comparison_neq_w2,balance,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000658,semantic_dependency_v1
comparison_neq_w2__compress2rs__whole_output_cone,comparison_neq_w2,compress2rs,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000503,semantic_dependency_v1
comparison_neq_w2__dc2__whole_output_cone,comparison_neq_w2,dc2,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000492,semantic_dependency_v1
comparison_neq_w2__identity__ground_truth_region,comparison_neq_w2,identity,ground_truth_region,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000435,semantic_dependency_v1
comparison_neq_w2__identity__whole_output_cone,comparison_neq_w2,identity,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000434,semantic_dependency_v1
comparison_neq_w2__refactor__whole_output_cone,comparison_neq_w2,refactor,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000491,semantic_dependency_v1
comparison_neq_w2__resub__whole_output_cone,comparison_neq_w2,resub,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000531,semantic_dependency_v1
comparison_neq_w2__resyn__whole_output_cone,comparison_neq_w2,resyn,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000488,semantic_dependency_v1
comparison_neq_w2__resyn2__whole_output_cone,comparison_neq_w2,resyn2,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000501,semantic_dependency_v1
comparison_neq_w2__rewrite__whole_output_cone,comparison_neq_w2,rewrite,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000484,semantic_dependency_v1
comparison_neq_w3__identity__ground_truth_region,comparison_neq_w3,identity,ground_truth_region,6,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.166667,1.000000,0.166667,1.000000,0.000000,0.000000,0.083333,0.833333,1.000000,0.166667,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.001775,semantic_dependency_v1
comparison_neq_w3__identity__whole_output_cone,comparison_neq_w3,identity,whole_output_cone,6,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.166667,1.000000,0.166667,1.000000,0.000000,0.000000,0.083333,0.833333,1.000000,0.166667,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.001738,semantic_dependency_v1
comparison_neq_w4__identity__ground_truth_region,comparison_neq_w4,identity,ground_truth_region,8,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.125000,1.000000,0.125000,1.000000,0.000000,0.000000,0.062500,0.875000,1.000000,0.125000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.010316,semantic_dependency_v1
comparison_neq_w4__identity__whole_output_cone,comparison_neq_w4,identity,whole_output_cone,8,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.125000,1.000000,0.125000,1.000000,0.000000,0.000000,0.062500,0.875000,1.000000,0.125000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.010200,semantic_dependency_v1
comparison_range_check_w2__balance__whole_output_cone,comparison_range_check_w2,balance,whole_output_cone,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000249,semantic_dependency_v1
comparison_range_check_w2__compress2rs__whole_output_cone,comparison_range_check_w2,compress2rs,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000177,semantic_dependency_v1
comparison_range_check_w2__dc2__whole_output_cone,comparison_range_check_w2,dc2,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000167,semantic_dependency_v1
comparison_range_check_w2__identity__ground_truth_region,comparison_range_check_w2,identity,ground_truth_region,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000216,semantic_dependency_v1
comparison_range_check_w2__identity__whole_output_cone,comparison_range_check_w2,identity,whole_output_cone,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000206,semantic_dependency_v1
comparison_range_check_w2__refactor__whole_output_cone,comparison_range_check_w2,refactor,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000168,semantic_dependency_v1
comparison_range_check_w2__resub__whole_output_cone,comparison_range_check_w2,resub,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000175,semantic_dependency_v1
comparison_range_check_w2__resyn__whole_output_cone,comparison_range_check_w2,resyn,whole_output_cone,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000232,semantic_dependency_v1
comparison_range_check_w2__resyn2__whole_output_cone,comparison_range_check_w2,resyn2,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000179,semantic_dependency_v1
comparison_range_check_w2__rewrite__whole_output_cone,comparison_range_check_w2,rewrite,whole_output_cone,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000239,semantic_dependency_v1
comparison_range_check_w3__balance__whole_output_cone,comparison_range_check_w3,balance,whole_output_cone,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000282,semantic_dependency_v1
comparison_range_check_w3__compress2rs__whole_output_cone,comparison_range_check_w3,compress2rs,whole_output_cone,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000277,semantic_dependency_v1
comparison_range_check_w3__dc2__whole_output_cone,comparison_range_check_w3,dc2,whole_output_cone,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000253,semantic_dependency_v1
comparison_range_check_w3__identity__ground_truth_region,comparison_range_check_w3,identity,ground_truth_region,3,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.333333,1.000000,0.333333,1.000000,0.000000,0.000000,0.166667,0.666667,1.000000,0.333333,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000271,semantic_dependency_v1
comparison_range_check_w3__identity__whole_output_cone,comparison_range_check_w3,identity,whole_output_cone,3,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.333333,1.000000,0.333333,1.000000,0.000000,0.000000,0.166667,0.666667,1.000000,0.333333,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000277,semantic_dependency_v1
comparison_range_check_w3__refactor__whole_output_cone,comparison_range_check_w3,refactor,whole_output_cone,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000251,semantic_dependency_v1
comparison_range_check_w3__resub__whole_output_cone,comparison_range_check_w3,resub,whole_output_cone,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000262,semantic_dependency_v1
comparison_range_check_w3__resyn__whole_output_cone,comparison_range_check_w3,resyn,whole_output_cone,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000257,semantic_dependency_v1
comparison_range_check_w3__resyn2__whole_output_cone,comparison_range_check_w3,resyn2,whole_output_cone,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000253,semantic_dependency_v1
comparison_range_check_w3__rewrite__whole_output_cone,comparison_range_check_w3,rewrite,whole_output_cone,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000255,semantic_dependency_v1
comparison_range_check_w4__balance__whole_output_cone,comparison_range_check_w4,balance,whole_output_cone,3,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.333333,1.000000,0.333333,1.000000,0.000000,0.000000,0.166667,0.666667,1.000000,0.333333,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000361,semantic_dependency_v1
comparison_range_check_w4__compress2rs__whole_output_cone,comparison_range_check_w4,compress2rs,whole_output_cone,3,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.333333,1.000000,0.333333,1.000000,0.000000,0.000000,0.166667,0.666667,1.000000,0.333333,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000344,semantic_dependency_v1
comparison_range_check_w4__dc2__whole_output_cone,comparison_range_check_w4,dc2,whole_output_cone,3,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.333333,1.000000,0.333333,1.000000,0.000000,0.000000,0.166667,0.666667,1.000000,0.333333,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000349,semantic_dependency_v1
comparison_range_check_w4__identity__ground_truth_region,comparison_range_check_w4,identity,ground_truth_region,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000339,semantic_dependency_v1
comparison_range_check_w4__identity__whole_output_cone,comparison_range_check_w4,identity,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000340,semantic_dependency_v1
comparison_range_check_w4__refactor__whole_output_cone,comparison_range_check_w4,refactor,whole_output_cone,3,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.333333,1.000000,0.333333,1.000000,0.000000,0.000000,0.166667,0.666667,1.000000,0.333333,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000349,semantic_dependency_v1
comparison_range_check_w4__resub__whole_output_cone,comparison_range_check_w4,resub,whole_output_cone,3,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.333333,1.000000,0.333333,1.000000,0.000000,0.000000,0.166667,0.666667,1.000000,0.333333,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000344,semantic_dependency_v1
comparison_range_check_w4__resyn__whole_output_cone,comparison_range_check_w4,resyn,whole_output_cone,3,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.333333,1.000000,0.333333,1.000000,0.000000,0.000000,0.166667,0.666667,1.000000,0.333333,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000354,semantic_dependency_v1
comparison_range_check_w4__resyn2__whole_output_cone,comparison_range_check_w4,resyn2,whole_output_cone,3,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.333333,1.000000,0.333333,1.000000,0.000000,0.000000,0.166667,0.666667,1.000000,0.333333,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000342,semantic_dependency_v1
comparison_range_check_w4__rewrite__whole_output_cone,comparison_range_check_w4,rewrite,whole_output_cone,3,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.333333,1.000000,0.333333,1.000000,0.000000,0.000000,0.166667,0.666667,1.000000,0.333333,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000347,semantic_dependency_v1
comparison_range_check_w6__identity__ground_truth_region,comparison_range_check_w6,identity,ground_truth_region,6,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.166667,1.000000,0.166667,1.000000,0.000000,0.000000,0.083333,0.833333,1.000000,0.166667,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000608,semantic_dependency_v1
comparison_range_check_w6__identity__whole_output_cone,comparison_range_check_w6,identity,whole_output_cone,6,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.166667,1.000000,0.166667,1.000000,0.000000,0.000000,0.083333,0.833333,1.000000,0.166667,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000598,semantic_dependency_v1
comparison_range_check_w8__identity__ground_truth_region,comparison_range_check_w8,identity,ground_truth_region,8,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.125000,1.000000,0.125000,1.000000,0.000000,0.000000,0.062500,0.875000,1.000000,0.125000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.001302,semantic_dependency_v1
comparison_range_check_w8__identity__whole_output_cone,comparison_range_check_w8,identity,whole_output_cone,8,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.125000,1.000000,0.125000,1.000000,0.000000,0.000000,0.062500,0.875000,1.000000,0.125000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.001282,semantic_dependency_v1
comparison_signed_lt_w2__balance__whole_output_cone,comparison_signed_lt_w2,balance,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000501,semantic_dependency_v1
comparison_signed_lt_w2__compress2rs__whole_output_cone,comparison_signed_lt_w2,compress2rs,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000430,semantic_dependency_v1
comparison_signed_lt_w2__dc2__whole_output_cone,comparison_signed_lt_w2,dc2,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000420,semantic_dependency_v1
comparison_signed_lt_w2__identity__ground_truth_region,comparison_signed_lt_w2,identity,ground_truth_region,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000364,semantic_dependency_v1
comparison_signed_lt_w2__identity__whole_output_cone,comparison_signed_lt_w2,identity,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000358,semantic_dependency_v1
comparison_signed_lt_w2__refactor__whole_output_cone,comparison_signed_lt_w2,refactor,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000452,semantic_dependency_v1
comparison_signed_lt_w2__resub__whole_output_cone,comparison_signed_lt_w2,resub,whole_output_cone,4,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.250000,1.000000,0.250000,1.000000,0.000000,0.000000,0.125000,0.750000,1.000000,0.250000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000518,semantic_dependency_v1
