region_id,case_id,optimization,source_type,input_count,output_count,structural_coverage,simulation_coverage,boolean_difference_coverage,formal_dependency_coverage,dependency_density,row_density_mean,column_density_mean,lower_triangularity,upper_triangularity,diagonal_concentration,bandwidth,minimum_dependency_slope,maximum_dependency_slope,carry_progression_score,multiplier_diagonal_score,operand_symmetry_score,output_prefix_dependency_score,selectivity_change_score,single_output_control_score,high_bit_priority_score,locality_score,regularity_score,simulation_evidence_level,boolean_difference_evidence_level,pattern_count,seed,runtime_seconds,schema_version
arithmetic_truncated_multiply_w2__refactor__whole_output_cone,arithmetic_truncated_multiply_w2,refactor,whole_output_cone,4,2,1.000000,1.000000,1.000000,0.000000,0.750000,0.750000,0.750000,0.500000,0.833333,0.333333,0.666667,0.000000,1.000000,0.333333,0.500000,0.500000,0.500000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000801,semantic_dependency_v1
arithmetic_truncated_multiply_w2__resub__whole_output_cone,arithmetic_truncated_multiply_w2,resub,whole_output_cone,4,2,1.000000,1.000000,1.000000,0.000000,0.750000,0.750000,0.750000,0.500000,0.833333,0.333333,0.666667,0.000000,1.000000,0.333333,0.500000,0.500000,0.500000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000977,semantic_dependency_v1
arithmetic_truncated_multiply_w2__resyn__whole_output_cone,arithmetic_truncated_multiply_w2,resyn,whole_output_cone,4,2,1.000000,1.000000,1.000000,0.000000,0.750000,0.750000,0.750000,0.500000,0.833333,0.333333,0.666667,0.000000,1.000000,0.333333,0.500000,0.500000,0.500000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000687,semantic_dependency_v1
arithmetic_truncated_multiply_w2__resyn2__whole_output_cone,arithmetic_truncated_multiply_w2,resyn2,whole_output_cone,4,2,1.000000,1.000000,1.000000,0.000000,0.750000,0.750000,0.750000,0.500000,0.833333,0.333333,0.666667,0.000000,1.000000,0.333333,0.500000,0.500000,0.500000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000679,semantic_dependency_v1
arithmetic_truncated_multiply_w2__rewrite__whole_output_cone,arithmetic_truncated_multiply_w2,rewrite,whole_output_cone,4,2,1.000000,1.000000,1.000000,0.000000,0.750000,0.750000,0.750000,0.500000,0.833333,0.333333,0.666667,0.000000,1.000000,0.333333,0.500000,0.500000,0.500000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000668,semantic_dependency_v1
arithmetic_truncated_multiply_w3__identity__ground_truth_region,arithmetic_truncated_multiply_w3,identity,ground_truth_region,6,3,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.333333,0.833333,0.166667,1.000000,0.000000,2.000000,0.166667,0.833333,1.000000,0.333333,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.005667,semantic_dependency_v1
arithmetic_truncated_multiply_w3__identity__whole_output_cone,arithmetic_truncated_multiply_w3,identity,whole_output_cone,6,3,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.333333,0.833333,0.166667,1.000000,0.000000,2.000000,0.166667,0.833333,1.000000,0.333333,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.005597,semantic_dependency_v1
arithmetic_truncated_multiply_w4__identity__ground_truth_region,arithmetic_truncated_multiply_w4,identity,ground_truth_region,8,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.312500,0.812500,0.125000,1.000000,0.000000,3.000000,0.156250,0.875000,1.000000,0.312500,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.062988,semantic_dependency_v1
arithmetic_truncated_multiply_w4__identity__whole_output_cone,arithmetic_truncated_multiply_w4,identity,whole_output_cone,8,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.312500,0.812500,0.125000,1.000000,0.000000,3.000000,0.156250,0.875000,1.000000,0.312500,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.060941,semantic_dependency_v1
arithmetic_unsigned_add_w2__balance__whole_output_cone,arithmetic_unsigned_add_w2,balance,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,0.833333,0.833333,0.833333,0.600000,0.700000,0.300000,0.666667,0.000000,2.000000,0.400000,0.583333,0.666667,0.600000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.002693,semantic_dependency_v1
arithmetic_unsigned_add_w2__compress2rs__whole_output_cone,arithmetic_unsigned_add_w2,compress2rs,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,0.833333,0.833333,0.833333,0.600000,0.700000,0.300000,0.666667,0.000000,2.000000,0.400000,0.583333,0.666667,0.600000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001323,semantic_dependency_v1
arithmetic_unsigned_add_w2__dc2__whole_output_cone,arithmetic_unsigned_add_w2,dc2,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,0.833333,0.833333,0.833333,0.600000,0.700000,0.300000,0.666667,0.000000,2.000000,0.400000,0.583333,0.666667,0.600000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001490,semantic_dependency_v1
arithmetic_unsigned_add_w2__identity__ground_truth_region,arithmetic_unsigned_add_w2,identity,ground_truth_region,4,3,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,0.750000,0.250000,1.000000,0.000000,2.000000,0.250000,0.750000,1.000000,0.500000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.001412,semantic_dependency_v1
arithmetic_unsigned_add_w2__identity__whole_output_cone,arithmetic_unsigned_add_w2,identity,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,0.750000,0.250000,1.000000,0.000000,2.000000,0.250000,0.750000,1.000000,0.500000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.001335,semantic_dependency_v1
arithmetic_unsigned_add_w2__refactor__whole_output_cone,arithmetic_unsigned_add_w2,refactor,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,0.833333,0.833333,0.833333,0.600000,0.700000,0.300000,0.666667,0.000000,2.000000,0.400000,0.583333,0.666667,0.600000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.002177,semantic_dependency_v1
arithmetic_unsigned_add_w2__resub__whole_output_cone,arithmetic_unsigned_add_w2,resub,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,0.833333,0.833333,0.833333,0.600000,0.700000,0.300000,0.666667,0.000000,2.000000,0.400000,0.583333,0.666667,0.600000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.002369,semantic_dependency_v1
arithmetic_unsigned_add_w2__resyn__whole_output_cone,arithmetic_unsigned_add_w2,resyn,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,0.833333,0.833333,0.833333,0.600000,0.700000,0.300000,0.666667,0.000000,2.000000,0.400000,0.583333,0.666667,0.600000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001631,semantic_dependency_v1
arithmetic_unsigned_add_w2__resyn2__whole_output_cone,arithmetic_unsigned_add_w2,resyn2,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,0.833333,0.833333,0.833333,0.600000,0.700000,0.300000,0.666667,0.000000,2.000000,0.400000,0.583333,0.666667,0.600000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001392,semantic_dependency_v1
arithmetic_unsigned_add_w2__rewrite__whole_output_cone,arithmetic_unsigned_add_w2,rewrite,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,0.833333,0.833333,0.833333,0.600000,0.700000,0.300000,0.666667,0.000000,2.000000,0.400000,0.583333,0.666667,0.600000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001673,semantic_dependency_v1
arithmetic_unsigned_add_w3__identity__ground_truth_region,arithmetic_unsigned_add_w3,identity,ground_truth_region,6,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.416667,0.750000,0.166667,1.000000,0.000000,3.000000,0.208333,0.833333,1.000000,0.416667,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.012365,semantic_dependency_v1
arithmetic_unsigned_add_w3__identity__whole_output_cone,arithmetic_unsigned_add_w3,identity,whole_output_cone,6,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.416667,0.750000,0.166667,1.000000,0.000000,3.000000,0.208333,0.833333,1.000000,0.416667,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.012286,semantic_dependency_v1
arithmetic_unsigned_add_w4__identity__ground_truth_region,arithmetic_unsigned_add_w4,identity,ground_truth_region,8,5,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.375000,0.750000,0.125000,1.000000,0.000000,4.000000,0.187500,0.875000,1.000000,0.375000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.120386,semantic_dependency_v1
arithmetic_unsigned_add_w4__identity__whole_output_cone,arithmetic_unsigned_add_w4,identity,whole_output_cone,8,5,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.375000,0.750000,0.125000,1.000000,0.000000,4.000000,0.187500,0.875000,1.000000,0.375000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.132817,semantic_dependency_v1
bitmanip_concat_w2__balance__whole_output_cone,bitmanip_concat_w2,balance,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,0.500000,0.500000,0.000000,0.666667,0.000000,3.000000,0.333333,0.250000,1.000000,0.500000,0.000000,0.000000,0.250000,0.333333,1.000000,sampled_estimate,formal_exhaustive,128,41,0.001005,semantic_dependency_v1
bitmanip_concat_w2__compress2rs__whole_output_cone,bitmanip_concat_w2,compress2rs,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,0.500000,0.500000,0.000000,0.666667,0.000000,3.000000,0.333333,0.250000,1.000000,0.500000,0.000000,0.000000,0.250000,0.333333,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000863,semantic_dependency_v1
bitmanip_concat_w2__dc2__whole_output_cone,bitmanip_concat_w2,dc2,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,0.500000,0.500000,0.000000,0.666667,0.000000,3.000000,0.333333,0.250000,1.000000,0.500000,0.000000,0.000000,0.250000,0.333333,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000844,semantic_dependency_v1
bitmanip_concat_w2__identity__ground_truth_region,bitmanip_concat_w2,identity,ground_truth_region,4,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.625000,0.625000,0.250000,1.000000,0.000000,3.000000,0.312500,0.750000,1.000000,0.625000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.002103,semantic_dependency_v1
bitmanip_concat_w2__identity__whole_output_cone,bitmanip_concat_w2,identity,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.625000,0.625000,0.250000,1.000000,0.000000,3.000000,0.312500,0.750000,1.000000,0.625000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.002118,semantic_dependency_v1
bitmanip_concat_w2__refactor__whole_output_cone,bitmanip_concat_w2,refactor,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,0.500000,0.500000,0.000000,0.666667,0.000000,3.000000,0.333333,0.250000,1.000000,0.500000,0.000000,0.000000,0.250000,0.333333,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000858,semantic_dependency_v1
bitmanip_concat_w2__resub__whole_output_cone,bitmanip_concat_w2,resub,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,0.500000,0.500000,0.000000,0.666667,0.000000,3.000000,0.333333,0.250000,1.000000,0.500000,0.000000,0.000000,0.250000,0.333333,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000845,semantic_dependency_v1
bitmanip_concat_w2__resyn__whole_output_cone,bitmanip_concat_w2,resyn,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,0.500000,0.500000,0.000000,0.666667,0.000000,3.000000,0.333333,0.250000,1.000000,0.500000,0.000000,0.000000,0.250000,0.333333,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000842,semantic_dependency_v1
bitmanip_concat_w2__resyn2__whole_output_cone,bitmanip_concat_w2,resyn2,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,0.500000,0.500000,0.000000,0.666667,0.000000,3.000000,0.333333,0.250000,1.000000,0.500000,0.000000,0.000000,0.250000,0.333333,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000840,semantic_dependency_v1
bitmanip_concat_w2__rewrite__whole_output_cone,bitmanip_concat_w2,rewrite,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,0.500000,0.500000,0.000000,0.666667,0.000000,3.000000,0.333333,0.250000,1.000000,0.500000,0.000000,0.000000,0.250000,0.333333,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000839,semantic_dependency_v1
bitmanip_concat_w3__identity__ground_truth_region,bitmanip_concat_w3,identity,ground_truth_region,6,6,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.583333,0.583333,0.166667,1.000000,0.000000,5.000000,0.291667,0.833333,1.000000,0.583333,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.026401,semantic_dependency_v1
bitmanip_concat_w3__identity__whole_output_cone,bitmanip_concat_w3,identity,whole_output_cone,6,6,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.583333,0.583333,0.166667,1.000000,0.000000,5.000000,0.291667,0.833333,1.000000,0.583333,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.026281,semantic_dependency_v1
bitmanip_concat_w4__identity__ground_truth_region,bitmanip_concat_w4,identity,ground_truth_region,8,8,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.562500,0.562500,0.125000,1.000000,0.000000,7.000000,0.281250,0.875000,1.000000,0.562500,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.290922,semantic_dependency_v1
bitmanip_concat_w4__identity__whole_output_cone,bitmanip_concat_w4,identity,whole_output_cone,8,8,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.562500,0.562500,0.125000,1.000000,0.000000,7.000000,0.281250,0.875000,1.000000,0.562500,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.293173,semantic_dependency_v1
bitmanip_mask_low_w2__balance__whole_output_cone,bitmanip_mask_low_w2,balance,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.250000,1.000000,0.500000,1.000000,0.000000,0.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000653,semantic_dependency_v1
bitmanip_mask_low_w2__compress2rs__whole_output_cone,bitmanip_mask_low_w2,compress2rs,whole_output_cone,1,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000254,semantic_dependency_v1
bitmanip_mask_low_w2__dc2__whole_output_cone,bitmanip_mask_low_w2,dc2,whole_output_cone,1,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000218,semantic_dependency_v1
bitmanip_mask_low_w2__identity__ground_truth_region,bitmanip_mask_low_w2,identity,ground_truth_region,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.250000,1.000000,0.500000,1.000000,0.000000,0.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000301,semantic_dependency_v1
bitmanip_mask_low_w2__identity__whole_output_cone,bitmanip_mask_low_w2,identity,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.250000,1.000000,0.500000,1.000000,0.000000,0.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000298,semantic_dependency_v1
bitmanip_mask_low_w2__refactor__whole_output_cone,bitmanip_mask_low_w2,refactor,whole_output_cone,1,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000231,semantic_dependency_v1
bitmanip_mask_low_w2__resub__whole_output_cone,bitmanip_mask_low_w2,resub,whole_output_cone,1,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000213,semantic_dependency_v1
bitmanip_mask_low_w2__resyn__whole_output_cone,bitmanip_mask_low_w2,resyn,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.250000,1.000000,0.500000,1.000000,0.000000,0.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000328,semantic_dependency_v1
bitmanip_mask_low_w2__resyn2__whole_output_cone,bitmanip_mask_low_w2,resyn2,whole_output_cone,1,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000210,semantic_dependency_v1
bitmanip_mask_low_w2__rewrite__whole_output_cone,bitmanip_mask_low_w2,rewrite,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.250000,1.000000,0.500000,1.000000,0.000000,0.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000321,semantic_dependency_v1
bitmanip_mask_low_w3__balance__whole_output_cone,bitmanip_mask_low_w3,balance,whole_output_cone,1,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000281,semantic_dependency_v1
bitmanip_mask_low_w3__compress2rs__whole_output_cone,bitmanip_mask_low_w3,compress2rs,whole_output_cone,1,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000262,semantic_dependency_v1
bitmanip_mask_low_w3__dc2__whole_output_cone,bitmanip_mask_low_w3,dc2,whole_output_cone,1,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000267,semantic_dependency_v1
bitmanip_mask_low_w3__identity__ground_truth_region,bitmanip_mask_low_w3,identity,ground_truth_region,3,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,0.333333,1.000000,0.333333,1.000000,0.000000,0.000000,0.166667,0.222222,1.000000,0.333333,1.000000,0.000000,0.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000522,semantic_dependency_v1
bitmanip_mask_low_w3__identity__whole_output_cone,bitmanip_mask_low_w3,identity,whole_output_cone,3,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,0.333333,1.000000,0.333333,1.000000,0.000000,0.000000,0.166667,0.222222,1.000000,0.333333,1.000000,0.000000,0.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000514,semantic_dependency_v1
bitmanip_mask_low_w3__refactor__whole_output_cone,bitmanip_mask_low_w3,refactor,whole_output_cone,1,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000264,semantic_dependency_v1
bitmanip_mask_low_w3__resub__whole_output_cone,bitmanip_mask_low_w3,resub,whole_output_cone,1,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000260,semantic_dependency_v1
bitmanip_mask_low_w3__resyn__whole_output_cone,bitmanip_mask_low_w3,resyn,whole_output_cone,1,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000263,semantic_dependency_v1
bitmanip_mask_low_w3__resyn2__whole_output_cone,bitmanip_mask_low_w3,resyn2,whole_output_cone,1,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000259,semantic_dependency_v1
bitmanip_mask_low_w3__rewrite__whole_output_cone,bitmanip_mask_low_w3,rewrite,whole_output_cone,1,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000254,semantic_dependency_v1
bitmanip_mask_low_w4__balance__whole_output_cone,bitmanip_mask_low_w4,balance,whole_output_cone,2,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000487,semantic_dependency_v1
bitmanip_mask_low_w4__compress2rs__whole_output_cone,bitmanip_mask_low_w4,compress2rs,whole_output_cone,2,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000483,semantic_dependency_v1
bitmanip_mask_low_w4__dc2__whole_output_cone,bitmanip_mask_low_w4,dc2,whole_output_cone,2,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000476,semantic_dependency_v1
bitmanip_mask_low_w4__identity__ground_truth_region,bitmanip_mask_low_w4,identity,ground_truth_region,4,4,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.375000,0.875000,0.250000,1.000000,0.000000,1.000000,0.187500,0.375000,1.000000,0.375000,1.000000,0.000000,0.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.001428,semantic_dependency_v1
bitmanip_mask_low_w4__identity__whole_output_cone,bitmanip_mask_low_w4,identity,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.375000,0.875000,0.250000,1.000000,0.000000,1.000000,0.187500,0.375000,1.000000,0.375000,1.000000,0.000000,0.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.001412,semantic_dependency_v1
bitmanip_mask_low_w4__refactor__whole_output_cone,bitmanip_mask_low_w4,refactor,whole_output_cone,2,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000486,semantic_dependency_v1
bitmanip_mask_low_w4__resub__whole_output_cone,bitmanip_mask_low_w4,resub,whole_output_cone,2,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000481,semantic_dependency_v1
bitmanip_mask_low_w4__resyn__whole_output_cone,bitmanip_mask_low_w4,resyn,whole_output_cone,2,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000480,semantic_dependency_v1
bitmanip_mask_low_w4__resyn2__whole_output_cone,bitmanip_mask_low_w4,resyn2,whole_output_cone,2,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000484,semantic_dependency_v1
bitmanip_mask_low_w4__rewrite__whole_output_cone,bitmanip_mask_low_w4,rewrite,whole_output_cone,2,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000487,semantic_dependency_v1
