candidate_id,region_id,candidate_ranking_mode,rank_after_simulation,ranking_score,simulation_status,sample_match_rate,grammar_family,expression_depth,rtl_cost
arithmetic_sub_w4__identity__whole_output_cone__cand_0026,arithmetic_sub_w4__identity__whole_output_cone,hybrid,6,0.976190,simulation_mismatch,0.976190,bitmanip_direct,1,2
arithmetic_sub_w4__identity__whole_output_cone__cand_0027,arithmetic_sub_w4__identity__whole_output_cone,hybrid,7,0.976190,simulation_mismatch,0.976190,bitmanip_direct,1,2
arithmetic_sub_w4__identity__whole_output_cone__cand_0028,arithmetic_sub_w4__identity__whole_output_cone,hybrid,8,0.976190,simulation_mismatch,0.976190,bitmanip_direct,1,2
arithmetic_sub_w4__identity__whole_output_cone__cand_0029,arithmetic_sub_w4__identity__whole_output_cone,hybrid,9,0.976190,simulation_mismatch,0.976190,bitmanip_direct,1,2
arithmetic_sub_w4__identity__whole_output_cone__cand_0030,arithmetic_sub_w4__identity__whole_output_cone,hybrid,10,0.976190,simulation_mismatch,0.976190,bitmanip_direct,1,2
arithmetic_sub_w4__identity__whole_output_cone__cand_0031,arithmetic_sub_w4__identity__whole_output_cone,hybrid,11,0.976190,simulation_mismatch,0.976190,bitmanip_direct,1,2
arithmetic_sub_w4__identity__whole_output_cone__cand_0032,arithmetic_sub_w4__identity__whole_output_cone,hybrid,12,0.976190,simulation_mismatch,0.976190,boolean_direct,1,2
arithmetic_sub_w4__identity__whole_output_cone__cand_0033,arithmetic_sub_w4__identity__whole_output_cone,hybrid,13,0.976190,simulation_mismatch,0.976190,boolean_direct,1,2
arithmetic_sub_w4__identity__whole_output_cone__cand_0003,arithmetic_sub_w4__identity__whole_output_cone,hybrid,14,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0004,arithmetic_sub_w4__identity__whole_output_cone,hybrid,15,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0005,arithmetic_sub_w4__identity__whole_output_cone,hybrid,16,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0006,arithmetic_sub_w4__identity__whole_output_cone,hybrid,17,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0007,arithmetic_sub_w4__identity__whole_output_cone,hybrid,18,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0008,arithmetic_sub_w4__identity__whole_output_cone,hybrid,19,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0009,arithmetic_sub_w4__identity__whole_output_cone,hybrid,20,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0010,arithmetic_sub_w4__identity__whole_output_cone,hybrid,21,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0011,arithmetic_sub_w4__identity__whole_output_cone,hybrid,22,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0012,arithmetic_sub_w4__identity__whole_output_cone,hybrid,23,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0013,arithmetic_sub_w4__identity__whole_output_cone,hybrid,24,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0014,arithmetic_sub_w4__identity__whole_output_cone,hybrid,25,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0015,arithmetic_sub_w4__identity__whole_output_cone,hybrid,26,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0016,arithmetic_sub_w4__identity__whole_output_cone,hybrid,27,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0017,arithmetic_sub_w4__identity__whole_output_cone,hybrid,28,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0020,arithmetic_sub_w4__identity__whole_output_cone,hybrid,29,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0021,arithmetic_sub_w4__identity__whole_output_cone,hybrid,30,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0022,arithmetic_sub_w4__identity__whole_output_cone,hybrid,31,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0023,arithmetic_sub_w4__identity__whole_output_cone,hybrid,32,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0024,arithmetic_sub_w4__identity__whole_output_cone,hybrid,33,0.976190,simulation_mismatch,0.976190,arithmetic_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0034,arithmetic_sub_w4__identity__whole_output_cone,hybrid,34,0.976190,simulation_mismatch,0.976190,boolean_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0035,arithmetic_sub_w4__identity__whole_output_cone,hybrid,35,0.976190,simulation_mismatch,0.976190,boolean_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0036,arithmetic_sub_w4__identity__whole_output_cone,hybrid,36,0.976190,simulation_mismatch,0.976190,boolean_direct,1,3
arithmetic_sub_w4__identity__whole_output_cone__cand_0037,arithmetic_sub_w4__identity__whole_output_cone,hybrid,37,0.976190,simulation_mismatch,0.976190,boolean_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0001,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,1,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0002,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,2,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0015,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,3,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0016,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,4,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0025,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,5,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0026,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,6,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0027,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,7,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0028,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,8,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0029,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,9,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0030,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,10,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0031,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,11,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0032,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,12,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0033,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,13,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0034,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,14,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0035,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,15,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0036,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,16,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0037,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,17,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0038,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,18,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0039,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,19,0.961538,simulation_mismatch,0.961538,boolean_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0040,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,20,0.961538,simulation_mismatch,0.961538,boolean_direct,1,2
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0003,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,21,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0004,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,22,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0005,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,23,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0006,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,24,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0007,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,25,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0008,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,26,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0009,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,27,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0010,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,28,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0011,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,29,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0012,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,30,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0013,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,31,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0014,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,32,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0017,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,33,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0018,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,34,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0019,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,35,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0020,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,36,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0021,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,37,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0022,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,38,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0023,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,39,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0024,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,40,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0041,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,41,0.961538,simulation_mismatch,0.961538,boolean_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0042,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,42,0.961538,simulation_mismatch,0.961538,boolean_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0043,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,43,0.961538,simulation_mismatch,0.961538,boolean_direct,1,3
arithmetic_truncated_multiply_w2__balance__whole_output_cone__cand_0044,arithmetic_truncated_multiply_w2__balance__whole_output_cone,hybrid,44,0.961538,simulation_mismatch,0.961538,boolean_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0001,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,1,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0002,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,2,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0015,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,3,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0016,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,4,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0025,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,5,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0026,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,6,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0027,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,7,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0028,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,8,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0029,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,9,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0030,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,10,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0031,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,11,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0032,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,12,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0033,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,13,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0034,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,14,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0035,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,15,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0036,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,16,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0037,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,17,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0038,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,18,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0039,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,19,0.961538,simulation_mismatch,0.961538,boolean_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0040,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,20,0.961538,simulation_mismatch,0.961538,boolean_direct,1,2
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0003,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,21,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0004,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,22,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0005,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,23,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0006,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,24,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0007,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,25,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0008,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,26,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0009,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,27,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0010,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,28,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0011,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,29,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0012,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,30,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0013,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,31,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0014,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,32,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0017,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,33,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0018,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,34,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0019,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,35,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0020,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,36,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0021,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,37,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0022,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,38,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0023,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,39,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0024,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,40,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0041,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,41,0.961538,simulation_mismatch,0.961538,boolean_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0042,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,42,0.961538,simulation_mismatch,0.961538,boolean_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0043,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,43,0.961538,simulation_mismatch,0.961538,boolean_direct,1,3
arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone__cand_0044,arithmetic_truncated_multiply_w2__compress2rs__whole_output_cone,hybrid,44,0.961538,simulation_mismatch,0.961538,boolean_direct,1,3
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0001,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,1,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,2
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0002,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,2,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,2
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0015,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,3,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,2
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0016,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,4,0.961538,simulation_mismatch,0.961538,arithmetic_direct,1,2
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0025,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,5,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0026,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,6,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0027,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,7,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0028,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,8,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0029,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,9,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0030,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,10,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0031,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,11,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0032,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,12,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0033,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,13,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0034,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,14,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0035,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,15,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0036,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,16,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0037,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,17,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
arithmetic_truncated_multiply_w2__dc2__whole_output_cone__cand_0038,arithmetic_truncated_multiply_w2__dc2__whole_output_cone,hybrid,18,0.961538,simulation_mismatch,0.961538,bitmanip_direct,1,2
