schema_version,baseline_commit,python,z3,abc,yosys,test_command,test_status,checker_command,checker_status,active_targets,old_materialized_revisited,fresh_utility_targets,anchored_cut_rows,fully_formal_leaf_cuts,target_functions_extracted,proved_source_counterparts,source_windows_evaluated,exact_decompositions,exact_quotients_proved,active_controlled_source_rewrites,source_cec_passes,cross_cec_passes,usable_controlled_anchors,controlled_boundaries,real_active_counterparts,real_boundaries,no_globally_anchored_cut_failures,no_source_window_failures
cross_netlist_cut_transplantation_v1,a5a7b155ce33190acfe653c81ef67e5ae2f1aece,3.11.15,4.16.0,"ABC 1.01 compiled Jul 18 2026 19:53:19",unavailable,".venv-z3/bin/python -m pytest -q","740 passed, 4 skipped","make check-z3 check-blind-semantic-results check-semantic-graft-results check-semantic-replacement-results check-joint-region-interface-results check-semantic-functional-refactoring-results check-semantic-recoverability-results check-active-source-counterpart-results","all listed checkers passed",69,20,36,69,33,33,10,13,12,12,10,10,10,10,10,0,0,36,20
