benchmark,optimization,optimized_node,original_candidate,combined_score,sat_status,abc_result,recovery_method,notes
generated_mux_tree_8,balance,new_n13,new_n25,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n25"") and in network 2 (""new_n13"")."
generated_mux_tree_8,balance,new_n14,new_n26,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n26"") and in network 2 (""new_n14"")."
generated_mux_tree_8,balance,new_n15,new_n27,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n27"") and in network 2 (""new_n15"")."
generated_mux_tree_8,balance,new_n16,new_n28,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n28"") and in network 2 (""new_n16"")."
generated_mux_tree_8,balance,new_n17,new_n22,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n22"") and in network 2 (""new_n17"")."
generated_mux_tree_8,balance,new_n18,new_n23,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n23"") and in network 2 (""new_n18"")."
generated_mux_tree_8,balance,new_n19,new_n24,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n24"") and in network 2 (""new_n19"")."
generated_mux_tree_8,balance,new_n20,new_n29,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n29"") and in network 2 (""new_n20"")."
generated_mux_tree_8,balance,new_n21,new_n30,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n30"") and in network 2 (""new_n21"")."
generated_mux_tree_8,balance,new_n22,new_n31,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n31"") and in network 2 (""new_n22"")."
generated_mux_tree_8,balance,new_n23,new_n16,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n16"") and in network 2 (""new_n23"")."
generated_mux_tree_8,balance,new_n24,new_n17,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n17"") and in network 2 (""new_n24"")."
generated_mux_tree_8,balance,new_n25,new_n18,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n18"") and in network 2 (""new_n25"")."
generated_mux_tree_8,balance,new_n26,new_n19,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n19"") and in network 2 (""new_n26"")."
generated_mux_tree_8,balance,new_n27,new_n13,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n13"") and in network 2 (""new_n27"")."
generated_mux_tree_8,balance,new_n28,new_n14,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n14"") and in network 2 (""new_n28"")."
generated_mux_tree_8,balance,new_n29,new_n15,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n15"") and in network 2 (""new_n29"")."
generated_mux_tree_8,balance,new_n30,new_n20,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n20"") and in network 2 (""new_n30"")."
generated_mux_tree_8,balance,new_n31,new_n21,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n21"") and in network 2 (""new_n31"")."
generated_mux_tree_8,balance,new_n32,new_n32,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_mux_tree_8,compress2rs,new_n13,new_n16,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n16"") and in network 2 (""new_n13"")."
generated_mux_tree_8,compress2rs,new_n14,new_n17,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n17"") and in network 2 (""new_n14"")."
generated_mux_tree_8,compress2rs,new_n17,new_n13,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n13"") and in network 2 (""new_n17"")."
generated_mux_tree_8,compress2rs,new_n18,new_n14,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n14"") and in network 2 (""new_n18"")."
generated_mux_tree_8,compress2rs,new_n23,new_n25,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n25"") and in network 2 (""new_n23"")."
generated_mux_tree_8,compress2rs,new_n24,new_n26,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n26"") and in network 2 (""new_n24"")."
generated_mux_tree_8,compress2rs,new_n27,new_n22,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n22"") and in network 2 (""new_n27"")."
generated_mux_tree_8,compress2rs,new_n28,new_n23,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n23"") and in network 2 (""new_n28"")."
generated_mux_tree_8,refactor,new_n13,new_n25,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n25"") and in network 2 (""new_n13"")."
generated_mux_tree_8,refactor,new_n14,new_n26,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n26"") and in network 2 (""new_n14"")."
generated_mux_tree_8,refactor,new_n15,new_n27,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n27"") and in network 2 (""new_n15"")."
generated_mux_tree_8,refactor,new_n16,new_n28,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n28"") and in network 2 (""new_n16"")."
generated_mux_tree_8,refactor,new_n17,new_n22,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n22"") and in network 2 (""new_n17"")."
generated_mux_tree_8,refactor,new_n18,new_n23,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n23"") and in network 2 (""new_n18"")."
generated_mux_tree_8,refactor,new_n19,new_n24,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n24"") and in network 2 (""new_n19"")."
generated_mux_tree_8,refactor,new_n20,new_n29,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n29"") and in network 2 (""new_n20"")."
generated_mux_tree_8,refactor,new_n21,new_n30,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n30"") and in network 2 (""new_n21"")."
generated_mux_tree_8,refactor,new_n22,new_n31,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n31"") and in network 2 (""new_n22"")."
generated_mux_tree_8,refactor,new_n23,new_n16,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n16"") and in network 2 (""new_n23"")."
generated_mux_tree_8,refactor,new_n24,new_n17,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n17"") and in network 2 (""new_n24"")."
generated_mux_tree_8,refactor,new_n25,new_n18,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n18"") and in network 2 (""new_n25"")."
generated_mux_tree_8,refactor,new_n26,new_n19,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n19"") and in network 2 (""new_n26"")."
generated_mux_tree_8,refactor,new_n27,new_n13,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n13"") and in network 2 (""new_n27"")."
generated_mux_tree_8,refactor,new_n28,new_n14,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n14"") and in network 2 (""new_n28"")."
generated_mux_tree_8,refactor,new_n29,new_n15,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n15"") and in network 2 (""new_n29"")."
generated_mux_tree_8,refactor,new_n30,new_n20,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n20"") and in network 2 (""new_n30"")."
generated_mux_tree_8,refactor,new_n31,new_n21,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n21"") and in network 2 (""new_n31"")."
generated_mux_tree_8,refactor,new_n32,new_n32,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_mux_tree_8,refactor_z,new_n13,new_n16,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n16"") and in network 2 (""new_n13"")."
generated_mux_tree_8,refactor_z,new_n14,new_n17,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n17"") and in network 2 (""new_n14"")."
generated_mux_tree_8,refactor_z,new_n15,new_n18,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n18"") and in network 2 (""new_n15"")."
generated_mux_tree_8,refactor_z,new_n17,new_n13,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n13"") and in network 2 (""new_n17"")."
generated_mux_tree_8,refactor_z,new_n18,new_n14,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n14"") and in network 2 (""new_n18"")."
generated_mux_tree_8,refactor_z,new_n19,new_n15,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n15"") and in network 2 (""new_n19"")."
generated_mux_tree_8,refactor_z,new_n23,new_n25,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n25"") and in network 2 (""new_n23"")."
generated_mux_tree_8,refactor_z,new_n24,new_n26,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n26"") and in network 2 (""new_n24"")."
generated_mux_tree_8,refactor_z,new_n25,new_n27,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n27"") and in network 2 (""new_n25"")."
generated_mux_tree_8,refactor_z,new_n27,new_n22,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n22"") and in network 2 (""new_n27"")."
generated_mux_tree_8,refactor_z,new_n28,new_n23,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n23"") and in network 2 (""new_n28"")."
generated_mux_tree_8,refactor_z,new_n29,new_n24,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n24"") and in network 2 (""new_n29"")."
generated_mux_tree_8,resub,new_n13,new_n25,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n25"") and in network 2 (""new_n13"")."
generated_mux_tree_8,resub,new_n14,new_n26,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n26"") and in network 2 (""new_n14"")."
generated_mux_tree_8,resub,new_n15,new_n27,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n27"") and in network 2 (""new_n15"")."
generated_mux_tree_8,resub,new_n16,new_n28,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n28"") and in network 2 (""new_n16"")."
generated_mux_tree_8,resub,new_n17,new_n22,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n22"") and in network 2 (""new_n17"")."
generated_mux_tree_8,resub,new_n18,new_n23,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n23"") and in network 2 (""new_n18"")."
generated_mux_tree_8,resub,new_n19,new_n24,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n24"") and in network 2 (""new_n19"")."
generated_mux_tree_8,resub,new_n20,new_n29,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n29"") and in network 2 (""new_n20"")."
generated_mux_tree_8,resub,new_n21,new_n30,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n30"") and in network 2 (""new_n21"")."
generated_mux_tree_8,resub,new_n22,new_n31,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n31"") and in network 2 (""new_n22"")."
generated_mux_tree_8,resub,new_n23,new_n16,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n16"") and in network 2 (""new_n23"")."
generated_mux_tree_8,resub,new_n24,new_n17,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n17"") and in network 2 (""new_n24"")."
generated_mux_tree_8,resub,new_n25,new_n18,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n18"") and in network 2 (""new_n25"")."
generated_mux_tree_8,resub,new_n26,new_n19,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n19"") and in network 2 (""new_n26"")."
generated_mux_tree_8,resub,new_n27,new_n13,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n13"") and in network 2 (""new_n27"")."
generated_mux_tree_8,resub,new_n28,new_n14,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n14"") and in network 2 (""new_n28"")."
generated_mux_tree_8,resub,new_n29,new_n15,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n15"") and in network 2 (""new_n29"")."
generated_mux_tree_8,resub,new_n30,new_n20,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n20"") and in network 2 (""new_n30"")."
generated_mux_tree_8,resub,new_n31,new_n21,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n21"") and in network 2 (""new_n31"")."
generated_mux_tree_8,resub,new_n32,new_n32,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_mux_tree_8,resyn,new_n16,new_n28,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n28"") and in network 2 (""new_n16"")."
generated_mux_tree_8,resyn,new_n20,new_n29,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n29"") and in network 2 (""new_n20"")."
generated_mux_tree_8,resyn,new_n21,new_n30,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n30"") and in network 2 (""new_n21"")."
generated_mux_tree_8,resyn,new_n22,new_n31,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n31"") and in network 2 (""new_n22"")."
generated_mux_tree_8,resyn,new_n26,new_n19,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n19"") and in network 2 (""new_n26"")."
generated_mux_tree_8,resyn,new_n30,new_n20,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n20"") and in network 2 (""new_n30"")."
generated_mux_tree_8,resyn,new_n31,new_n21,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n21"") and in network 2 (""new_n31"")."
generated_mux_tree_8,resyn,new_n32,new_n32,1.0,verified,Networks are equivalent.  Time =     0.00 sec,direct,
generated_mux_tree_8,resyn2,new_n13,new_n16,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n16"") and in network 2 (""new_n13"")."
generated_mux_tree_8,resyn2,new_n14,new_n17,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n17"") and in network 2 (""new_n14"")."
generated_mux_tree_8,resyn2,new_n17,new_n13,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n13"") and in network 2 (""new_n17"")."
generated_mux_tree_8,resyn2,new_n18,new_n14,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n14"") and in network 2 (""new_n18"")."
generated_mux_tree_8,resyn2,new_n23,new_n25,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n25"") and in network 2 (""new_n23"")."
generated_mux_tree_8,resyn2,new_n24,new_n26,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n26"") and in network 2 (""new_n24"")."
generated_mux_tree_8,resyn2,new_n27,new_n22,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n22"") and in network 2 (""new_n27"")."
generated_mux_tree_8,resyn2,new_n28,new_n23,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n23"") and in network 2 (""new_n28"")."
generated_mux_tree_8,resyn2_like,new_n13,new_n16,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n16"") and in network 2 (""new_n13"")."
generated_mux_tree_8,resyn2_like,new_n14,new_n17,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n17"") and in network 2 (""new_n14"")."
generated_mux_tree_8,resyn2_like,new_n17,new_n13,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n13"") and in network 2 (""new_n17"")."
generated_mux_tree_8,resyn2_like,new_n18,new_n14,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n14"") and in network 2 (""new_n18"")."
generated_mux_tree_8,resyn2_like,new_n23,new_n25,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n25"") and in network 2 (""new_n23"")."
generated_mux_tree_8,resyn2_like,new_n24,new_n26,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n26"") and in network 2 (""new_n24"")."
generated_mux_tree_8,resyn2_like,new_n27,new_n22,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n22"") and in network 2 (""new_n27"")."
generated_mux_tree_8,resyn2_like,new_n28,new_n23,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n23"") and in network 2 (""new_n28"")."
generated_mux_tree_8,rewrite,new_n13,new_n25,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n25"") and in network 2 (""new_n13"")."
generated_mux_tree_8,rewrite,new_n14,new_n26,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n26"") and in network 2 (""new_n14"")."
generated_mux_tree_8,rewrite,new_n15,new_n27,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n27"") and in network 2 (""new_n15"")."
generated_mux_tree_8,rewrite,new_n16,new_n28,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n28"") and in network 2 (""new_n16"")."
generated_mux_tree_8,rewrite,new_n17,new_n22,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n22"") and in network 2 (""new_n17"")."
generated_mux_tree_8,rewrite,new_n18,new_n23,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n23"") and in network 2 (""new_n18"")."
generated_mux_tree_8,rewrite,new_n19,new_n24,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n24"") and in network 2 (""new_n19"")."
generated_mux_tree_8,rewrite,new_n20,new_n29,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n29"") and in network 2 (""new_n20"")."
generated_mux_tree_8,rewrite,new_n21,new_n30,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n30"") and in network 2 (""new_n21"")."
generated_mux_tree_8,rewrite,new_n22,new_n31,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n31"") and in network 2 (""new_n22"")."
generated_mux_tree_8,rewrite,new_n23,new_n16,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n16"") and in network 2 (""new_n23"")."
generated_mux_tree_8,rewrite,new_n24,new_n17,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n17"") and in network 2 (""new_n24"")."
generated_mux_tree_8,rewrite,new_n25,new_n18,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n18"") and in network 2 (""new_n25"")."
generated_mux_tree_8,rewrite,new_n26,new_n19,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n19"") and in network 2 (""new_n26"")."
generated_mux_tree_8,rewrite,new_n27,new_n13,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n13"") and in network 2 (""new_n27"")."
generated_mux_tree_8,rewrite,new_n28,new_n14,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n14"") and in network 2 (""new_n28"")."
generated_mux_tree_8,rewrite,new_n29,new_n15,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n15"") and in network 2 (""new_n29"")."
generated_mux_tree_8,rewrite,new_n30,new_n20,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n20"") and in network 2 (""new_n30"")."
generated_mux_tree_8,rewrite,new_n31,new_n21,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n21"") and in network 2 (""new_n31"")."
generated_mux_tree_8,rewrite,new_n32,new_n32,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_mux_tree_8,rewrite_z,new_n16,new_n28,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n28"") and in network 2 (""new_n16"")."
generated_mux_tree_8,rewrite_z,new_n20,new_n29,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n29"") and in network 2 (""new_n20"")."
generated_mux_tree_8,rewrite_z,new_n21,new_n30,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n30"") and in network 2 (""new_n21"")."
generated_mux_tree_8,rewrite_z,new_n22,new_n31,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n31"") and in network 2 (""new_n22"")."
generated_mux_tree_8,rewrite_z,new_n26,new_n19,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n19"") and in network 2 (""new_n26"")."
generated_mux_tree_8,rewrite_z,new_n30,new_n20,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n20"") and in network 2 (""new_n30"")."
generated_mux_tree_8,rewrite_z,new_n31,new_n21,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n21"") and in network 2 (""new_n31"")."
generated_mux_tree_8,rewrite_z,new_n32,new_n32,1.0,verified,Networks are equivalent.  Time =     0.00 sec,direct,
generated_random_medium,balance,new_n21,new_n21,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,balance,new_n22,new_n22,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,balance,new_n23,new_n23,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,balance,new_n24,new_n24,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,balance,new_n25,new_n25,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,balance,new_n26,new_n26,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,balance,new_n27,new_n27,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,balance,new_n28,new_n28,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,balance,new_n29,new_n29,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,balance,new_n30,new_n30,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,balance,new_n31,new_n31,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,balance,new_n34,new_n34,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,balance,new_n35,new_n35,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,balance,new_n36,new_n36,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,balance,new_n37,new_n37,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,balance,new_n38,new_n38,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,balance,new_n40,new_n40,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,compress2rs,new_n21,new_n21,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,compress2rs,new_n24,new_n25,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n25"") and in network 2 (""new_n24"")."
generated_random_medium,compress2rs,new_n25,new_n28,0.8800415039062501,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n28"") and in network 2 (""new_n25"")."
generated_random_medium,compress2rs,new_n26,new_n26,0.8561889648437501,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,
generated_random_medium,compress2rs,new_n28,new_n29,0.915087890625,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n29"") and in network 2 (""new_n28"")."
generated_random_medium,compress2rs,new_n29,new_n29,1.0,verified,Networks are equivalent.  Time =     0.00 sec,direct,
generated_random_medium,compress2rs,new_n30,new_n30,1.0,verified,Networks are equivalent.  Time =     0.00 sec,direct,
generated_random_medium,compress2rs,new_n31,new_n31,1.0,verified,Networks are equivalent.  Time =     0.00 sec,direct,
generated_random_medium,compress2rs,new_n40,new_n40,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,dc2,new_n21,new_n21,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,dc2,new_n22,new_n25,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n25"") and in network 2 (""new_n22"")."
generated_random_medium,dc2,new_n23,new_n27,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n27"") and in network 2 (""new_n23"")."
generated_random_medium,dc2,new_n24,new_n26,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n26"") and in network 2 (""new_n24"")."
generated_random_medium,dc2,new_n25,new_n28,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n28"") and in network 2 (""new_n25"")."
generated_random_medium,dc2,new_n29,new_n29,1.0,verified,Networks are equivalent.  Time =     0.00 sec,direct,
generated_random_medium,dc2,new_n30,new_n31,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n31"") and in network 2 (""new_n30"")."
generated_random_medium,dc2,new_n31,new_n30,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n30"") and in network 2 (""new_n31"")."
generated_random_medium,dc2,new_n40,new_n40,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,refactor,new_n21,new_n21,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,refactor,new_n22,new_n22,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,refactor,new_n23,new_n23,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,refactor,new_n24,new_n24,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,refactor,new_n25,new_n25,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,refactor,new_n26,new_n26,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,refactor,new_n27,new_n27,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_random_medium,refactor,new_n28,new_n28,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
