benchmark,optimization,optimized_node,rank,original_candidate,combined_score,simulation_similarity,support_overlap,depth_similarity,optimized_level,original_level,penalty,refined_score,cegar_rank,rank_change,is_rejected_pair
xor_chain,resub,new_n6,4,new_n9,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,1,3,0.0,0.5416666666666666,4,0,False
xor_chain,resub,new_n6,5,new_n12,0.5387500000000001,0.625,0.5,0.2,1,5,0.0,0.5387500000000001,5,0,False
xor_chain,resub,new_n7,1,new_n7,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
xor_chain,resub,new_n7,2,new_n6,0.725,0.5,1.0,1.0,1,1,0.0,0.725,2,0,False
xor_chain,resub,new_n7,3,new_n10,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,1,3,0.0,0.6791666666666667,3,0,False
xor_chain,resub,new_n7,4,new_n9,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,1,3,0.0,0.5416666666666666,4,0,False
xor_chain,resub,new_n7,5,new_n12,0.5387500000000001,0.625,0.5,0.2,1,5,0.0,0.5387500000000001,5,0,False
xor_chain,resub,new_n8,1,new_n8,1.0,1.0,1.0,1.0,2,2,0.0,1.0,1,0,False
xor_chain,resub,new_n8,2,new_n9,0.6958333333333334,0.75,0.6666666666666666,0.5,2,3,0.0,0.6958333333333334,2,0,False
xor_chain,resub,new_n8,3,new_n11,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,2,4,0.0,0.5416666666666666,3,0,False
xor_chain,resub,new_n8,4,new_n6,0.5375,0.25,1.0,0.5,2,1,0.0,0.5375,4,0,False
xor_chain,resub,new_n8,5,new_n7,0.5375,0.25,1.0,0.5,2,1,0.0,0.5375,5,0,False
xor_chain,resub,new_n9,1,new_n9,1.0,1.0,1.0,1.0,3,3,0.0,1.0,1,0,False
xor_chain,resub,new_n9,2,new_n10,0.725,0.5,1.0,1.0,3,3,0.0,0.725,2,0,False
xor_chain,resub,new_n9,3,new_n13,0.7083333333333334,0.75,0.75,0.3333333333333333,3,5,0.0,0.7083333333333334,3,0,False
xor_chain,resub,new_n9,4,new_n8,0.6958333333333334,0.75,0.6666666666666666,0.5,3,2,0.0,0.6958333333333334,4,0,False
xor_chain,resub,new_n9,5,new_n12,0.5708333333333333,0.5,0.75,0.3333333333333333,3,5,0.0,0.5708333333333333,5,0,False
xor_chain,resyn2_like,new_n10,1,new_n12,0.6075,0.75,0.5,0.2,1,5,0.0,0.6075,1,0,False
xor_chain,resyn2_like,new_n10,2,new_n9,0.5333333333333333,0.75,0.25,0.3333333333333333,1,3,0.0,0.5333333333333333,2,0,False
xor_chain,resyn2_like,new_n10,3,new_n13,0.47,0.5,0.5,0.2,1,5,0.0,0.47,3,0,False
xor_chain,resyn2_like,new_n10,4,new_n6,0.44375,0.625,0.0,1.0,1,1,0.0,0.44375,4,0,False
xor_chain,resyn2_like,new_n10,5,new_n7,0.44375,0.625,0.0,1.0,1,1,0.0,0.44375,5,0,False
xor_chain,resyn2_like,new_n11,1,new_n12,0.475,0.5,0.5,0.25,2,5,0.0,0.475,1,0,False
xor_chain,resyn2_like,new_n11,2,new_n13,0.475,0.5,0.5,0.25,2,5,0.0,0.475,2,0,False
xor_chain,resyn2_like,new_n11,3,new_n9,0.4125,0.5,0.25,0.5,2,3,0.0,0.4125,3,0,False
xor_chain,resyn2_like,new_n11,4,new_n10,0.4125,0.5,0.25,0.5,2,3,0.0,0.4125,4,0,False
xor_chain,resyn2_like,new_n11,5,new_n11,0.3958333333333333,0.5,0.25,0.3333333333333333,2,4,0.0,0.3958333333333333,5,0,False
xor_chain,resyn2_like,new_n12,1,new_n9,0.775,0.75,0.75,1.0,3,3,0.0,0.775,1,0,False
xor_chain,resyn2_like,new_n12,2,new_n12,0.6583333333333333,0.5,1.0,0.3333333333333333,3,5,0.0,0.6583333333333333,2,0,False
xor_chain,resyn2_like,new_n12,3,new_n13,0.6583333333333333,0.5,1.0,0.3333333333333333,3,5,0.0,0.6583333333333333,3,0,False
xor_chain,resyn2_like,new_n12,4,new_n8,0.6375000000000001,0.75,0.5,0.5,3,2,0.0,0.6375000000000001,4,0,False
xor_chain,resyn2_like,new_n12,5,new_n10,0.6375,0.5,0.75,1.0,3,3,0.0,0.6375,5,0,False
xor_chain,resyn2_like,new_n13,1,new_n10,0.775,0.75,0.75,1.0,3,3,0.0,0.775,1,0,False
xor_chain,resyn2_like,new_n13,2,new_n12,0.6583333333333333,0.5,1.0,0.3333333333333333,3,5,0.0,0.6583333333333333,2,0,False
xor_chain,resyn2_like,new_n13,3,new_n13,0.6583333333333333,0.5,1.0,0.3333333333333333,3,5,0.0,0.6583333333333333,3,0,False
xor_chain,resyn2_like,new_n13,4,new_n9,0.6375,0.5,0.75,1.0,3,3,0.0,0.6375,4,0,False
xor_chain,resyn2_like,new_n13,5,new_n6,0.6208333333333333,0.75,0.5,0.3333333333333333,3,1,0.0,0.6208333333333333,5,0,False
xor_chain,resyn2_like,new_n6,1,new_n8,0.8125,0.75,1.0,0.5,1,2,0.0,0.8125,1,0,False
xor_chain,resyn2_like,new_n6,2,new_n6,0.725,0.5,1.0,1.0,1,1,0.0,0.725,2,0,False
xor_chain,resyn2_like,new_n6,3,new_n7,0.725,0.5,1.0,1.0,1,1,0.0,0.725,3,0,False
xor_chain,resyn2_like,new_n6,4,new_n9,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,1,3,0.0,0.6791666666666667,4,0,False
xor_chain,resyn2_like,new_n6,5,new_n10,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,1,3,0.0,0.5416666666666666,5,0,False
xor_chain,resyn2_like,new_n7,1,new_n8,0.8125,0.75,1.0,0.5,1,2,0.0,0.8125,1,0,False
xor_chain,resyn2_like,new_n7,2,new_n6,0.725,0.5,1.0,1.0,1,1,0.0,0.725,2,0,False
xor_chain,resyn2_like,new_n7,3,new_n7,0.725,0.5,1.0,1.0,1,1,0.0,0.725,3,0,False
xor_chain,resyn2_like,new_n7,4,new_n9,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,1,3,0.0,0.6791666666666667,4,0,False
xor_chain,resyn2_like,new_n7,5,new_n10,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,1,3,0.0,0.5416666666666666,5,0,False
xor_chain,resyn2_like,new_n8,1,new_n6,0.8125,0.75,1.0,0.5,2,1,0.0,0.8125,1,0,False
xor_chain,resyn2_like,new_n8,2,new_n7,0.8125,0.75,1.0,0.5,2,1,0.0,0.8125,2,0,False
xor_chain,resyn2_like,new_n8,3,new_n10,0.6958333333333334,0.75,0.6666666666666666,0.5,2,3,0.0,0.6958333333333334,3,0,False
xor_chain,resyn2_like,new_n8,4,new_n11,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,2,4,0.0,0.5416666666666666,4,0,False
xor_chain,resyn2_like,new_n8,5,new_n12,0.475,0.5,0.5,0.25,2,5,0.0,0.475,5,0,False
xor_chain,resyn2_like,new_n9,1,new_n13,0.6075,0.75,0.5,0.2,1,5,0.0,0.6075,1,0,False
xor_chain,resyn2_like,new_n9,2,new_n10,0.5333333333333333,0.75,0.25,0.3333333333333333,1,3,0.0,0.5333333333333333,2,0,False
xor_chain,resyn2_like,new_n9,3,new_n12,0.47,0.5,0.5,0.2,1,5,0.0,0.47,3,0,False
xor_chain,resyn2_like,new_n9,4,new_n6,0.44375,0.625,0.0,1.0,1,1,0.0,0.44375,4,0,False
xor_chain,resyn2_like,new_n9,5,new_n7,0.44375,0.625,0.0,1.0,1,1,0.0,0.44375,5,0,False
xor_chain,rewrite,new_n10,1,new_n10,1.0,1.0,1.0,1.0,3,3,0.0,1.0,1,0,False
xor_chain,rewrite,new_n10,2,new_n9,0.725,0.5,1.0,1.0,3,3,0.0,0.725,2,0,False
xor_chain,rewrite,new_n10,3,new_n13,0.7083333333333334,0.75,0.75,0.3333333333333333,3,5,0.0,0.7083333333333334,3,0,False
xor_chain,rewrite,new_n10,4,new_n6,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,3,1,0.0,0.6791666666666667,4,0,False
xor_chain,rewrite,new_n10,5,new_n7,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,3,1,0.0,0.6791666666666667,5,0,False
xor_chain,rewrite,new_n11,1,new_n11,1.0,1.0,1.0,1.0,4,4,0.0,1.0,1,0,False
xor_chain,rewrite,new_n11,2,new_n12,0.7250000000000001,0.75,0.75,0.5,4,5,0.0,0.7250000000000001,2,0,False
xor_chain,rewrite,new_n11,3,new_n8,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,4,2,0.0,0.5416666666666666,3,0,False
xor_chain,rewrite,new_n11,4,new_n9,0.5375,0.25,1.0,0.5,4,3,0.0,0.5375,4,0,False
xor_chain,rewrite,new_n11,5,new_n10,0.5375,0.25,1.0,0.5,4,3,0.0,0.5375,5,0,False
xor_chain,rewrite,new_n12,1,new_n12,1.0,1.0,1.0,1.0,5,5,0.0,1.0,1,0,False
xor_chain,rewrite,new_n12,2,new_n11,0.7250000000000001,0.75,0.75,0.5,5,4,0.0,0.7250000000000001,2,0,False
xor_chain,rewrite,new_n12,3,new_n13,0.725,0.5,1.0,1.0,5,5,0.0,0.725,3,0,False
xor_chain,rewrite,new_n12,4,new_n9,0.5708333333333333,0.5,0.75,0.3333333333333333,5,3,0.0,0.5708333333333333,4,0,False
xor_chain,rewrite,new_n12,5,new_n10,0.5708333333333333,0.5,0.75,0.3333333333333333,5,3,0.0,0.5708333333333333,5,0,False
xor_chain,rewrite,new_n13,1,new_n13,1.0,1.0,1.0,1.0,5,5,0.0,1.0,1,0,False
xor_chain,rewrite,new_n13,2,new_n12,0.725,0.5,1.0,1.0,5,5,0.0,0.725,2,0,False
xor_chain,rewrite,new_n13,3,new_n9,0.7083333333333334,0.75,0.75,0.3333333333333333,5,3,0.0,0.7083333333333334,3,0,False
xor_chain,rewrite,new_n13,4,new_n10,0.7083333333333334,0.75,0.75,0.3333333333333333,5,3,0.0,0.7083333333333334,4,0,False
xor_chain,rewrite,new_n13,5,new_n6,0.5387500000000001,0.625,0.5,0.2,5,1,0.0,0.5387500000000001,5,0,False
xor_chain,rewrite,new_n6,1,new_n6,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
xor_chain,rewrite,new_n6,2,new_n7,0.725,0.5,1.0,1.0,1,1,0.0,0.725,2,0,False
xor_chain,rewrite,new_n6,3,new_n10,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,1,3,0.0,0.6791666666666667,3,0,False
xor_chain,rewrite,new_n6,4,new_n9,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,1,3,0.0,0.5416666666666666,4,0,False
xor_chain,rewrite,new_n6,5,new_n12,0.5387500000000001,0.625,0.5,0.2,1,5,0.0,0.5387500000000001,5,0,False
xor_chain,rewrite,new_n7,1,new_n7,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
xor_chain,rewrite,new_n7,2,new_n6,0.725,0.5,1.0,1.0,1,1,0.0,0.725,2,0,False
xor_chain,rewrite,new_n7,3,new_n10,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,1,3,0.0,0.6791666666666667,3,0,False
xor_chain,rewrite,new_n7,4,new_n9,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,1,3,0.0,0.5416666666666666,4,0,False
xor_chain,rewrite,new_n7,5,new_n12,0.5387500000000001,0.625,0.5,0.2,1,5,0.0,0.5387500000000001,5,0,False
xor_chain,rewrite,new_n8,1,new_n8,1.0,1.0,1.0,1.0,2,2,0.0,1.0,1,0,False
xor_chain,rewrite,new_n8,2,new_n9,0.6958333333333334,0.75,0.6666666666666666,0.5,2,3,0.0,0.6958333333333334,2,0,False
xor_chain,rewrite,new_n8,3,new_n11,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,2,4,0.0,0.5416666666666666,3,0,False
xor_chain,rewrite,new_n8,4,new_n6,0.5375,0.25,1.0,0.5,2,1,0.0,0.5375,4,0,False
xor_chain,rewrite,new_n8,5,new_n7,0.5375,0.25,1.0,0.5,2,1,0.0,0.5375,5,0,False
xor_chain,rewrite,new_n9,1,new_n9,1.0,1.0,1.0,1.0,3,3,0.0,1.0,1,0,False
xor_chain,rewrite,new_n9,2,new_n10,0.725,0.5,1.0,1.0,3,3,0.0,0.725,2,0,False
xor_chain,rewrite,new_n9,3,new_n13,0.7083333333333334,0.75,0.75,0.3333333333333333,3,5,0.0,0.7083333333333334,3,0,False
xor_chain,rewrite,new_n9,4,new_n8,0.6958333333333334,0.75,0.6666666666666666,0.5,3,2,0.0,0.6958333333333334,4,0,False
xor_chain,rewrite,new_n9,5,new_n12,0.5708333333333333,0.5,0.75,0.3333333333333333,3,5,0.0,0.5708333333333333,5,0,False
