benchmark,source_family,optimization,original_optimized_blif_path,abc_sweep_flow_name,node_count_before,node_count_after,level_count_before,level_count_after,node_reduction,level_reduction,runtime_seconds,abc_reported_equivalence_or_failure,abc_statistics,swept_blif_path
majority3,toy,resyn2,variants/majority3_resyn2.blif,fraig,4,4,3,3,0,0,0.0196,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== fraig write_blif <repo>/results/abc_native_swept/majority3_balance_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/majority3_balance_amp_fraig_x.blif read_blif <repo>/variants/majority3_rewrite.blif write_blif <repo>/results/abc_native_swept/majority3_rewrite_fraig.blif write_blif <repo>/results/abc_native_swept/majority3_rewrite_amp_fraig_x.blif ===================================================== majority3 : i/o = 3/ 1 lat = 0 and = 4 lev = 3 majority3 : i/o = 3/ 1 lat = 0 and = 4 lev = 3 ***EOF***",results/abc_native_swept/majority3_resyn2_fraig.blif
majority3,toy,resyn2,variants/majority3_resyn2.blif,amp_fraig_x,4,4,3,3,0,0,0.0206,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== &fraig -x &put write_blif <repo>/results/abc_native_swept/majority3_balance_amp_fraig_x.blif read_blif <repo>/variants/majority3_rewrite.blif write_blif <repo>/results/abc_native_swept/majority3_rewrite_fraig.blif write_blif <repo>/results/abc_native_swept/majority3_rewrite_amp_fraig_x.blif read_blif <repo>/variants/majority3_resyn2.blif strash fraig write_blif <repo>/results/abc_native_swept/majority3_resyn2_fraig.blif ===================================================== majority3 : i/o = 3/ 1 lat = 0 and = 4 lev = 3 majority3 : i/o = 3/ 1 lat = 0 and = 4 lev = 3 ***EOF***",results/abc_native_swept/majority3_resyn2_amp_fraig_x.blif
mux2,toy,original,variants/mux2_original.blif,fraig,3,3,2,2,0,0,0.0212,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== write_blif <repo>/results/abc_native_swept/majority3_rewrite_amp_fraig_x.blif read_blif <repo>/variants/majority3_resyn2.blif strash fraig write_blif <repo>/results/abc_native_swept/majority3_resyn2_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/majority3_resyn2_amp_fraig_x.blif ===================================================== mux2 : i/o = 3/ 1 lat = 0 and = 3 lev = 2 mux2 : i/o = 3/ 1 lat = 0 and = 3 lev = 2 ***EOF***",results/abc_native_swept/mux2_original_fraig.blif
mux2,toy,original,variants/mux2_original.blif,amp_fraig_x,3,3,2,2,0,0,0.0215,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== strash fraig write_blif <repo>/results/abc_native_swept/majority3_resyn2_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/majority3_resyn2_amp_fraig_x.blif read_blif <repo>/variants/mux2_original.blif write_blif <repo>/results/abc_native_swept/mux2_original_fraig.blif ===================================================== mux2 : i/o = 3/ 1 lat = 0 and = 3 lev = 2 mux2 : i/o = 3/ 1 lat = 0 and = 3 lev = 2 ***EOF***",results/abc_native_swept/mux2_original_amp_fraig_x.blif
mux2,toy,balance,variants/mux2_balance.blif,fraig,3,3,2,2,0,0,0.0215,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== fraig write_blif <repo>/results/abc_native_swept/majority3_resyn2_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/majority3_resyn2_amp_fraig_x.blif read_blif <repo>/variants/mux2_original.blif write_blif <repo>/results/abc_native_swept/mux2_original_fraig.blif write_blif <repo>/results/abc_native_swept/mux2_original_amp_fraig_x.blif ===================================================== mux2 : i/o = 3/ 1 lat = 0 and = 3 lev = 2 mux2 : i/o = 3/ 1 lat = 0 and = 3 lev = 2 ***EOF***",results/abc_native_swept/mux2_balance_fraig.blif
mux2,toy,balance,variants/mux2_balance.blif,amp_fraig_x,3,3,2,2,0,0,0.0203,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== &fraig -x &put write_blif <repo>/results/abc_native_swept/majority3_resyn2_amp_fraig_x.blif read_blif <repo>/variants/mux2_original.blif write_blif <repo>/results/abc_native_swept/mux2_original_fraig.blif write_blif <repo>/results/abc_native_swept/mux2_original_amp_fraig_x.blif read_blif <repo>/variants/mux2_balance.blif strash fraig write_blif <repo>/results/abc_native_swept/mux2_balance_fraig.blif ===================================================== mux2 : i/o = 3/ 1 lat = 0 and = 3 lev = 2 mux2 : i/o = 3/ 1 lat = 0 and = 3 lev = 2 ***EOF***",results/abc_native_swept/mux2_balance_amp_fraig_x.blif
mux2,toy,rewrite,variants/mux2_rewrite.blif,fraig,3,3,2,2,0,0,0.0206,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== write_blif <repo>/results/abc_native_swept/mux2_original_amp_fraig_x.blif read_blif <repo>/variants/mux2_balance.blif strash fraig write_blif <repo>/results/abc_native_swept/mux2_balance_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/mux2_balance_amp_fraig_x.blif ===================================================== mux2 : i/o = 3/ 1 lat = 0 and = 3 lev = 2 mux2 : i/o = 3/ 1 lat = 0 and = 3 lev = 2 ***EOF***",results/abc_native_swept/mux2_rewrite_fraig.blif
mux2,toy,rewrite,variants/mux2_rewrite.blif,amp_fraig_x,3,3,2,2,0,0,0.0215,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== strash fraig write_blif <repo>/results/abc_native_swept/mux2_balance_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/mux2_balance_amp_fraig_x.blif read_blif <repo>/variants/mux2_rewrite.blif write_blif <repo>/results/abc_native_swept/mux2_rewrite_fraig.blif ===================================================== mux2 : i/o = 3/ 1 lat = 0 and = 3 lev = 2 mux2 : i/o = 3/ 1 lat = 0 and = 3 lev = 2 ***EOF***",results/abc_native_swept/mux2_rewrite_amp_fraig_x.blif
mux2,toy,resyn2,variants/mux2_resyn2.blif,fraig,3,3,2,2,0,0,0.0205,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== fraig write_blif <repo>/results/abc_native_swept/mux2_balance_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/mux2_balance_amp_fraig_x.blif read_blif <repo>/variants/mux2_rewrite.blif write_blif <repo>/results/abc_native_swept/mux2_rewrite_fraig.blif write_blif <repo>/results/abc_native_swept/mux2_rewrite_amp_fraig_x.blif ===================================================== mux2 : i/o = 3/ 1 lat = 0 and = 3 lev = 2 mux2 : i/o = 3/ 1 lat = 0 and = 3 lev = 2 ***EOF***",results/abc_native_swept/mux2_resyn2_fraig.blif
mux2,toy,resyn2,variants/mux2_resyn2.blif,amp_fraig_x,3,3,2,2,0,0,0.0211,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== &fraig -x &put write_blif <repo>/results/abc_native_swept/mux2_balance_amp_fraig_x.blif read_blif <repo>/variants/mux2_rewrite.blif write_blif <repo>/results/abc_native_swept/mux2_rewrite_fraig.blif write_blif <repo>/results/abc_native_swept/mux2_rewrite_amp_fraig_x.blif read_blif <repo>/variants/mux2_resyn2.blif strash fraig write_blif <repo>/results/abc_native_swept/mux2_resyn2_fraig.blif ===================================================== mux2 : i/o = 3/ 1 lat = 0 and = 3 lev = 2 mux2 : i/o = 3/ 1 lat = 0 and = 3 lev = 2 ***EOF***",results/abc_native_swept/mux2_resyn2_amp_fraig_x.blif
toy_and_or,toy,original,variants/toy_and_or_original.blif,fraig,3,3,2,2,0,0,0.0205,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== write_blif <repo>/results/abc_native_swept/mux2_rewrite_amp_fraig_x.blif read_blif <repo>/variants/mux2_resyn2.blif strash fraig write_blif <repo>/results/abc_native_swept/mux2_resyn2_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/mux2_resyn2_amp_fraig_x.blif ===================================================== toy_and_or : i/o = 4/ 1 lat = 0 and = 3 lev = 2 toy_and_or : i/o = 4/ 1 lat = 0 and = 3 lev = 2 ***EOF***",results/abc_native_swept/toy_and_or_original_fraig.blif
toy_and_or,toy,original,variants/toy_and_or_original.blif,amp_fraig_x,3,3,2,2,0,0,0.0198,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== strash fraig write_blif <repo>/results/abc_native_swept/mux2_resyn2_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/mux2_resyn2_amp_fraig_x.blif read_blif <repo>/variants/toy_and_or_original.blif write_blif <repo>/results/abc_native_swept/toy_and_or_original_fraig.blif ===================================================== toy_and_or : i/o = 4/ 1 lat = 0 and = 3 lev = 2 toy_and_or : i/o = 4/ 1 lat = 0 and = 3 lev = 2 ***EOF***",results/abc_native_swept/toy_and_or_original_amp_fraig_x.blif
toy_and_or,toy,balance,variants/toy_and_or_balance.blif,fraig,3,3,2,2,0,0,0.0221,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== fraig write_blif <repo>/results/abc_native_swept/mux2_resyn2_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/mux2_resyn2_amp_fraig_x.blif read_blif <repo>/variants/toy_and_or_original.blif write_blif <repo>/results/abc_native_swept/toy_and_or_original_fraig.blif write_blif <repo>/results/abc_native_swept/toy_and_or_original_amp_fraig_x.blif ===================================================== toy_and_or : i/o = 4/ 1 lat = 0 and = 3 lev = 2 toy_and_or : i/o = 4/ 1 lat = 0 and = 3 lev = 2 ***EOF***",results/abc_native_swept/toy_and_or_balance_fraig.blif
toy_and_or,toy,balance,variants/toy_and_or_balance.blif,amp_fraig_x,3,3,2,2,0,0,0.0212,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== &fraig -x &put write_blif <repo>/results/abc_native_swept/mux2_resyn2_amp_fraig_x.blif read_blif <repo>/variants/toy_and_or_original.blif write_blif <repo>/results/abc_native_swept/toy_and_or_original_fraig.blif write_blif <repo>/results/abc_native_swept/toy_and_or_original_amp_fraig_x.blif read_blif <repo>/variants/toy_and_or_balance.blif strash fraig write_blif <repo>/results/abc_native_swept/toy_and_or_balance_fraig.blif ===================================================== toy_and_or : i/o = 4/ 1 lat = 0 and = 3 lev = 2 toy_and_or : i/o = 4/ 1 lat = 0 and = 3 lev = 2 ***EOF***",results/abc_native_swept/toy_and_or_balance_amp_fraig_x.blif
toy_and_or,toy,rewrite,variants/toy_and_or_rewrite.blif,fraig,3,3,2,2,0,0,0.021,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== write_blif <repo>/results/abc_native_swept/toy_and_or_original_amp_fraig_x.blif read_blif <repo>/variants/toy_and_or_balance.blif strash fraig write_blif <repo>/results/abc_native_swept/toy_and_or_balance_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/toy_and_or_balance_amp_fraig_x.blif ===================================================== toy_and_or : i/o = 4/ 1 lat = 0 and = 3 lev = 2 toy_and_or : i/o = 4/ 1 lat = 0 and = 3 lev = 2 ***EOF***",results/abc_native_swept/toy_and_or_rewrite_fraig.blif
toy_and_or,toy,rewrite,variants/toy_and_or_rewrite.blif,amp_fraig_x,3,3,2,2,0,0,0.0217,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== strash fraig write_blif <repo>/results/abc_native_swept/toy_and_or_balance_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/toy_and_or_balance_amp_fraig_x.blif read_blif <repo>/variants/toy_and_or_rewrite.blif write_blif <repo>/results/abc_native_swept/toy_and_or_rewrite_fraig.blif ===================================================== toy_and_or : i/o = 4/ 1 lat = 0 and = 3 lev = 2 toy_and_or : i/o = 4/ 1 lat = 0 and = 3 lev = 2 ***EOF***",results/abc_native_swept/toy_and_or_rewrite_amp_fraig_x.blif
toy_and_or,toy,resyn2,variants/toy_and_or_resyn2.blif,fraig,3,3,2,2,0,0,0.0223,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== fraig write_blif <repo>/results/abc_native_swept/toy_and_or_balance_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/toy_and_or_balance_amp_fraig_x.blif read_blif <repo>/variants/toy_and_or_rewrite.blif write_blif <repo>/results/abc_native_swept/toy_and_or_rewrite_fraig.blif write_blif <repo>/results/abc_native_swept/toy_and_or_rewrite_amp_fraig_x.blif ===================================================== toy_and_or : i/o = 4/ 1 lat = 0 and = 3 lev = 2 toy_and_or : i/o = 4/ 1 lat = 0 and = 3 lev = 2 ***EOF***",results/abc_native_swept/toy_and_or_resyn2_fraig.blif
toy_and_or,toy,resyn2,variants/toy_and_or_resyn2.blif,amp_fraig_x,3,3,2,2,0,0,0.0207,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== &fraig -x &put write_blif <repo>/results/abc_native_swept/toy_and_or_balance_amp_fraig_x.blif read_blif <repo>/variants/toy_and_or_rewrite.blif write_blif <repo>/results/abc_native_swept/toy_and_or_rewrite_fraig.blif write_blif <repo>/results/abc_native_swept/toy_and_or_rewrite_amp_fraig_x.blif read_blif <repo>/variants/toy_and_or_resyn2.blif strash fraig write_blif <repo>/results/abc_native_swept/toy_and_or_resyn2_fraig.blif ===================================================== toy_and_or : i/o = 4/ 1 lat = 0 and = 3 lev = 2 toy_and_or : i/o = 4/ 1 lat = 0 and = 3 lev = 2 ***EOF***",results/abc_native_swept/toy_and_or_resyn2_amp_fraig_x.blif
generated_mux_tree_8,generated,original,variants/generated_mux_tree_8_original.blif,fraig,21,21,6,6,0,0,0.0201,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== write_blif <repo>/results/abc_native_swept/toy_and_or_rewrite_amp_fraig_x.blif read_blif <repo>/variants/toy_and_or_resyn2.blif strash fraig write_blif <repo>/results/abc_native_swept/toy_and_or_resyn2_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/toy_and_or_resyn2_amp_fraig_x.blif ===================================================== mux_tree_8 : i/o = 11/ 1 lat = 0 and = 21 lev = 6 mux_tree_8 : i/o = 11/ 1 lat = 0 and = 21 lev = 6 ***EOF***",results/abc_native_swept/generated_mux_tree_8_original_fraig.blif
generated_mux_tree_8,generated,original,variants/generated_mux_tree_8_original.blif,amp_fraig_x,21,21,6,6,0,0,0.0221,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== strash fraig write_blif <repo>/results/abc_native_swept/toy_and_or_resyn2_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/toy_and_or_resyn2_amp_fraig_x.blif read_blif <repo>/variants/generated_mux_tree_8_original.blif write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_original_fraig.blif ===================================================== mux_tree_8 : i/o = 11/ 1 lat = 0 and = 21 lev = 6 mux_tree_8 : i/o = 11/ 1 lat = 0 and = 21 lev = 6 ***EOF***",results/abc_native_swept/generated_mux_tree_8_original_amp_fraig_x.blif
generated_mux_tree_8,generated,balance,variants/generated_mux_tree_8_balance.blif,fraig,21,21,6,6,0,0,0.0215,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== fraig write_blif <repo>/results/abc_native_swept/toy_and_or_resyn2_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/toy_and_or_resyn2_amp_fraig_x.blif read_blif <repo>/variants/generated_mux_tree_8_original.blif write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_original_fraig.blif write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_original_amp_fraig_x.blif ===================================================== mux_tree_8 : i/o = 11/ 1 lat = 0 and = 21 lev = 6 mux_tree_8 : i/o = 11/ 1 lat = 0 and = 21 lev = 6 ***EOF***",results/abc_native_swept/generated_mux_tree_8_balance_fraig.blif
generated_mux_tree_8,generated,balance,variants/generated_mux_tree_8_balance.blif,amp_fraig_x,21,21,6,6,0,0,0.0212,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== &fraig -x &put write_blif <repo>/results/abc_native_swept/toy_and_or_resyn2_amp_fraig_x.blif read_blif <repo>/variants/generated_mux_tree_8_original.blif write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_original_fraig.blif write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_original_amp_fraig_x.blif read_blif <repo>/variants/generated_mux_tree_8_balance.blif strash fraig write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_balance_fraig.blif ===================================================== mux_tree_8 : i/o = 11/ 1 lat = 0 and = 21 lev = 6 mux_tree_8 : i/o = 11/ 1 lat = 0 and = 21 lev = 6 ***EOF***",results/abc_native_swept/generated_mux_tree_8_balance_amp_fraig_x.blif
generated_mux_tree_8,generated,rewrite,variants/generated_mux_tree_8_rewrite.blif,fraig,21,21,6,6,0,0,0.0207,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_original_amp_fraig_x.blif read_blif <repo>/variants/generated_mux_tree_8_balance.blif strash fraig write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_balance_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_balance_amp_fraig_x.blif ===================================================== mux_tree_8 : i/o = 11/ 1 lat = 0 and = 21 lev = 6 mux_tree_8 : i/o = 11/ 1 lat = 0 and = 21 lev = 6 ***EOF***",results/abc_native_swept/generated_mux_tree_8_rewrite_fraig.blif
generated_mux_tree_8,generated,rewrite,variants/generated_mux_tree_8_rewrite.blif,amp_fraig_x,21,21,6,6,0,0,0.0209,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== strash fraig write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_balance_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_balance_amp_fraig_x.blif read_blif <repo>/variants/generated_mux_tree_8_rewrite.blif write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_rewrite_fraig.blif ===================================================== mux_tree_8 : i/o = 11/ 1 lat = 0 and = 21 lev = 6 mux_tree_8 : i/o = 11/ 1 lat = 0 and = 21 lev = 6 ***EOF***",results/abc_native_swept/generated_mux_tree_8_rewrite_amp_fraig_x.blif
generated_mux_tree_8,generated,resyn2,variants/generated_mux_tree_8_resyn2.blif,fraig,21,21,6,6,0,0,0.0208,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== fraig write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_balance_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_balance_amp_fraig_x.blif read_blif <repo>/variants/generated_mux_tree_8_rewrite.blif write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_rewrite_fraig.blif write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_rewrite_amp_fraig_x.blif ===================================================== mux_tree_8 : i/o = 11/ 1 lat = 0 and = 21 lev = 6 mux_tree_8 : i/o = 11/ 1 lat = 0 and = 21 lev = 6 ***EOF***",results/abc_native_swept/generated_mux_tree_8_resyn2_fraig.blif
generated_mux_tree_8,generated,resyn2,variants/generated_mux_tree_8_resyn2.blif,amp_fraig_x,21,21,6,6,0,0,0.0209,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== &fraig -x &put write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_balance_amp_fraig_x.blif read_blif <repo>/variants/generated_mux_tree_8_rewrite.blif write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_rewrite_fraig.blif write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_rewrite_amp_fraig_x.blif read_blif <repo>/variants/generated_mux_tree_8_resyn2.blif strash fraig write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_resyn2_fraig.blif ===================================================== mux_tree_8 : i/o = 11/ 1 lat = 0 and = 21 lev = 6 mux_tree_8 : i/o = 11/ 1 lat = 0 and = 21 lev = 6 ***EOF***",results/abc_native_swept/generated_mux_tree_8_resyn2_amp_fraig_x.blif
generated_multiplier_2,generated,original,variants/generated_multiplier_2_original.blif,fraig,12,9,4,3,3,1,0.0202,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_rewrite_amp_fraig_x.blif read_blif <repo>/variants/generated_mux_tree_8_resyn2.blif strash fraig write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_resyn2_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_resyn2_amp_fraig_x.blif ===================================================== multiplier_2 : i/o = 4/ 4 lat = 0 and = 12 lev = 4 multiplier_2 : i/o = 4/ 4 lat = 0 and = 9 lev = 3 ***EOF***",results/abc_native_swept/generated_multiplier_2_original_fraig.blif
generated_multiplier_2,generated,original,variants/generated_multiplier_2_original.blif,amp_fraig_x,12,9,4,3,3,1,0.0232,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== strash fraig write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_resyn2_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_resyn2_amp_fraig_x.blif read_blif <repo>/variants/generated_multiplier_2_original.blif write_blif <repo>/results/abc_native_swept/generated_multiplier_2_original_fraig.blif ===================================================== multiplier_2 : i/o = 4/ 4 lat = 0 and = 12 lev = 4 multiplier_2 : i/o = 4/ 4 lat = 0 and = 9 lev = 3 ***EOF***",results/abc_native_swept/generated_multiplier_2_original_amp_fraig_x.blif
generated_multiplier_2,generated,balance,variants/generated_multiplier_2_balance.blif,fraig,12,9,4,3,3,1,0.0193,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== fraig write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_resyn2_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_resyn2_amp_fraig_x.blif read_blif <repo>/variants/generated_multiplier_2_original.blif write_blif <repo>/results/abc_native_swept/generated_multiplier_2_original_fraig.blif write_blif <repo>/results/abc_native_swept/generated_multiplier_2_original_amp_fraig_x.blif ===================================================== multiplier_2 : i/o = 4/ 4 lat = 0 and = 12 lev = 4 multiplier_2 : i/o = 4/ 4 lat = 0 and = 9 lev = 3 ***EOF***",results/abc_native_swept/generated_multiplier_2_balance_fraig.blif
generated_multiplier_2,generated,balance,variants/generated_multiplier_2_balance.blif,amp_fraig_x,12,9,4,3,3,1,0.0223,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== &fraig -x &put write_blif <repo>/results/abc_native_swept/generated_mux_tree_8_resyn2_amp_fraig_x.blif read_blif <repo>/variants/generated_multiplier_2_original.blif write_blif <repo>/results/abc_native_swept/generated_multiplier_2_original_fraig.blif write_blif <repo>/results/abc_native_swept/generated_multiplier_2_original_amp_fraig_x.blif read_blif <repo>/variants/generated_multiplier_2_balance.blif strash fraig write_blif <repo>/results/abc_native_swept/generated_multiplier_2_balance_fraig.blif ===================================================== multiplier_2 : i/o = 4/ 4 lat = 0 and = 12 lev = 4 multiplier_2 : i/o = 4/ 4 lat = 0 and = 9 lev = 3 ***EOF***",results/abc_native_swept/generated_multiplier_2_balance_amp_fraig_x.blif
generated_multiplier_2,generated,rewrite,variants/generated_multiplier_2_rewrite.blif,fraig,9,9,3,3,0,0,0.0201,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== write_blif <repo>/results/abc_native_swept/generated_multiplier_2_original_amp_fraig_x.blif read_blif <repo>/variants/generated_multiplier_2_balance.blif strash fraig write_blif <repo>/results/abc_native_swept/generated_multiplier_2_balance_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/generated_multiplier_2_balance_amp_fraig_x.blif ===================================================== multiplier_2 : i/o = 4/ 4 lat = 0 and = 9 lev = 3 multiplier_2 : i/o = 4/ 4 lat = 0 and = 9 lev = 3 ***EOF***",results/abc_native_swept/generated_multiplier_2_rewrite_fraig.blif
generated_multiplier_2,generated,rewrite,variants/generated_multiplier_2_rewrite.blif,amp_fraig_x,9,9,3,3,0,0,0.0207,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== strash fraig write_blif <repo>/results/abc_native_swept/generated_multiplier_2_balance_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/generated_multiplier_2_balance_amp_fraig_x.blif read_blif <repo>/variants/generated_multiplier_2_rewrite.blif write_blif <repo>/results/abc_native_swept/generated_multiplier_2_rewrite_fraig.blif ===================================================== multiplier_2 : i/o = 4/ 4 lat = 0 and = 9 lev = 3 multiplier_2 : i/o = 4/ 4 lat = 0 and = 9 lev = 3 ***EOF***",results/abc_native_swept/generated_multiplier_2_rewrite_amp_fraig_x.blif
generated_multiplier_2,generated,resyn2,variants/generated_multiplier_2_resyn2.blif,fraig,8,8,3,3,0,0,0.0202,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== fraig write_blif <repo>/results/abc_native_swept/generated_multiplier_2_balance_fraig.blif source -s abc.rc &get -n &fraig -x &put write_blif <repo>/results/abc_native_swept/generated_multiplier_2_balance_amp_fraig_x.blif read_blif <repo>/variants/generated_multiplier_2_rewrite.blif write_blif <repo>/results/abc_native_swept/generated_multiplier_2_rewrite_fraig.blif write_blif <repo>/results/abc_native_swept/generated_multiplier_2_rewrite_amp_fraig_x.blif ===================================================== multiplier_2 : i/o = 4/ 4 lat = 0 and = 8 lev = 3 multiplier_2 : i/o = 4/ 4 lat = 0 and = 8 lev = 3 ***EOF***",results/abc_native_swept/generated_multiplier_2_resyn2_fraig.blif
generated_multiplier_2,generated,resyn2,variants/generated_multiplier_2_resyn2.blif,amp_fraig_x,8,8,3,3,0,0,0.0217,completed,"UC Berkeley, ABC 1.01 (compiled Jun 13 2026 17:59:16) ================== Command history ================== &fraig -x &put write_blif <repo>/results/abc_native_swept/generated_multiplier_2_balance_amp_fraig_x.blif read_blif <repo>/variants/generated_multiplier_2_rewrite.blif write_blif <repo>/results/abc_native_swept/generated_multiplier_2_rewrite_fraig.blif write_blif <repo>/results/abc_native_swept/generated_multiplier_2_rewrite_amp_fraig_x.blif read_blif <repo>/variants/generated_multiplier_2_resyn2.blif strash fraig write_blif <repo>/results/abc_native_swept/generated_multiplier_2_resyn2_fraig.blif ===================================================== multiplier_2 : i/o = 4/ 4 lat = 0 and = 8 lev = 3 multiplier_2 : i/o = 4/ 4 lat = 0 and = 8 lev = 3 ***EOF***",results/abc_native_swept/generated_multiplier_2_resyn2_amp_fraig_x.blif
