config,weights,benchmark,optimization,total_nodes,avg_rank1_score,rank1_consistency,rank1_precision,mrr
baseline,sim=0.55 sup=0.35 dep=0.10,xor_chain,refactor,8,1.0,1.0,1.0,1.0
baseline,sim=0.55 sup=0.35 dep=0.10,xor_chain,refactor_z,8,0.9296875,1.0,0.625,0.625
baseline,sim=0.55 sup=0.35 dep=0.10,xor_chain,resub,8,1.0,1.0,1.0,1.0
baseline,sim=0.55 sup=0.35 dep=0.10,xor_chain,resyn,8,0.78,1.0,0.375,0.375
baseline,sim=0.55 sup=0.35 dep=0.10,xor_chain,resyn2,8,0.7096875,1.0,0.0,0.0
baseline,sim=0.55 sup=0.35 dep=0.10,xor_chain,resyn2_like,8,0.7096875,1.0,0.0,0.0
baseline,sim=0.55 sup=0.35 dep=0.10,xor_chain,rewrite,8,1.0,1.0,1.0,1.0
baseline,sim=0.55 sup=0.35 dep=0.10,xor_chain,rewrite_z,8,0.78,1.0,0.375,0.375
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_4,balance,31,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_4,compress2rs,23,0.8695652173913043,0.8695652173913043,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_4,dc2,23,0.8695652173913043,0.8695652173913043,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_4,refactor,23,0.8695652173913043,0.8695652173913043,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_4,refactor_z,23,0.8695652173913043,0.8695652173913043,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_4,resub,31,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_4,resyn,28,0.9732142857142857,0.9285714285714286,0.5357142857142857,0.5357142857142857
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_4,resyn2,23,0.8695652173913043,0.8695652173913043,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_4,resyn2_like,23,0.8695652173913043,0.8695652173913043,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_4,rewrite,28,0.9732142857142857,0.9285714285714286,0.5357142857142857,0.5357142857142857
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_4,rewrite_z,28,0.9732142857142857,0.9285714285714286,0.5357142857142857,0.5357142857142857
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_8,balance,63,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_8,compress2rs,47,0.8742468001994681,0.6382978723404256,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_8,dc2,47,0.8742468001994681,0.6382978723404256,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_8,refactor,47,0.8742468001994681,0.6382978723404256,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_8,refactor_z,47,0.8742468001994681,0.6382978723404256,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_8,resub,63,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_8,resyn,56,0.9683968680245536,0.9107142857142857,0.26785714285714285,0.26785714285714285
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_8,resyn2,47,0.8742468001994681,0.6382978723404256,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_8,resyn2_like,47,0.8742468001994681,0.6382978723404256,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_8,rewrite,56,0.9683968680245536,0.9107142857142857,0.26785714285714285,0.26785714285714285
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_adder_8,rewrite_z,56,0.9683968680245536,0.9107142857142857,0.26785714285714285,0.26785714285714285
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_2,balance,8,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_2,compress2rs,4,0.859375,0.75,0.5,0.5
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_2,dc2,4,0.8125,0.75,0.5,0.5
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_2,refactor,6,0.7916666666666666,0.6666666666666666,0.5,0.5
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_2,refactor_z,6,0.7916666666666666,0.6666666666666666,0.5,0.5
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_2,resub,5,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_2,resyn,5,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_2,resyn2,4,0.859375,0.75,0.5,0.5
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_2,resyn2_like,4,0.859375,0.75,0.5,0.5
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_2,rewrite,5,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_2,rewrite_z,5,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_4,balance,112,0.9972446986607143,0.9285714285714286,0.8571428571428571,0.8571428571428571
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_4,compress2rs,75,0.9628645833333334,0.6266666666666667,0.04,0.04
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_4,dc2,82,0.9578410823170732,0.6829268292682927,0.036585365853658534,0.036585365853658534
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_4,refactor,100,0.983515625,0.99,0.08,0.08
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_4,refactor_z,100,0.9678515625,0.86,0.04,0.04
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_4,resub,101,0.9994198638613861,0.9801980198019802,0.1782178217821782,0.1782178217821782
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_4,resyn,83,0.9633847891566265,0.6987951807228916,0.060240963855421686,0.060240963855421686
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_4,resyn2,82,0.9587461890243902,0.6951219512195121,0.036585365853658534,0.036585365853658534
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_4,resyn2_like,82,0.9587461890243902,0.6951219512195121,0.036585365853658534,0.036585365853658534
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_4,rewrite,85,0.9811121323529411,0.9294117647058824,0.17647058823529413,0.17647058823529413
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_multiplier_4,rewrite_z,91,0.9642427884615384,0.7032967032967034,0.054945054945054944,0.054945054945054944
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_16,balance,44,1.0,1.0,0.022727272727272728,0.022727272727272728
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_16,compress2rs,44,0.8224043412642046,0.4090909090909091,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_16,dc2,44,0.7851007634943182,0.45454545454545453,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_16,refactor,44,1.0,1.0,0.022727272727272728,0.022727272727272728
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_16,refactor_z,44,0.9333829012784091,0.7954545454545454,0.045454545454545456,0.045454545454545456
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_16,resub,44,1.0,1.0,0.022727272727272728,0.022727272727272728
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_16,resyn,44,0.8392112038352273,0.45454545454545453,0.022727272727272728,0.022727272727272728
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_16,resyn2,44,0.8224043412642046,0.4090909090909091,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_16,resyn2_like,44,0.8224043412642046,0.4090909090909091,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_16,rewrite,44,1.0,1.0,0.022727272727272728,0.022727272727272728
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_16,rewrite_z,44,0.8614335493607954,0.5454545454545454,0.022727272727272728,0.022727272727272728
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_4,balance,8,1.0,1.0,0.125,0.125
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_4,compress2rs,8,0.75,0.5,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_4,dc2,8,0.890625,1.0,0.125,0.125
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_4,refactor,8,1.0,1.0,0.125,0.125
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_4,refactor_z,8,0.75,0.5,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_4,resub,8,1.0,1.0,0.125,0.125
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_4,resyn,8,0.84375,0.5,0.125,0.125
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_4,resyn2,8,0.75,0.5,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_4,resyn2_like,8,0.75,0.5,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_4,rewrite,8,1.0,1.0,0.125,0.125
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_4,rewrite_z,8,0.84375,0.5,0.125,0.125
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_8,balance,20,1.0,1.0,0.05,0.05
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_8,compress2rs,20,0.85,0.8,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_8,dc2,20,0.7375,1.0,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_8,refactor,20,1.0,1.0,0.05,0.05
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_8,refactor_z,20,0.9,1.0,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_8,resub,20,1.0,1.0,0.05,0.05
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_8,resyn,20,0.875,0.6,0.05,0.05
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_8,resyn2,20,0.85,0.8,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_8,resyn2_like,20,0.85,0.8,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_8,rewrite,20,1.0,1.0,0.05,0.05
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_mux_tree_8,rewrite_z,20,0.875,0.6,0.05,0.05
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_random_medium,balance,17,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_random_medium,compress2rs,17,0.8656652113970589,0.8235294117647058,0.29411764705882354,0.29411764705882354
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_random_medium,dc2,17,0.8766084558823529,0.8823529411764706,0.17647058823529413,0.17647058823529413
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_random_medium,refactor,17,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_random_medium,refactor_z,17,0.9107881433823529,0.8823529411764706,0.47058823529411764,0.47058823529411764
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_random_medium,resub,17,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_random_medium,resyn,17,0.9075568704044118,0.8823529411764706,0.29411764705882354,0.29411764705882354
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_random_medium,resyn2,17,0.8656652113970589,0.8235294117647058,0.29411764705882354,0.29411764705882354
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_random_medium,resyn2_like,17,0.8656652113970589,0.8235294117647058,0.29411764705882354,0.29411764705882354
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_random_medium,rewrite,17,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_random_medium,rewrite_z,17,0.9112477022058824,0.8823529411764706,0.5294117647058824,0.5294117647058824
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_16,balance,44,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_16,compress2rs,44,0.6749323064630682,0.75,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_16,dc2,44,0.6591075550426136,0.4318181818181818,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_16,refactor,44,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_16,refactor_z,44,0.9834483753551136,0.9772727272727273,0.9318181818181818,0.9318181818181818
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_16,resub,44,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_16,resyn,44,0.6916226473721591,0.7045454545454546,0.06818181818181818,0.06818181818181818
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_16,resyn2,44,0.6749323064630682,0.75,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_16,resyn2_like,44,0.6749323064630682,0.75,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_16,rewrite,44,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_16,rewrite_z,44,0.6916226473721591,0.7045454545454546,0.06818181818181818,0.06818181818181818
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_32,balance,92,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_32,compress2rs,92,0.6720236073369565,0.6956521739130435,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_32,dc2,92,0.6476918096127717,0.391304347826087,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_32,refactor,92,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_32,refactor_z,92,0.9920840056046195,0.9891304347826086,0.967391304347826,0.967391304347826
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_32,resub,92,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_32,resyn,92,0.6800059442934783,0.6739130434782609,0.03260869565217391,0.03260869565217391
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_32,resyn2,92,0.6720236073369565,0.6956521739130435,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_32,resyn2_like,92,0.6720236073369565,0.6956521739130435,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_32,rewrite,92,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_32,rewrite_z,92,0.6800059442934783,0.6739130434782609,0.03260869565217391,0.03260869565217391
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_8,balance,20,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_8,compress2rs,20,0.675,1.0,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_8,dc2,20,0.65,1.0,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_8,refactor,20,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_8,refactor_z,20,0.9625,1.0,0.85,0.85
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_8,resub,20,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_8,resyn,20,0.7125,1.0,0.15,0.15
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_8,resyn2,20,0.675,1.0,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_8,resyn2_like,20,0.675,1.0,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_8,rewrite,20,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,generated_xor_chain_8,rewrite_z,20,0.7125,1.0,0.15,0.15
sim_only,sim=1.00 sup=0.00 dep=0.00,majority3,balance,4,0.9375,1.0,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,majority3,compress2rs,3,0.7916666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333
sim_only,sim=1.00 sup=0.00 dep=0.00,majority3,dc2,3,0.7916666666666666,0.6666666666666666,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,majority3,refactor,3,0.8333333333333334,0.6666666666666666,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,majority3,refactor_z,3,0.7916666666666666,0.6666666666666666,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,majority3,resub,4,1.0,1.0,0.25,0.25
sim_only,sim=1.00 sup=0.00 dep=0.00,majority3,resyn,4,0.9375,1.0,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,majority3,resyn2,3,0.7916666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333
sim_only,sim=1.00 sup=0.00 dep=0.00,majority3,resyn2_like,3,0.7916666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333
sim_only,sim=1.00 sup=0.00 dep=0.00,majority3,rewrite,4,1.0,1.0,0.25,0.25
sim_only,sim=1.00 sup=0.00 dep=0.00,majority3,rewrite_z,4,0.9375,1.0,0.25,0.25
sim_only,sim=1.00 sup=0.00 dep=0.00,mux2,balance,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,mux2,compress2rs,2,0.5,1.0,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,mux2,dc2,2,0.5,1.0,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,mux2,refactor,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,mux2,refactor_z,2,0.5,1.0,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,mux2,resub,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,mux2,resyn,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,mux2,resyn2,2,0.5,1.0,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,mux2,resyn2_like,2,0.5,1.0,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,mux2,rewrite,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,mux2,rewrite_z,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_comparator_4,balance,14,0.9821428571428571,1.0,0.07142857142857142,0.07142857142857142
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_comparator_4,compress2rs,14,0.9821428571428571,1.0,0.07142857142857142,0.07142857142857142
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_comparator_4,dc2,14,0.9285714285714286,1.0,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_comparator_4,refactor,14,1.0,1.0,0.14285714285714285,0.14285714285714285
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_comparator_4,refactor_z,14,0.9821428571428571,1.0,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_comparator_4,resub,14,1.0,1.0,0.14285714285714285,0.14285714285714285
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_comparator_4,resyn,14,0.8214285714285714,1.0,0.07142857142857142,0.07142857142857142
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_comparator_4,resyn2,14,0.9821428571428571,1.0,0.07142857142857142,0.07142857142857142
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_comparator_4,resyn2_like,14,0.9821428571428571,1.0,0.07142857142857142,0.07142857142857142
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_comparator_4,rewrite,14,1.0,1.0,0.14285714285714285,0.14285714285714285
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_comparator_4,rewrite_z,14,0.9285714285714286,1.0,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_full_adder,balance,9,0.9722222222222222,1.0,0.5555555555555556,0.5555555555555556
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_full_adder,compress2rs,5,0.9,1.0,0.4,0.4
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_full_adder,dc2,6,0.8125,0.8333333333333334,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_full_adder,refactor,8,0.9375,1.0,0.375,0.375
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_full_adder,refactor_z,8,0.875,0.875,0.25,0.25
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_full_adder,resub,9,1.0,1.0,0.6666666666666666,0.6666666666666666
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_full_adder,resyn,9,0.9722222222222222,1.0,0.5555555555555556,0.5555555555555556
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_full_adder,resyn2,8,0.875,0.875,0.375,0.375
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_full_adder,resyn2_like,8,0.875,0.875,0.375,0.375
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_full_adder,rewrite,9,1.0,1.0,0.6666666666666666,0.6666666666666666
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_full_adder,rewrite_z,9,0.9722222222222222,1.0,0.6666666666666666,0.6666666666666666
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_mux_4to1,balance,10,0.95,1.0,0.2,0.2
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_mux_4to1,compress2rs,8,0.71875,0.75,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_mux_4to1,dc2,8,0.828125,0.75,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_mux_4to1,refactor,8,0.84375,1.0,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_mux_4to1,refactor_z,8,0.71875,0.75,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_mux_4to1,resub,10,1.0,1.0,0.1,0.1
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_mux_4to1,resyn,8,0.8125,0.75,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_mux_4to1,resyn2,8,0.71875,0.75,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_mux_4to1,resyn2_like,8,0.71875,0.75,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_mux_4to1,rewrite,8,0.8125,0.75,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_mux_4to1,rewrite_z,8,0.8125,0.75,0.0,0.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_parity_8,balance,20,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_parity_8,compress2rs,20,0.8125,1.0,0.15,0.15
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_parity_8,dc2,20,0.8,1.0,0.05,0.05
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_parity_8,refactor,20,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_parity_8,refactor_z,20,0.85,1.0,0.4,0.4
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_parity_8,resub,20,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_parity_8,resyn,20,0.9625,1.0,0.75,0.75
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_parity_8,resyn2,20,0.8125,1.0,0.15,0.15
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_parity_8,resyn2_like,20,0.8125,1.0,0.15,0.15
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_parity_8,rewrite,20,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_parity_8,rewrite_z,20,0.9625,1.0,0.75,0.75
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_priority_enc_4,balance,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_priority_enc_4,compress2rs,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_priority_enc_4,dc2,2,0.875,1.0,0.5,0.5
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_priority_enc_4,refactor,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_priority_enc_4,refactor_z,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_priority_enc_4,resub,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_priority_enc_4,resyn,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_priority_enc_4,resyn2,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_priority_enc_4,resyn2_like,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_priority_enc_4,rewrite,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,real_hand_written_priority_enc_4,rewrite_z,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,toy_and_or,balance,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,toy_and_or,compress2rs,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,toy_and_or,dc2,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,toy_and_or,refactor,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,toy_and_or,refactor_z,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,toy_and_or,resub,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,toy_and_or,resyn,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,toy_and_or,resyn2,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,toy_and_or,resyn2_like,2,1.0,1.0,1.0,1.0
sim_only,sim=1.00 sup=0.00 dep=0.00,toy_and_or,rewrite,2,1.0,1.0,1.0,1.0
