benchmark,optimization,optimized_node,original_candidate,combined_score,rank,support_overlap,is_exact_signature_match,match_category,signature_match_on_patterns,formal_truth_table_match,pattern_count,is_formal_exact_mode,sat_status,abc_result,recovery_method,notes
generated_adder_4,balance,new_n15,new_n15,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n16,new_n16,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n17,new_n17,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n18,new_n18,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n19,new_n19,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n21,new_n21,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n22,new_n22,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n23,new_n23,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n24,new_n24,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n25,new_n25,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n26,new_n26,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n27,new_n27,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n28,new_n28,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n30,new_n30,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n31,new_n31,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n32,new_n32,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n33,new_n33,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n34,new_n34,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n35,new_n35,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n36,new_n36,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n37,new_n37,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n39,new_n39,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n40,new_n40,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n41,new_n41,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n42,new_n42,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n43,new_n43,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n44,new_n44,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n45,new_n45,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n46,new_n46,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n48,new_n48,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,balance,new_n49,new_n49,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,compress2rs,new_n15,new_n24,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,compress2rs,new_n18,new_n25,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,compress2rs,new_n21,new_n26,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,compress2rs,new_n22,new_n33,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,compress2rs,new_n25,new_n34,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,compress2rs,new_n28,new_n35,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,compress2rs,new_n29,new_n42,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,compress2rs,new_n32,new_n43,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,compress2rs,new_n35,new_n44,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,compress2rs,new_n36,new_n48,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,compress2rs,new_n39,new_n49,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,dc2,new_n15,new_n24,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,dc2,new_n18,new_n25,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,dc2,new_n21,new_n26,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,dc2,new_n22,new_n33,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,dc2,new_n25,new_n34,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,dc2,new_n28,new_n35,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,dc2,new_n29,new_n42,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,dc2,new_n32,new_n43,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,dc2,new_n35,new_n44,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,dc2,new_n36,new_n48,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,dc2,new_n39,new_n49,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,refactor,new_n15,new_n24,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,refactor,new_n18,new_n25,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,refactor,new_n21,new_n26,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,refactor,new_n22,new_n33,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,refactor,new_n25,new_n34,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,refactor,new_n28,new_n35,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,refactor,new_n29,new_n42,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,refactor,new_n32,new_n43,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,refactor,new_n35,new_n44,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,refactor,new_n36,new_n48,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,refactor,new_n39,new_n49,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,refactor_z,new_n15,new_n24,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,refactor_z,new_n18,new_n25,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,refactor_z,new_n21,new_n26,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,refactor_z,new_n22,new_n33,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,refactor_z,new_n25,new_n34,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,refactor_z,new_n28,new_n35,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,refactor_z,new_n29,new_n42,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,refactor_z,new_n32,new_n43,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,refactor_z,new_n35,new_n44,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,refactor_z,new_n36,new_n48,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,refactor_z,new_n39,new_n49,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,resub,new_n15,new_n15,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n16,new_n16,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n17,new_n17,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n18,new_n18,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n19,new_n19,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n21,new_n21,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n22,new_n22,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n23,new_n23,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n24,new_n24,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n25,new_n25,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n26,new_n26,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n27,new_n27,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n28,new_n28,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n30,new_n30,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n31,new_n31,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n32,new_n32,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n33,new_n33,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n34,new_n34,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n35,new_n35,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n36,new_n36,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n37,new_n37,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n39,new_n39,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n40,new_n40,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n41,new_n41,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n42,new_n42,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n43,new_n43,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n44,new_n44,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n45,new_n45,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n46,new_n46,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n48,new_n48,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resub,new_n49,new_n49,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n15,new_n15,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n16,new_n16,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n17,new_n17,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n18,new_n18,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n19,new_n19,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n21,new_n21,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n22,new_n22,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n23,new_n23,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n24,new_n24,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n25,new_n25,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n26,new_n26,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n27,new_n34,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n30,new_n30,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n31,new_n31,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n32,new_n32,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n33,new_n33,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n34,new_n35,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n35,new_n43,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n38,new_n39,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n39,new_n40,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n40,new_n41,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n41,new_n42,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n42,new_n44,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n43,new_n49,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn,new_n46,new_n48,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn2,new_n15,new_n24,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn2,new_n18,new_n25,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,resyn2,new_n21,new_n26,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,resyn2,new_n22,new_n33,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn2,new_n25,new_n34,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,resyn2,new_n28,new_n35,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,resyn2,new_n29,new_n42,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn2,new_n32,new_n43,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,resyn2,new_n35,new_n44,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,resyn2,new_n36,new_n48,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn2,new_n39,new_n49,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,resyn2_like,new_n15,new_n24,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn2_like,new_n18,new_n25,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,resyn2_like,new_n21,new_n26,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,resyn2_like,new_n22,new_n33,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn2_like,new_n25,new_n34,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,resyn2_like,new_n28,new_n35,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.00 sec,direct,
generated_adder_4,resyn2_like,new_n29,new_n42,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn2_like,new_n32,new_n43,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.00 sec,direct,
generated_adder_4,resyn2_like,new_n35,new_n44,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,resyn2_like,new_n36,new_n48,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,resyn2_like,new_n39,new_n49,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent.  Time =     0.01 sec,direct,
generated_adder_4,rewrite,new_n15,new_n15,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,rewrite,new_n16,new_n16,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,rewrite,new_n17,new_n17,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,rewrite,new_n18,new_n18,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,rewrite,new_n19,new_n19,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,rewrite,new_n21,new_n21,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,rewrite,new_n22,new_n22,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,rewrite,new_n23,new_n23,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,rewrite,new_n24,new_n24,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,rewrite,new_n25,new_n25,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,rewrite,new_n26,new_n26,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,rewrite,new_n27,new_n34,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,rewrite,new_n30,new_n30,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,rewrite,new_n31,new_n31,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,rewrite,new_n32,new_n32,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_adder_4,rewrite,new_n33,new_n33,1.0,1,1.0,1,exact_anchor,1,1,512,1,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
