benchmark,optimization,optimized_node,rank,original_candidate,combined_score,simulation_similarity,support_overlap,depth_similarity,optimized_level,original_level,optimized_fingerprint,original_fingerprint,optimized_support_size,original_support_size,optimized_fanin_count,original_fanin_count
generated_mux_tree_16,rewrite,new_n60,5,new_n48,0.4494311523437501,0.508056640625,0.2,1.0,2,2,680dd3f3d856b536,2442563af945e1ad,3,3,2,2
generated_mux_tree_16,rewrite,new_n61,1,new_n29,1.0,1.0,1.0,1.0,3,3,eb6525e54204a91c,eb6525e54204a91c,4,4,2,2
generated_mux_tree_16,rewrite,new_n61,2,new_n41,0.6482503255208334,0.75439453125,0.5714285714285714,0.3333333333333333,3,5,eb6525e54204a91c,6090232a205c4b19,4,7,2,2
generated_mux_tree_16,rewrite,new_n61,3,new_n38,0.6311808268229167,0.753662109375,0.3333333333333333,1.0,3,3,eb6525e54204a91c,625b0c4d67aac39d,4,4,2,2
generated_mux_tree_16,rewrite,new_n61,4,new_n50,0.6307779947916666,0.7529296875,0.3333333333333333,1.0,3,3,eb6525e54204a91c,7995d118929ae18d,4,4,2,2
generated_mux_tree_16,rewrite,new_n61,5,new_n59,0.6294352213541666,0.75048828125,0.3333333333333333,1.0,3,3,eb6525e54204a91c,c7e132a954470956,4,4,2,2
generated_mux_tree_16,rewrite,new_n62,1,new_n30,1.0,1.0,1.0,1.0,4,4,d276983c6e9717e8,d276983c6e9717e8,6,6,2,2
generated_mux_tree_16,rewrite,new_n62,2,new_n42,0.6398308031486742,0.755615234375,0.5454545454545454,0.3333333333333333,4,6,d276983c6e9717e8,4d976a3168956ecf,6,11,2,2
generated_mux_tree_16,rewrite,new_n62,3,new_n27,0.6232503255208334,0.75439453125,0.5,0.3333333333333333,4,2,d276983c6e9717e8,1084ca35ea3720e8,6,3,2,2
generated_mux_tree_16,rewrite,new_n62,4,new_n24,0.6174763997395833,0.743896484375,0.5,0.3333333333333333,4,2,d276983c6e9717e8,680dd3f3d856b536,6,3,2,2
generated_mux_tree_16,rewrite,new_n62,5,new_n41,0.481591796875,0.2392578125,0.8571428571428571,0.5,4,5,d276983c6e9717e8,6090232a205c4b19,6,7,2,2
generated_mux_tree_16,rewrite,new_n63,1,new_n41,1.0,1.0,1.0,1.0,5,5,6090232a205c4b19,6090232a205c4b19,7,7,2,2
generated_mux_tree_16,rewrite,new_n63,2,new_n65,0.6508056640625001,0.75146484375,0.5833333333333334,0.3333333333333333,5,7,6090232a205c4b19,61b1cdc18565226e,7,12,2,2
generated_mux_tree_16,rewrite,new_n63,3,new_n29,0.6482503255208334,0.75439453125,0.5714285714285714,0.3333333333333333,5,3,6090232a205c4b19,eb6525e54204a91c,7,4,2,2
generated_mux_tree_16,rewrite,new_n63,4,new_n28,0.6465047200520834,0.751220703125,0.5714285714285714,0.3333333333333333,5,3,6090232a205c4b19,e5017bb5f1724a80,7,4,2,2
generated_mux_tree_16,rewrite,new_n63,5,new_n62,0.5988236860795455,0.7333984375,0.2727272727272727,1.0,5,5,6090232a205c4b19,f7dbcf5b8d5db03e,7,7,2,2
generated_mux_tree_16,rewrite,new_n64,1,new_n42,1.0,1.0,1.0,1.0,6,6,4d976a3168956ecf,4d976a3168956ecf,11,11,2,2
generated_mux_tree_16,rewrite,new_n64,2,new_n30,0.6398308031486742,0.755615234375,0.5454545454545454,0.3333333333333333,6,4,4d976a3168956ecf,d276983c6e9717e8,11,6,2,2
generated_mux_tree_16,rewrite,new_n64,3,new_n39,0.6378166429924242,0.751953125,0.5454545454545454,0.3333333333333333,6,4,4d976a3168956ecf,7a67e5acc59eadff,11,6,2,2
generated_mux_tree_16,rewrite,new_n64,4,new_n65,0.5073933919270833,0.248291015625,0.9166666666666666,0.5,6,7,4d976a3168956ecf,61b1cdc18565226e,11,12,2,2
generated_mux_tree_16,rewrite,new_n64,5,new_n24,0.4586674360795455,0.6240234375,0.2727272727272727,0.2,6,2,4d976a3168956ecf,680dd3f3d856b536,11,3,2,2
generated_mux_tree_16,rewrite,new_n65,1,new_n65,1.0,1.0,1.0,1.0,7,7,61b1cdc18565226e,61b1cdc18565226e,12,12,2,2
generated_mux_tree_16,rewrite,new_n65,2,new_n40,0.653759765625,0.7568359375,0.5833333333333334,0.3333333333333333,7,5,61b1cdc18565226e,32ef2c7ea660c56b,12,7,2,2
generated_mux_tree_16,rewrite,new_n65,3,new_n41,0.6508056640625001,0.75146484375,0.5833333333333334,0.3333333333333333,7,5,61b1cdc18565226e,6090232a205c4b19,12,7,2,2
generated_mux_tree_16,rewrite,new_n65,4,new_n38,0.5197599283854166,0.696533203125,0.3333333333333333,0.2,7,3,61b1cdc18565226e,625b0c4d67aac39d,12,4,2,2
generated_mux_tree_16,rewrite,new_n65,5,new_n28,0.5186857096354167,0.694580078125,0.3333333333333333,0.2,7,3,61b1cdc18565226e,e5017bb5f1724a80,12,4,2,2
generated_mux_tree_16,rewrite_z,new_n22,1,new_n55,0.72567138671875,0.501220703125,1.0,1.0,1,1,19c2c11ff66c6c8f,e5b3382e870ccfa8,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n22,2,new_n57,0.6959676106770833,0.750244140625,0.6666666666666666,0.5,1,2,19c2c11ff66c6c8f,85714958333ee482,2,3,2,2
generated_mux_tree_16,rewrite_z,new_n22,3,new_n22,0.6333292643229167,0.757568359375,0.3333333333333333,1.0,1,1,19c2c11ff66c6c8f,925cbe75e62f189d,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n22,4,new_n31,0.6315836588541667,0.75439453125,0.3333333333333333,1.0,1,1,19c2c11ff66c6c8f,b3e6edc4c6117277,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n22,5,new_n43,0.6303751627604167,0.752197265625,0.3333333333333333,1.0,1,1,19c2c11ff66c6c8f,9e839ff3800cda23,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n23,1,new_n58,0.7950927734375001,0.87744140625,0.75,0.5,2,3,dac2339a1758aff6,64dd4dcf253ee11a,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n23,2,new_n55,0.6273518880208334,0.62548828125,0.6666666666666666,0.5,2,1,dac2339a1758aff6,e5b3382e870ccfa8,3,2,2,2
generated_mux_tree_16,rewrite_z,new_n23,3,new_n49,0.60478271484375,0.754150390625,0.4,0.5,2,3,dac2339a1758aff6,c62c91d48d58f9fc,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n23,4,new_n28,0.6030371093750001,0.7509765625,0.4,0.5,2,3,dac2339a1758aff6,e5017bb5f1724a80,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n23,5,new_n37,0.60142578125,0.748046875,0.4,0.5,2,3,dac2339a1758aff6,86a4b6c2d8c4bb96,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n24,1,new_n56,0.72432861328125,0.498779296875,1.0,1.0,1,1,be2f7b762350b9fb,7118ae7e38bc0495,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n24,2,new_n57,0.6962361653645834,0.750732421875,0.6666666666666666,0.5,1,2,be2f7b762350b9fb,85714958333ee482,2,3,2,2
generated_mux_tree_16,rewrite_z,new_n24,3,new_n32,0.6317179361979167,0.754638671875,0.3333333333333333,1.0,1,1,be2f7b762350b9fb,e7fce42e7c9b9bac,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n24,4,new_n23,0.6298380533854167,0.751220703125,0.3333333333333333,1.0,1,1,be2f7b762350b9fb,a7736a8ccd6b365a,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n24,5,new_n44,0.6282267252604167,0.748291015625,0.3333333333333333,1.0,1,1,be2f7b762350b9fb,ba8209d2b6ecce02,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n25,1,new_n58,1.0,1.0,1.0,1.0,3,3,64dd4dcf253ee11a,64dd4dcf253ee11a,4,4,2,2
generated_mux_tree_16,rewrite_z,new_n25,2,new_n61,0.6494588216145833,0.756591796875,0.5714285714285714,0.3333333333333333,3,5,64dd4dcf253ee11a,f42af84acf50097e,4,7,2,2
generated_mux_tree_16,rewrite_z,new_n25,3,new_n37,0.6331949869791667,0.75732421875,0.3333333333333333,1.0,3,3,64dd4dcf253ee11a,86a4b6c2d8c4bb96,4,4,2,2
generated_mux_tree_16,rewrite_z,new_n25,4,new_n28,0.6310465494791667,0.75341796875,0.3333333333333333,1.0,3,3,64dd4dcf253ee11a,e5017bb5f1724a80,4,4,2,2
generated_mux_tree_16,rewrite_z,new_n25,5,new_n49,0.6298380533854167,0.751220703125,0.3333333333333333,1.0,3,3,64dd4dcf253ee11a,c62c91d48d58f9fc,4,4,2,2
generated_mux_tree_16,rewrite_z,new_n26,1,new_n52,0.72567138671875,0.501220703125,1.0,1.0,1,1,4c89be091459e080,97dfdaf5cebd9375,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n26,2,new_n54,0.6918050130208334,0.74267578125,0.6666666666666666,0.5,1,2,4c89be091459e080,cfea6cfa7ae532c4,2,3,2,2
generated_mux_tree_16,rewrite_z,new_n26,3,new_n43,0.6354777018229166,0.761474609375,0.3333333333333333,1.0,1,1,4c89be091459e080,9e839ff3800cda23,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n26,4,new_n22,0.6306437174479167,0.752685546875,0.3333333333333333,1.0,1,1,4c89be091459e080,925cbe75e62f189d,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n26,5,new_n25,0.6306437174479167,0.752685546875,0.3333333333333333,1.0,1,1,4c89be091459e080,d894062f7726f037,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n27,1,new_n59,0.7940185546875,0.87548828125,0.75,0.5,2,3,16a388f1233145dc,c7e132a954470956,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n27,2,new_n52,0.6296346028645834,0.629638671875,0.6666666666666666,0.5,2,1,16a388f1233145dc,97dfdaf5cebd9375,3,2,2,2
generated_mux_tree_16,rewrite_z,new_n27,3,new_n38,0.6026342773437501,0.750244140625,0.4,0.5,2,3,16a388f1233145dc,625b0c4d67aac39d,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n27,4,new_n29,0.6025,0.75,0.4,0.5,2,3,16a388f1233145dc,eb6525e54204a91c,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n27,5,new_n50,0.5982031250000001,0.7421875,0.4,0.5,2,3,16a388f1233145dc,7995d118929ae18d,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n28,1,new_n53,0.72432861328125,0.498779296875,1.0,1.0,1,1,9fa533b703e3bdb8,a222206b60438b39,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n28,2,new_n54,0.6930135091145834,0.744873046875,0.6666666666666666,0.5,1,2,9fa533b703e3bdb8,cfea6cfa7ae532c4,2,3,2,2
generated_mux_tree_16,rewrite_z,new_n28,3,new_n35,0.6344034830729167,0.759521484375,0.3333333333333333,1.0,1,1,9fa533b703e3bdb8,074aad9448c11bc3,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n28,4,new_n44,0.6334635416666666,0.7578125,0.3333333333333333,1.0,1,1,9fa533b703e3bdb8,ba8209d2b6ecce02,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n28,5,new_n26,0.6317179361979167,0.754638671875,0.3333333333333333,1.0,1,1,9fa533b703e3bdb8,2bbb05f1480e66fe,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n29,1,new_n59,1.0,1.0,1.0,1.0,3,3,c7e132a954470956,c7e132a954470956,4,4,2,2
generated_mux_tree_16,rewrite_z,new_n29,2,new_n61,0.6401936848958334,0.73974609375,0.5714285714285714,0.3333333333333333,3,5,c7e132a954470956,f42af84acf50097e,4,7,2,2
generated_mux_tree_16,rewrite_z,new_n29,3,new_n29,0.6294352213541666,0.75048828125,0.3333333333333333,1.0,3,3,c7e132a954470956,eb6525e54204a91c,4,4,2,2
generated_mux_tree_16,rewrite_z,new_n29,4,new_n38,0.6293009440104167,0.750244140625,0.3333333333333333,1.0,3,3,c7e132a954470956,625b0c4d67aac39d,4,4,2,2
generated_mux_tree_16,rewrite_z,new_n29,5,new_n53,0.6253987630208334,0.75830078125,0.5,0.3333333333333333,3,1,c7e132a954470956,a222206b60438b39,4,2,2,2
generated_mux_tree_16,rewrite_z,new_n30,1,new_n60,1.0,1.0,1.0,1.0,4,4,bb7da89c68d53a60,bb7da89c68d53a60,6,6,2,2
generated_mux_tree_16,rewrite_z,new_n30,2,new_n63,0.6301628343986743,0.738037109375,0.5454545454545454,0.3333333333333333,4,6,bb7da89c68d53a60,611439bf2c13f55d,6,11,2,2
generated_mux_tree_16,rewrite_z,new_n30,3,new_n54,0.6278157552083333,0.7626953125,0.5,0.3333333333333333,4,2,bb7da89c68d53a60,cfea6cfa7ae532c4,6,3,2,2
generated_mux_tree_16,rewrite_z,new_n30,4,new_n57,0.6258015950520833,0.759033203125,0.5,0.3333333333333333,4,2,bb7da89c68d53a60,85714958333ee482,6,3,2,2
generated_mux_tree_16,rewrite_z,new_n30,5,new_n61,0.486962890625,0.2490234375,0.8571428571428571,0.5,4,5,bb7da89c68d53a60,f42af84acf50097e,6,7,2,2
generated_mux_tree_16,rewrite_z,new_n31,1,new_n60,0.7560546875,0.73828125,0.8571428571428571,0.5,5,4,b610f59b160a8af6,bb7da89c68d53a60,7,6,2,2
generated_mux_tree_16,rewrite_z,new_n31,2,new_n61,0.7309082031249999,0.5107421875,1.0,1.0,5,5,b610f59b160a8af6,f42af84acf50097e,7,7,2,2
generated_mux_tree_16,rewrite_z,new_n31,3,new_n63,0.6840187766335228,0.747802734375,0.6363636363636364,0.5,5,6,b610f59b160a8af6,611439bf2c13f55d,7,11,2,2
generated_mux_tree_16,rewrite_z,new_n31,4,new_n40,0.6106400923295454,0.7548828125,0.2727272727272727,1.0,5,5,b610f59b160a8af6,32ef2c7ea660c56b,7,7,2,2
generated_mux_tree_16,rewrite_z,new_n31,5,new_n64,0.5192138671875001,0.51220703125,0.5833333333333334,0.3333333333333333,5,7,b610f59b160a8af6,7e4912b97d4771cd,7,12,2,2
generated_mux_tree_16,rewrite_z,new_n32,1,new_n64,0.7625691731770834,0.871337890625,0.6666666666666666,0.5,6,7,6ecc246f60180ab8,7e4912b97d4771cd,8,12,2,2
generated_mux_tree_16,rewrite_z,new_n32,2,new_n61,0.69207763671875,0.610595703125,0.875,0.5,6,5,6ecc246f60180ab8,f42af84acf50097e,8,7,2,2
generated_mux_tree_16,rewrite_z,new_n32,3,new_n59,0.5398559570312501,0.617919921875,0.5,0.25,6,3,6ecc246f60180ab8,c7e132a954470956,8,4,2,2
generated_mux_tree_16,rewrite_z,new_n32,4,new_n58,0.538916015625,0.6162109375,0.5,0.25,6,3,6ecc246f60180ab8,64dd4dcf253ee11a,8,4,2,2
generated_mux_tree_16,rewrite_z,new_n32,5,new_n63,0.5179361979166667,0.388671875,0.5833333333333334,1.0,6,6,6ecc246f60180ab8,611439bf2c13f55d,8,11,2,2
generated_mux_tree_16,rewrite_z,new_n33,1,new_n46,0.72567138671875,0.501220703125,1.0,1.0,1,1,e538fa32e54c6d7d,0c04cf438c1ccec7,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n33,2,new_n48,0.6962361653645834,0.750732421875,0.6666666666666666,0.5,1,2,e538fa32e54c6d7d,2442563af945e1ad,2,3,2,2
generated_mux_tree_16,rewrite_z,new_n33,3,new_n31,0.6317179361979167,0.754638671875,0.3333333333333333,1.0,1,1,e538fa32e54c6d7d,b3e6edc4c6117277,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n33,4,new_n43,0.6310465494791667,0.75341796875,0.3333333333333333,1.0,1,1,e538fa32e54c6d7d,9e839ff3800cda23,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n33,5,new_n52,0.6302408854166667,0.751953125,0.3333333333333333,1.0,1,1,e538fa32e54c6d7d,97dfdaf5cebd9375,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n34,1,new_n49,0.7961669921875001,0.87939453125,0.75,0.5,2,3,22041c1d91d97561,c62c91d48d58f9fc,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n34,2,new_n46,0.6243977864583333,0.6201171875,0.6666666666666666,0.5,2,1,22041c1d91d97561,0c04cf438c1ccec7,3,2,2,2
generated_mux_tree_16,rewrite_z,new_n34,3,new_n58,0.6037084960937501,0.752197265625,0.4,0.5,2,3,22041c1d91d97561,64dd4dcf253ee11a,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n34,4,new_n28,0.59914306640625,0.743896484375,0.4,0.5,2,3,22041c1d91d97561,e5017bb5f1724a80,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n34,5,new_n37,0.59806884765625,0.741943359375,0.4,0.5,2,3,22041c1d91d97561,86a4b6c2d8c4bb96,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n35,1,new_n47,0.72432861328125,0.498779296875,1.0,1.0,1,1,2f98dade75cafba9,bb75ae4c520a9c5b,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n35,2,new_n48,0.6979817708333333,0.75390625,0.6666666666666666,0.5,1,2,2f98dade75cafba9,2442563af945e1ad,2,3,2,2
generated_mux_tree_16,rewrite_z,new_n35,3,new_n44,0.6338663736979167,0.758544921875,0.3333333333333333,1.0,1,1,2f98dade75cafba9,ba8209d2b6ecce02,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n35,4,new_n26,0.6331949869791667,0.75732421875,0.3333333333333333,1.0,1,1,2f98dade75cafba9,2bbb05f1480e66fe,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n35,5,new_n35,0.6297037760416667,0.7509765625,0.3333333333333333,1.0,1,1,2f98dade75cafba9,074aad9448c11bc3,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n36,1,new_n49,1.0,1.0,1.0,1.0,3,3,c62c91d48d58f9fc,c62c91d48d58f9fc,4,4,2,2
generated_mux_tree_16,rewrite_z,new_n36,2,new_n62,0.6455647786458334,0.74951171875,0.5714285714285714,0.3333333333333333,3,5,c62c91d48d58f9fc,f7dbcf5b8d5db03e,4,7,2,2
generated_mux_tree_16,rewrite_z,new_n36,3,new_n58,0.6298380533854167,0.751220703125,0.3333333333333333,1.0,3,3,c62c91d48d58f9fc,64dd4dcf253ee11a,4,4,2,2
generated_mux_tree_16,rewrite_z,new_n36,4,new_n37,0.6263468424479167,0.744873046875,0.3333333333333333,1.0,3,3,c62c91d48d58f9fc,86a4b6c2d8c4bb96,4,4,2,2
generated_mux_tree_16,rewrite_z,new_n36,5,new_n28,0.6244669596354167,0.741455078125,0.3333333333333333,1.0,3,3,c62c91d48d58f9fc,e5017bb5f1724a80,4,4,2,2
generated_mux_tree_16,rewrite_z,new_n37,1,new_n43,0.72567138671875,0.501220703125,1.0,1.0,1,1,b3ea9a1c3c3ea6d6,9e839ff3800cda23,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n37,2,new_n45,0.6965047200520834,0.751220703125,0.6666666666666666,0.5,1,2,b3ea9a1c3c3ea6d6,cad8899b1785b4bf,2,3,2,2
generated_mux_tree_16,rewrite_z,new_n37,3,new_n52,0.6354777018229166,0.761474609375,0.3333333333333333,1.0,1,1,b3ea9a1c3c3ea6d6,97dfdaf5cebd9375,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n37,4,new_n46,0.6310465494791667,0.75341796875,0.3333333333333333,1.0,1,1,b3ea9a1c3c3ea6d6,0c04cf438c1ccec7,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n37,5,new_n22,0.6306437174479167,0.752685546875,0.3333333333333333,1.0,1,1,b3ea9a1c3c3ea6d6,925cbe75e62f189d,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n38,1,new_n50,0.79173583984375,0.871337890625,0.75,0.5,2,3,71decf41d30e0c43,7995d118929ae18d,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n38,2,new_n43,0.6284261067708334,0.62744140625,0.6666666666666666,0.5,2,1,71decf41d30e0c43,9e839ff3800cda23,3,2,2,2
generated_mux_tree_16,rewrite_z,new_n38,3,new_n38,0.6035742187500001,0.751953125,0.4,0.5,2,3,71decf41d30e0c43,625b0c4d67aac39d,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n38,4,new_n29,0.60075439453125,0.746826171875,0.4,0.5,2,3,71decf41d30e0c43,eb6525e54204a91c,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n38,5,new_n59,0.60048583984375,0.746337890625,0.4,0.5,2,3,71decf41d30e0c43,c7e132a954470956,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n39,1,new_n44,0.72432861328125,0.498779296875,1.0,1.0,1,1,9d1d2b7aa8161b79,ba8209d2b6ecce02,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n39,2,new_n45,0.6954305013020834,0.749267578125,0.6666666666666666,0.5,1,2,9d1d2b7aa8161b79,cad8899b1785b4bf,2,3,2,2
generated_mux_tree_16,rewrite_z,new_n39,3,new_n47,0.6338663736979167,0.758544921875,0.3333333333333333,1.0,1,1,9d1d2b7aa8161b79,bb75ae4c520a9c5b,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n39,4,new_n53,0.6334635416666666,0.7578125,0.3333333333333333,1.0,1,1,9d1d2b7aa8161b79,a222206b60438b39,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n39,5,new_n26,0.6323893229166667,0.755859375,0.3333333333333333,1.0,1,1,9d1d2b7aa8161b79,2bbb05f1480e66fe,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n40,1,new_n50,1.0,1.0,1.0,1.0,3,3,7995d118929ae18d,7995d118929ae18d,4,4,2,2
generated_mux_tree_16,rewrite_z,new_n40,2,new_n62,0.6452962239583333,0.7490234375,0.5714285714285714,0.3333333333333333,3,5,7995d118929ae18d,f7dbcf5b8d5db03e,4,7,2,2
generated_mux_tree_16,rewrite_z,new_n40,3,new_n38,0.6311808268229167,0.753662109375,0.3333333333333333,1.0,3,3,7995d118929ae18d,625b0c4d67aac39d,4,4,2,2
generated_mux_tree_16,rewrite_z,new_n40,4,new_n29,0.6307779947916666,0.7529296875,0.3333333333333333,1.0,3,3,7995d118929ae18d,eb6525e54204a91c,4,4,2,2
generated_mux_tree_16,rewrite_z,new_n40,5,new_n43,0.6241902669270833,0.756103515625,0.5,0.3333333333333333,3,1,7995d118929ae18d,9e839ff3800cda23,4,2,2,2
generated_mux_tree_16,rewrite_z,new_n41,1,new_n51,1.0,1.0,1.0,1.0,4,4,00df9ce6de79b25e,00df9ce6de79b25e,6,6,2,2
generated_mux_tree_16,rewrite_z,new_n41,2,new_n63,0.6380851976799242,0.75244140625,0.5454545454545454,0.3333333333333333,4,6,00df9ce6de79b25e,611439bf2c13f55d,6,11,2,2
generated_mux_tree_16,rewrite_z,new_n41,3,new_n45,0.6181477864583333,0.7451171875,0.5,0.3333333333333333,4,2,00df9ce6de79b25e,cad8899b1785b4bf,6,3,2,2
generated_mux_tree_16,rewrite_z,new_n41,4,new_n48,0.6169392903645833,0.742919921875,0.5,0.3333333333333333,4,2,00df9ce6de79b25e,2442563af945e1ad,6,3,2,2
generated_mux_tree_16,rewrite_z,new_n41,5,new_n62,0.48360595703125,0.242919921875,0.8571428571428571,0.5,4,5,00df9ce6de79b25e,f7dbcf5b8d5db03e,6,7,2,2
generated_mux_tree_16,rewrite_z,new_n42,1,new_n51,0.7645141601562501,0.753662109375,0.8571428571428571,0.5,5,4,5fb15afe3a4b86a9,00df9ce6de79b25e,7,6,2,2
generated_mux_tree_16,rewrite_z,new_n42,2,new_n62,0.719091796875,0.4892578125,1.0,1.0,5,5,5fb15afe3a4b86a9,f7dbcf5b8d5db03e,7,7,2,2
generated_mux_tree_16,rewrite_z,new_n42,3,new_n63,0.6936867453835228,0.765380859375,0.6363636363636364,0.5,5,6,5fb15afe3a4b86a9,611439bf2c13f55d,7,11,2,2
generated_mux_tree_16,rewrite_z,new_n42,4,new_n41,0.6111772017045455,0.755859375,0.2727272727272727,1.0,5,5,5fb15afe3a4b86a9,6090232a205c4b19,7,7,2,2
generated_mux_tree_16,rewrite_z,new_n42,5,new_n45,0.52130126953125,0.629638671875,0.42857142857142855,0.25,5,2,5fb15afe3a4b86a9,cad8899b1785b4bf,7,3,2,2
generated_mux_tree_16,rewrite_z,new_n43,1,new_n64,1.0,1.0,1.0,1.0,7,7,7e4912b97d4771cd,7e4912b97d4771cd,12,12,2,2
generated_mux_tree_16,rewrite_z,new_n43,2,new_n62,0.6486572265625,0.74755859375,0.5833333333333334,0.3333333333333333,7,5,7e4912b97d4771cd,f7dbcf5b8d5db03e,12,7,2,2
generated_mux_tree_16,rewrite_z,new_n43,3,new_n61,0.6440917968750001,0.7392578125,0.5833333333333334,0.3333333333333333,7,5,7e4912b97d4771cd,f42af84acf50097e,12,7,2,2
generated_mux_tree_16,rewrite_z,new_n43,4,new_n50,0.5158658854166667,0.689453125,0.3333333333333333,0.2,7,3,7e4912b97d4771cd,7995d118929ae18d,12,4,2,2
generated_mux_tree_16,rewrite_z,new_n43,5,new_n63,0.5138387044270833,0.260009765625,0.9166666666666666,0.5,7,6,7e4912b97d4771cd,611439bf2c13f55d,12,11,2,2
generated_mux_tree_16,rewrite_z,new_n44,1,new_n34,0.72567138671875,0.501220703125,1.0,1.0,1,1,473b9d9e958e7440,1c98daf9800315de,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n44,2,new_n36,0.6926106770833333,0.744140625,0.6666666666666666,0.5,1,2,473b9d9e958e7440,a953833290691b5f,2,3,2,2
generated_mux_tree_16,rewrite_z,new_n44,3,new_n25,0.6303751627604167,0.752197265625,0.3333333333333333,1.0,1,1,473b9d9e958e7440,d894062f7726f037,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n44,4,new_n31,0.6302408854166667,0.751953125,0.3333333333333333,1.0,1,1,473b9d9e958e7440,b3e6edc4c6117277,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n44,5,new_n52,0.6301066080729166,0.751708984375,0.3333333333333333,1.0,1,1,473b9d9e958e7440,97dfdaf5cebd9375,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n45,1,new_n37,0.79200439453125,0.871826171875,0.75,0.5,2,3,870d926eb1e4f9d0,86a4b6c2d8c4bb96,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n45,2,new_n34,0.6242635091145834,0.619873046875,0.6666666666666666,0.5,2,1,870d926eb1e4f9d0,1c98daf9800315de,3,2,2,2
generated_mux_tree_16,rewrite_z,new_n45,3,new_n58,0.60451416015625,0.753662109375,0.4,0.5,2,3,870d926eb1e4f9d0,64dd4dcf253ee11a,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n45,4,new_n49,0.6022314453125001,0.74951171875,0.4,0.5,2,3,870d926eb1e4f9d0,c62c91d48d58f9fc,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n45,5,new_n28,0.6010229492187501,0.747314453125,0.4,0.5,2,3,870d926eb1e4f9d0,e5017bb5f1724a80,3,4,2,2
generated_mux_tree_16,rewrite_z,new_n46,1,new_n35,0.72432861328125,0.498779296875,1.0,1.0,1,1,239a804125ee125a,074aad9448c11bc3,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n46,2,new_n36,0.7005330403645834,0.758544921875,0.6666666666666666,0.5,1,2,239a804125ee125a,a953833290691b5f,2,3,2,2
generated_mux_tree_16,rewrite_z,new_n46,3,new_n32,0.6372233072916667,0.7646484375,0.3333333333333333,1.0,1,1,239a804125ee125a,e7fce42e7c9b9bac,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n46,4,new_n53,0.6344034830729167,0.759521484375,0.3333333333333333,1.0,1,1,239a804125ee125a,a222206b60438b39,2,2,2,2
generated_mux_tree_16,rewrite_z,new_n46,5,new_n23,0.6337320963541667,0.75830078125,0.3333333333333333,1.0,1,1,239a804125ee125a,a7736a8ccd6b365a,2,2,2,2
