benchmark,optimization,optimized_node,rank,original_candidate,combined_score,simulation_similarity,support_overlap,depth_similarity,optimized_level,original_level,optimized_fingerprint,original_fingerprint,optimized_support_size,original_support_size,optimized_fanin_count,original_fanin_count
generated_multiplier_4,refactor,new_n81,3,new_n121,0.9027343750000001,0.9140625,1.0,0.5,25,26,0d4bf7cd3aabe0ea,dc7b71a2ddc81dd2,8,8,2,2
generated_multiplier_4,refactor,new_n81,4,new_n120,0.8941406250000001,0.8984375,1.0,0.5,25,26,0d4bf7cd3aabe0ea,ef72686737b363d0,8,8,2,2
generated_multiplier_4,refactor,new_n81,5,new_n123,0.8812500000000001,0.875,1.0,0.5,25,24,0d4bf7cd3aabe0ea,a1ae5787ac14f42b,8,8,2,2
generated_multiplier_4,refactor,new_n82,1,new_n86,0.8726562500000001,0.859375,1.0,0.5,25,24,d19c7c272a189071,cd1d2a0338d3dddb,8,8,2,2
generated_multiplier_4,refactor,new_n82,2,new_n82,0.74453125,0.671875,1.0,0.25,25,22,d19c7c272a189071,119359fcfa7caee3,8,8,2,2
generated_multiplier_4,refactor,new_n82,3,new_n97,0.70078125,0.546875,1.0,0.5,25,26,d19c7c272a189071,5d2c9a116295da61,8,8,2,2
generated_multiplier_4,refactor,new_n82,4,new_n70,0.6890624999999999,0.59375,1.0,0.125,25,18,d19c7c272a189071,42dcbd0d3430c661,8,8,2,2
generated_multiplier_4,refactor,new_n82,5,new_n98,0.6884114583333333,0.5546875,1.0,0.3333333333333333,25,27,d19c7c272a189071,e0c244a114dfd73b,8,8,2,2
generated_multiplier_4,refactor,new_n84,1,new_n111,1.0,1.0,1.0,1.0,1,1,b0351b35ebc9fd1b,b0351b35ebc9fd1b,2,2,2,2
generated_multiplier_4,refactor,new_n84,2,new_n118,0.671875,0.8125,0.5,0.5,1,2,b0351b35ebc9fd1b,e6bd08b39e052b9d,2,4,2,2
generated_multiplier_4,refactor,new_n84,3,new_n25,0.6291666666666667,0.75,0.3333333333333333,1.0,1,1,b0351b35ebc9fd1b,43826ad8aaba919c,2,2,2,2
generated_multiplier_4,refactor,new_n84,4,new_n36,0.6291666666666667,0.75,0.3333333333333333,1.0,1,1,b0351b35ebc9fd1b,06c3272985e328dc,2,2,2,2
generated_multiplier_4,refactor,new_n84,5,new_n50,0.6291666666666667,0.75,0.3333333333333333,1.0,1,1,b0351b35ebc9fd1b,31cb5c0aa63e9a47,2,2,2,2
generated_multiplier_4,refactor,new_n85,1,new_n100,1.0,1.0,1.0,1.0,17,17,a0d2515027a0db50,a0d2515027a0db50,8,8,2,2
generated_multiplier_4,refactor,new_n85,2,new_n99,0.987109375,0.9765625,1.0,1.0,17,17,a0d2515027a0db50,123c6bb80e94413c,8,8,2,2
generated_multiplier_4,refactor,new_n85,3,new_n68,0.952734375,0.9140625,1.0,1.0,17,17,a0d2515027a0db50,326334894385b3db,8,8,2,2
generated_multiplier_4,refactor,new_n85,4,new_n121,0.9035546875,0.98828125,1.0,0.1,17,26,a0d2515027a0db50,dc7b71a2ddc81dd2,8,8,2,2
generated_multiplier_4,refactor,new_n85,5,new_n77,0.9032552083333334,0.9453125,1.0,0.3333333333333333,17,19,a0d2515027a0db50,aa5a7dbe3480ce25,8,8,2,2
generated_multiplier_4,refactor,new_n86,1,new_n101,1.0,1.0,1.0,1.0,18,18,6410db1984211250,6410db1984211250,8,8,2,2
generated_multiplier_4,refactor,new_n86,2,new_n103,0.9392578125000001,0.98046875,1.0,0.5,18,19,6410db1984211250,de0a9396a842ddca,8,8,2,2
generated_multiplier_4,refactor,new_n86,3,new_n122,0.9014062500000001,0.984375,1.0,0.1,18,27,6410db1984211250,4d5de9ab14fc2d40,8,8,2,2
generated_multiplier_4,refactor,new_n86,4,new_n124,0.8983487215909091,0.98046875,1.0,0.09090909090909091,18,28,6410db1984211250,e19c7350a04382d8,8,8,2,2
generated_multiplier_4,refactor,new_n86,5,new_n70,0.8603515625,0.74609375,1.0,1.0,18,18,6410db1984211250,42dcbd0d3430c661,8,8,2,2
generated_multiplier_4,refactor,new_n87,1,new_n102,1.0,1.0,1.0,1.0,15,15,1598a06c02b11f4b,1598a06c02b11f4b,7,7,2,2
generated_multiplier_4,refactor,new_n87,2,new_n72,0.891015625,0.9609375,1.0,0.125,15,8,1598a06c02b11f4b,396d076880f65991,7,7,2,2
generated_multiplier_4,refactor,new_n87,3,new_n63,0.8777343750000001,0.9140625,1.0,0.25,15,12,1598a06c02b11f4b,f2b97f311a2f1992,7,7,2,2
generated_multiplier_4,refactor,new_n87,4,new_n99,0.8745442708333334,0.97265625,0.875,0.3333333333333333,15,17,1598a06c02b11f4b,123c6bb80e94413c,7,8,2,2
generated_multiplier_4,refactor,new_n87,5,new_n100,0.8702473958333333,0.96484375,0.875,0.3333333333333333,15,17,1598a06c02b11f4b,a0d2515027a0db50,7,8,2,2
generated_multiplier_4,refactor,new_n88,1,new_n103,1.0,1.0,1.0,1.0,19,19,de0a9396a842ddca,de0a9396a842ddca,8,8,2,2
generated_multiplier_4,refactor,new_n88,2,new_n101,0.9392578125000001,0.98046875,1.0,0.5,19,18,de0a9396a842ddca,6410db1984211250,8,8,2,2
generated_multiplier_4,refactor,new_n88,3,new_n124,0.905703125,0.9921875,1.0,0.1,19,28,de0a9396a842ddca,e19c7350a04382d8,8,8,2,2
generated_multiplier_4,refactor,new_n88,4,new_n122,0.8960720486111111,0.97265625,1.0,0.1111111111111111,19,27,de0a9396a842ddca,4d5de9ab14fc2d40,8,8,2,2
generated_multiplier_4,refactor,new_n88,5,new_n73,0.843856534090909,0.9609375,0.875,0.09090909090909091,19,9,de0a9396a842ddca,e48dda7248a5e4b3,8,7,2,2
generated_multiplier_4,refactor,new_n89,1,new_n92,1.0,1.0,1.0,1.0,21,21,fd305813b92539a1,fd305813b92539a1,8,8,2,2
generated_multiplier_4,refactor,new_n89,2,new_n80,0.93125,0.875,1.0,1.0,21,21,fd305813b92539a1,198d5cd83c1c256f,8,8,2,2
generated_multiplier_4,refactor,new_n89,3,new_n91,0.9226562500000001,0.859375,1.0,1.0,21,21,fd305813b92539a1,0292939b1cf1f656,8,8,2,2
generated_multiplier_4,refactor,new_n89,4,new_n77,0.8753255208333334,0.89453125,1.0,0.3333333333333333,21,19,fd305813b92539a1,aa5a7dbe3480ce25,8,8,2,2
generated_multiplier_4,refactor,new_n89,5,new_n120,0.8651041666666667,0.90625,1.0,0.16666666666666666,21,26,fd305813b92539a1,ef72686737b363d0,8,8,2,2
generated_multiplier_4,refactor,new_n90,1,new_n93,1.0,1.0,1.0,1.0,22,22,f644f185054cce0b,f644f185054cce0b,8,8,2,2
generated_multiplier_4,refactor,new_n90,2,new_n95,0.9328125,0.96875,1.0,0.5,22,23,f644f185054cce0b,b5f640685f507235,8,8,2,2
generated_multiplier_4,refactor,new_n90,3,new_n78,0.8817708333333333,0.90625,1.0,0.3333333333333333,22,20,f644f185054cce0b,42bf6770a8a2e970,8,8,2,2
generated_multiplier_4,refactor,new_n90,4,new_n106,0.856640625,0.8984375,1.0,0.125,22,29,f644f185054cce0b,95aec9dc6bf5e25c,8,8,2,2
generated_multiplier_4,refactor,new_n90,5,new_n117,0.84984375,0.890625,1.0,0.1,22,31,f644f185054cce0b,4a440b0db73db0b9,8,8,2,2
generated_multiplier_4,refactor,new_n91,1,new_n94,1.0,1.0,1.0,1.0,2,2,eed85922eda3c95b,eed85922eda3c95b,4,4,2,2
generated_multiplier_4,refactor,new_n91,2,new_n66,0.8256249999999999,0.9375,0.6,1.0,2,2,eed85922eda3c95b,ad7389ab505febfe,4,4,2,2
generated_multiplier_4,refactor,new_n91,3,new_n118,0.8256249999999999,0.9375,0.6,1.0,2,2,eed85922eda3c95b,e6bd08b39e052b9d,4,4,2,2
generated_multiplier_4,refactor,new_n91,4,new_n72,0.7299107142857142,0.9375,0.5714285714285714,0.14285714285714285,2,8,eed85922eda3c95b,396d076880f65991,4,7,2,2
generated_multiplier_4,refactor,new_n91,5,new_n102,0.7270647321428572,0.9453125,0.5714285714285714,0.07142857142857142,2,15,eed85922eda3c95b,1598a06c02b11f4b,4,7,2,2
generated_multiplier_4,refactor,new_n92,1,new_n95,1.0,1.0,1.0,1.0,23,23,b5f640685f507235,b5f640685f507235,8,8,2,2
generated_multiplier_4,refactor,new_n92,2,new_n93,0.9328125,0.96875,1.0,0.5,23,22,b5f640685f507235,f644f185054cce0b,8,8,2,2
generated_multiplier_4,refactor,new_n92,3,new_n98,0.85984375,0.890625,1.0,0.2,23,27,b5f640685f507235,e0c244a114dfd73b,8,8,2,2
generated_multiplier_4,refactor,new_n92,4,new_n78,0.8562500000000001,0.875,1.0,0.25,23,20,b5f640685f507235,42bf6770a8a2e970,8,8,2,2
generated_multiplier_4,refactor,new_n92,5,new_n106,0.8541294642857142,0.890625,1.0,0.14285714285714285,23,29,b5f640685f507235,95aec9dc6bf5e25c,8,8,2,2
generated_multiplier_4,refactor,new_n93,1,new_n120,1.0,1.0,1.0,1.0,26,26,ef72686737b363d0,ef72686737b363d0,8,8,2,2
generated_multiplier_4,refactor,new_n93,2,new_n121,0.987109375,0.9765625,1.0,1.0,26,26,ef72686737b363d0,dc7b71a2ddc81dd2,8,8,2,2
generated_multiplier_4,refactor,new_n93,3,new_n96,0.93984375,0.890625,1.0,1.0,26,26,ef72686737b363d0,2b5873f94463eaf5,8,8,2,2
generated_multiplier_4,refactor,new_n93,4,new_n105,0.9290364583333334,0.9921875,1.0,0.3333333333333333,26,28,ef72686737b363d0,f547b12273626e4d,8,8,2,2
generated_multiplier_4,refactor,new_n93,5,new_n123,0.9204427083333333,0.9765625,1.0,0.3333333333333333,26,24,ef72686737b363d0,a1ae5787ac14f42b,8,8,2,2
generated_multiplier_4,refactor,new_n94,1,new_n98,0.9457031250000001,0.9921875,1.0,0.5,26,27,b3557708e4419247,e0c244a114dfd73b,8,8,2,2
generated_multiplier_4,refactor,new_n94,2,new_n106,0.8992187500000001,0.953125,1.0,0.25,26,29,b3557708e4419247,95aec9dc6bf5e25c,8,8,2,2
generated_multiplier_4,refactor,new_n94,3,new_n95,0.8691406250000001,0.8984375,1.0,0.25,26,23,b3557708e4419247,b5f640685f507235,8,8,2,2
generated_multiplier_4,refactor,new_n94,4,new_n119,0.8498325892857143,0.8828125,1.0,0.14285714285714285,26,32,b3557708e4419247,1de303d0a71e3f34,8,8,2,2
generated_multiplier_4,refactor,new_n94,5,new_n117,0.8479166666666668,0.875,1.0,0.16666666666666666,26,31,b3557708e4419247,4a440b0db73db0b9,8,8,2,2
generated_multiplier_4,refactor,new_n95,1,new_n104,0.9285156250000001,0.9609375,1.0,0.5,27,28,ff32b2594ab3c645,8bc568f51adc9bf1,8,8,2,2
generated_multiplier_4,refactor,new_n95,2,new_n97,0.8941406250000001,0.8984375,1.0,0.5,27,26,ff32b2594ab3c645,5d2c9a116295da61,8,8,2,2
generated_multiplier_4,refactor,new_n95,3,new_n108,0.8455078125000001,0.85546875,1.0,0.25,27,30,ff32b2594ab3c645,f3d4fa460fa1972a,8,8,2,2
generated_multiplier_4,refactor,new_n95,4,new_n96,0.8425781250000001,0.8046875,1.0,0.5,27,26,ff32b2594ab3c645,2b5873f94463eaf5,8,8,2,2
generated_multiplier_4,refactor,new_n95,5,new_n125,0.8412388392857142,0.8671875,1.0,0.14285714285714285,27,33,ff32b2594ab3c645,f0308d3c84954188,8,8,2,2
generated_multiplier_4,refactor,new_n96,1,new_n104,1.0,1.0,1.0,1.0,28,28,8bc568f51adc9bf1,8bc568f51adc9bf1,8,8,2,2
generated_multiplier_4,refactor,new_n96,2,new_n97,0.8774739583333334,0.8984375,1.0,0.3333333333333333,28,26,8bc568f51adc9bf1,5d2c9a116295da61,8,8,2,2
generated_multiplier_4,refactor,new_n96,3,new_n108,0.8753255208333334,0.89453125,1.0,0.3333333333333333,28,30,8bc568f51adc9bf1,f3d4fa460fa1972a,8,8,2,2
generated_multiplier_4,refactor,new_n96,4,new_n125,0.8651041666666667,0.90625,1.0,0.16666666666666666,28,33,8bc568f51adc9bf1,f0308d3c84954188,8,8,2,2
generated_multiplier_4,refactor,new_n96,5,new_n105,0.85390625,0.734375,1.0,1.0,28,28,8bc568f51adc9bf1,f547b12273626e4d,8,8,2,2
generated_multiplier_4,refactor,new_n97,1,new_n105,1.0,1.0,1.0,1.0,28,28,f547b12273626e4d,f547b12273626e4d,8,8,2,2
generated_multiplier_4,refactor,new_n97,2,new_n135,0.9328125,0.96875,1.0,0.5,28,29,f547b12273626e4d,9f629d4f7228878e,8,8,2,2
generated_multiplier_4,refactor,new_n97,3,new_n120,0.9290364583333334,0.9921875,1.0,0.3333333333333333,28,26,f547b12273626e4d,ef72686737b363d0,8,8,2,2
generated_multiplier_4,refactor,new_n97,4,new_n121,0.9204427083333333,0.9765625,1.0,0.3333333333333333,28,26,f547b12273626e4d,dc7b71a2ddc81dd2,8,8,2,2
generated_multiplier_4,refactor,new_n97,5,new_n123,0.907109375,0.9765625,1.0,0.2,28,24,f547b12273626e4d,a1ae5787ac14f42b,8,8,2,2
generated_multiplier_4,refactor,new_n98,1,new_n106,1.0,1.0,1.0,1.0,29,29,95aec9dc6bf5e25c,95aec9dc6bf5e25c,8,8,2,2
generated_multiplier_4,refactor,new_n98,2,new_n98,0.9075520833333334,0.953125,1.0,0.3333333333333333,29,27,95aec9dc6bf5e25c,e0c244a114dfd73b,8,8,2,2
generated_multiplier_4,refactor,new_n98,3,new_n117,0.8860677083333334,0.9140625,1.0,0.3333333333333333,29,31,95aec9dc6bf5e25c,4a440b0db73db0b9,8,8,2,2
generated_multiplier_4,refactor,new_n98,4,new_n119,0.860546875,0.8828125,1.0,0.25,29,32,95aec9dc6bf5e25c,1de303d0a71e3f34,8,8,2,2
generated_multiplier_4,refactor,new_n98,5,new_n78,0.8584375,0.90625,1.0,0.1,29,20,95aec9dc6bf5e25c,42bf6770a8a2e970,8,8,2,2
generated_multiplier_4,refactor,new_n99,1,new_n107,1.0,1.0,1.0,1.0,1,1,037bb0b7ec757977,037bb0b7ec757977,2,2,2,2
generated_multiplier_4,refactor,new_n99,2,new_n94,0.671875,0.8125,0.5,0.5,1,2,037bb0b7ec757977,eed85922eda3c95b,2,4,2,2
generated_multiplier_4,refactor,new_n99,3,new_n118,0.671875,0.8125,0.5,0.5,1,2,037bb0b7ec757977,e6bd08b39e052b9d,2,4,2,2
generated_multiplier_4,refactor,new_n99,4,new_n23,0.6291666666666667,0.75,0.3333333333333333,1.0,1,1,037bb0b7ec757977,4b515fd7d699498f,2,2,2,2
generated_multiplier_4,refactor,new_n99,5,new_n46,0.6291666666666667,0.75,0.3333333333333333,1.0,1,1,037bb0b7ec757977,1ac90e850d694c08,2,2,2,2
generated_multiplier_4,refactor,new_n100,1,new_n115,1.0,1.0,1.0,1.0,30,30,ef9b05d606e21933,ef9b05d606e21933,8,8,2,2
generated_multiplier_4,refactor,new_n100,2,new_n116,0.918359375,0.8515625,1.0,1.0,30,30,ef9b05d606e21933,3883d57a691fd2a3,8,8,2,2
generated_multiplier_4,refactor,new_n100,3,new_n135,0.8791015625,0.87109375,1.0,0.5,30,29,ef9b05d606e21933,9f629d4f7228878e,8,8,2,2
generated_multiplier_4,refactor,new_n100,4,new_n125,0.8755859375,0.91015625,1.0,0.25,30,33,ef9b05d606e21933,f0308d3c84954188,8,8,2,2
generated_multiplier_4,refactor,new_n100,5,new_n105,0.8753255208333334,0.89453125,1.0,0.3333333333333333,30,28,ef9b05d606e21933,f547b12273626e4d,8,8,2,2
generated_multiplier_4,refactor,new_n101,1,new_n110,0.8919921875000001,0.89453125,1.0,0.5,30,31,2eed1da588ca72e9,9e50b5e2ab904157,8,8,2,2
generated_multiplier_4,refactor,new_n101,2,new_n106,0.8705078125000001,0.85546875,1.0,0.5,30,29,2eed1da588ca72e9,95aec9dc6bf5e25c,8,8,2,2
generated_multiplier_4,refactor,new_n101,3,new_n98,0.8498046875,0.86328125,1.0,0.25,30,27,2eed1da588ca72e9,e0c244a114dfd73b,8,8,2,2
generated_multiplier_4,refactor,new_n101,4,new_n119,0.8237630208333334,0.80078125,1.0,0.3333333333333333,30,32,2eed1da588ca72e9,1de303d0a71e3f34,8,8,2,2
generated_multiplier_4,refactor,new_n101,5,new_n117,0.8232421875,0.76953125,1.0,0.5,30,31,2eed1da588ca72e9,4a440b0db73db0b9,8,8,2,2
generated_multiplier_4,refactor,new_n102,1,new_n112,0.8919921875000001,0.89453125,1.0,0.5,31,32,9d14f76b913cfcfa,67ed0a2dc55f2575,8,8,2,2
generated_multiplier_4,refactor,new_n102,2,new_n108,0.8705078125000001,0.85546875,1.0,0.5,31,30,9d14f76b913cfcfa,f3d4fa460fa1972a,8,8,2,2
generated_multiplier_4,refactor,new_n102,3,new_n109,0.8619140625000001,0.83984375,1.0,0.5,31,30,9d14f76b913cfcfa,fc30d8bf83272b55,8,8,2,2
generated_multiplier_4,refactor,new_n102,4,new_n116,0.8060546875000001,0.73828125,1.0,0.5,31,30,9d14f76b913cfcfa,3883d57a691fd2a3,8,8,2,2
generated_multiplier_4,refactor,new_n102,5,new_n104,0.7875,0.75,1.0,0.25,31,28,9d14f76b913cfcfa,8bc568f51adc9bf1,8,8,2,2
generated_multiplier_4,refactor,new_n103,1,new_n112,1.0,1.0,1.0,1.0,32,32,67ed0a2dc55f2575,67ed0a2dc55f2575,8,8,2,2
generated_multiplier_4,refactor,new_n103,2,new_n109,0.8688802083333333,0.8828125,1.0,0.3333333333333333,32,30,67ed0a2dc55f2575,fc30d8bf83272b55,8,8,2,2
generated_multiplier_4,refactor,new_n103,3,new_n126,0.8404296875000001,0.80078125,1.0,0.5,32,33,67ed0a2dc55f2575,0f1e77ff3c6a4b0d,8,8,2,2
generated_multiplier_4,refactor,new_n103,4,new_n108,0.8302083333333333,0.8125,1.0,0.3333333333333333,32,30,67ed0a2dc55f2575,f3d4fa460fa1972a,8,8,2,2
generated_multiplier_4,refactor,new_n103,5,new_n132,0.8275390625000001,0.77734375,1.0,0.5,32,33,67ed0a2dc55f2575,06e6655b7ec044ef,8,8,2,2
generated_multiplier_4,refactor,new_n104,1,new_n113,1.0,1.0,1.0,1.0,32,32,cc9d40aad5a849b0,cc9d40aad5a849b0,8,8,2,2
generated_multiplier_4,refactor,new_n104,2,new_n126,0.8705078125000001,0.85546875,1.0,0.5,32,33,cc9d40aad5a849b0,0f1e77ff3c6a4b0d,8,8,2,2
generated_multiplier_4,refactor,new_n104,3,new_n132,0.8619140625000001,0.83984375,1.0,0.5,32,33,cc9d40aad5a849b0,06e6655b7ec044ef,8,8,2,2
generated_multiplier_4,refactor,new_n104,4,new_n105,0.8405078125000001,0.85546875,1.0,0.2,32,28,cc9d40aad5a849b0,f547b12273626e4d,8,8,2,2
generated_multiplier_4,refactor,new_n104,5,new_n133,0.8404296875000001,0.80078125,1.0,0.5,32,33,cc9d40aad5a849b0,a82c54656e068f84,8,8,2,2
generated_multiplier_4,refactor,new_n106,1,new_n128,1.0,1.0,1.0,1.0,1,1,cbd9187bb8af7b97,cbd9187bb8af7b97,2,2,2,2
generated_multiplier_4,refactor,new_n106,2,new_n118,0.671875,0.8125,0.5,0.5,1,2,cbd9187bb8af7b97,e6bd08b39e052b9d,2,4,2,2
generated_multiplier_4,refactor,new_n106,3,new_n36,0.6291666666666667,0.75,0.3333333333333333,1.0,1,1,cbd9187bb8af7b97,06c3272985e328dc,2,2,2,2
generated_multiplier_4,refactor,new_n106,4,new_n46,0.6291666666666667,0.75,0.3333333333333333,1.0,1,1,cbd9187bb8af7b97,1ac90e850d694c08,2,2,2,2
generated_multiplier_4,refactor,new_n106,5,new_n61,0.6291666666666667,0.75,0.3333333333333333,1.0,1,1,cbd9187bb8af7b97,b8de2bc840a17203,2,2,2,2
generated_multiplier_4,refactor,new_n107,1,new_n116,1.0,1.0,1.0,1.0,30,30,3883d57a691fd2a3,3883d57a691fd2a3,8,8,2,2
generated_multiplier_4,refactor,new_n107,2,new_n108,0.935546875,0.8828125,1.0,1.0,30,30,3883d57a691fd2a3,f3d4fa460fa1972a,8,8,2,2
generated_multiplier_4,refactor,new_n107,3,new_n115,0.918359375,0.8515625,1.0,1.0,30,30,3883d57a691fd2a3,ef9b05d606e21933,8,8,2,2
generated_multiplier_4,refactor,new_n107,4,new_n135,0.8791015625,0.87109375,1.0,0.5,30,29,3883d57a691fd2a3,9f629d4f7228878e,8,8,2,2
generated_multiplier_4,refactor,new_n107,5,new_n125,0.8755859375,0.91015625,1.0,0.25,30,33,3883d57a691fd2a3,f0308d3c84954188,8,8,2,2
generated_multiplier_4,refactor,new_n108,1,new_n117,1.0,1.0,1.0,1.0,31,31,4a440b0db73db0b9,4a440b0db73db0b9,8,8,2,2
generated_multiplier_4,refactor,new_n108,2,new_n119,0.9328125,0.96875,1.0,0.5,31,32,4a440b0db73db0b9,1de303d0a71e3f34,8,8,2,2
generated_multiplier_4,refactor,new_n108,3,new_n127,0.903515625,0.9609375,1.0,0.25,31,34,4a440b0db73db0b9,a7186f0038f22cac,8,8,2,2
generated_multiplier_4,refactor,new_n108,4,new_n106,0.8860677083333334,0.9140625,1.0,0.3333333333333333,31,29,4a440b0db73db0b9,95aec9dc6bf5e25c,8,8,2,2
generated_multiplier_4,refactor,new_n108,5,new_n134,0.8562500000000001,0.875,1.0,0.25,31,34,4a440b0db73db0b9,778b1d1f0ae334a5,8,8,2,2
generated_multiplier_4,refactor,new_n109,1,new_n118,1.0,1.0,1.0,1.0,2,2,e6bd08b39e052b9d,e6bd08b39e052b9d,4,4,2,2
generated_multiplier_4,refactor,new_n109,2,new_n94,0.8256249999999999,0.9375,0.6,1.0,2,2,e6bd08b39e052b9d,eed85922eda3c95b,4,4,2,2
generated_multiplier_4,refactor,new_n109,3,new_n66,0.7151041666666667,0.90625,0.3333333333333333,1.0,2,2,e6bd08b39e052b9d,ad7389ab505febfe,4,4,2,2
generated_multiplier_4,refactor,new_n109,4,new_n132,0.7066406250000001,0.9609375,0.5,0.03125,2,33,e6bd08b39e052b9d,06e6655b7ec044ef,4,8,2,2
generated_multiplier_4,refactor,new_n109,5,new_n135,0.7027901785714286,0.953125,0.5,0.03571428571428571,2,29,e6bd08b39e052b9d,9f629d4f7228878e,4,8,2,2
generated_multiplier_4,refactor,new_n110,1,new_n119,1.0,1.0,1.0,1.0,32,32,1de303d0a71e3f34,1de303d0a71e3f34,8,8,2,2
generated_multiplier_4,refactor,new_n110,2,new_n117,0.9328125,0.96875,1.0,0.5,32,31,1de303d0a71e3f34,4a440b0db73db0b9,8,8,2,2
generated_multiplier_4,refactor,new_n110,3,new_n127,0.9075520833333334,0.953125,1.0,0.3333333333333333,32,34,1de303d0a71e3f34,a7186f0038f22cac,8,8,2,2
generated_multiplier_4,refactor,new_n110,4,new_n134,0.8817708333333333,0.90625,1.0,0.3333333333333333,32,34,1de303d0a71e3f34,778b1d1f0ae334a5,8,8,2,2
generated_multiplier_4,refactor,new_n110,5,new_n106,0.860546875,0.8828125,1.0,0.25,32,29,1de303d0a71e3f34,95aec9dc6bf5e25c,8,8,2,2
generated_multiplier_4,refactor,new_n111,1,new_n121,1.0,1.0,1.0,1.0,26,26,dc7b71a2ddc81dd2,dc7b71a2ddc81dd2,8,8,2,2
generated_multiplier_4,refactor,new_n111,2,new_n120,0.987109375,0.9765625,1.0,1.0,26,26,dc7b71a2ddc81dd2,ef72686737b363d0,8,8,2,2
generated_multiplier_4,refactor,new_n111,3,new_n96,0.952734375,0.9140625,1.0,1.0,26,26,dc7b71a2ddc81dd2,2b5873f94463eaf5,8,8,2,2
generated_multiplier_4,refactor,new_n111,4,new_n105,0.9204427083333333,0.9765625,1.0,0.3333333333333333,26,28,dc7b71a2ddc81dd2,f547b12273626e4d,8,8,2,2
generated_multiplier_4,refactor,new_n111,5,new_n135,0.912109375,0.9765625,1.0,0.25,26,29,dc7b71a2ddc81dd2,9f629d4f7228878e,8,8,2,2
generated_multiplier_4,refactor,new_n112,1,new_n122,1.0,1.0,1.0,1.0,27,27,4d5de9ab14fc2d40,4d5de9ab14fc2d40,8,8,2,2
generated_multiplier_4,refactor,new_n112,2,new_n124,0.9392578125000001,0.98046875,1.0,0.5,27,28,4d5de9ab14fc2d40,e19c7350a04382d8,8,8,2,2
generated_multiplier_4,refactor,new_n112,3,new_n101,0.9014062500000001,0.984375,1.0,0.1,27,18,4d5de9ab14fc2d40,6410db1984211250,8,8,2,2
generated_multiplier_4,refactor,new_n112,4,new_n103,0.8960720486111111,0.97265625,1.0,0.1111111111111111,27,19,4d5de9ab14fc2d40,de0a9396a842ddca,8,8,2,2
generated_multiplier_4,refactor,new_n112,5,new_n134,0.8458984375,0.87890625,1.0,0.125,27,34,4d5de9ab14fc2d40,778b1d1f0ae334a5,8,8,2,2
generated_multiplier_4,refactor,new_n113,1,new_n123,1.0,1.0,1.0,1.0,24,24,a1ae5787ac14f42b,a1ae5787ac14f42b,8,8,2,2
generated_multiplier_4,refactor,new_n113,2,new_n120,0.9204427083333333,0.9765625,1.0,0.3333333333333333,24,26,a1ae5787ac14f42b,ef72686737b363d0,8,8,2,2
generated_multiplier_4,refactor,new_n113,3,new_n121,0.9118489583333333,0.9609375,1.0,0.3333333333333333,24,26,a1ae5787ac14f42b,dc7b71a2ddc81dd2,8,8,2,2
generated_multiplier_4,refactor,new_n113,4,new_n105,0.907109375,0.9765625,1.0,0.2,24,28,a1ae5787ac14f42b,f547b12273626e4d,8,8,2,2
generated_multiplier_4,refactor,new_n113,5,new_n135,0.9037760416666667,0.9765625,1.0,0.16666666666666666,24,29,a1ae5787ac14f42b,9f629d4f7228878e,8,8,2,2
generated_multiplier_4,refactor,new_n114,1,new_n124,1.0,1.0,1.0,1.0,28,28,e19c7350a04382d8,e19c7350a04382d8,8,8,2,2
generated_multiplier_4,refactor,new_n114,2,new_n122,0.9392578125000001,0.98046875,1.0,0.5,28,27,e19c7350a04382d8,4d5de9ab14fc2d40,8,8,2,2
generated_multiplier_4,refactor,new_n114,3,new_n103,0.905703125,0.9921875,1.0,0.1,28,19,e19c7350a04382d8,de0a9396a842ddca,8,8,2,2
generated_multiplier_4,refactor,new_n114,4,new_n101,0.8983487215909091,0.98046875,1.0,0.09090909090909091,28,18,e19c7350a04382d8,6410db1984211250,8,8,2,2
generated_multiplier_4,refactor,new_n114,5,new_n134,0.8498325892857143,0.8828125,1.0,0.14285714285714285,28,34,e19c7350a04382d8,778b1d1f0ae334a5,8,8,2,2
generated_multiplier_4,refactor,new_n115,1,new_n132,1.0,1.0,1.0,1.0,33,33,06e6655b7ec044ef,06e6655b7ec044ef,8,8,2,2
generated_multiplier_4,refactor,new_n115,2,new_n126,0.97421875,0.953125,1.0,1.0,33,33,06e6655b7ec044ef,0f1e77ff3c6a4b0d,8,8,2,2
generated_multiplier_4,refactor,new_n115,3,new_n133,0.9484374999999999,0.90625,1.0,1.0,33,33,06e6655b7ec044ef,a82c54656e068f84,8,8,2,2
generated_multiplier_4,refactor,new_n115,4,new_n135,0.9157031250000001,0.9921875,1.0,0.2,33,29,06e6655b7ec044ef,9f629d4f7228878e,8,8,2,2
generated_multiplier_4,refactor,new_n115,5,new_n120,0.90390625,0.984375,1.0,0.125,33,26,06e6655b7ec044ef,ef72686737b363d0,8,8,2,2
generated_multiplier_4,refactor,new_n116,1,new_n119,0.937109375,0.9765625,1.0,0.5,33,32,56b47154b58aa33a,1de303d0a71e3f34,8,8,2,2
generated_multiplier_4,refactor,new_n116,2,new_n127,0.937109375,0.9765625,1.0,0.5,33,34,56b47154b58aa33a,a7186f0038f22cac,8,8,2,2
generated_multiplier_4,refactor,new_n116,3,new_n117,0.9032552083333334,0.9453125,1.0,0.3333333333333333,33,31,56b47154b58aa33a,4a440b0db73db0b9,8,8,2,2
