benchmark,optimization,optimized_node,original_candidate,sat_status,union_support_size,exact_distance,sample_size,seed,sampled_distance,absolute_error,exact_rank,sampled_rank,absolute_rank_delta
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,128,2,0.46875,0.044921875,26.0,25.0,1.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,128,3,0.53125,0.017578125,26.0,25.0,1.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,128,4,0.546875,0.033203125,26.0,26.0,0.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,512,0,0.541015625,0.02734375,26.0,26.0,0.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,512,1,0.541015625,0.02734375,26.0,26.0,0.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,512,2,0.5234375,0.009765625,26.0,26.0,0.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,512,3,0.498046875,0.015625,26.0,25.0,1.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,512,4,0.525390625,0.01171875,26.0,26.0,0.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,1024,0,0.5166015625,0.0029296875,26.0,26.0,0.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,1024,1,0.513671875,0.0,26.0,26.0,0.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,1024,2,0.4921875,0.021484375,26.0,25.0,1.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,1024,3,0.5126953125,0.0009765625,26.0,26.0,0.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,1024,4,0.5009765625,0.0126953125,26.0,25.0,1.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,4096,0,0.504638671875,0.009033203125,26.0,25.0,1.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,4096,1,0.517578125,0.00390625,26.0,26.0,0.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,4096,2,0.51611328125,0.00244140625,26.0,26.0,0.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,4096,3,0.514404296875,0.000732421875,26.0,25.0,1.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,4096,4,0.507080078125,0.006591796875,26.0,25.0,1.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,8192,0,0.5098876953125,0.0037841796875,26.0,26.0,0.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,8192,1,0.517333984375,0.003662109375,26.0,26.0,0.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,8192,2,0.5185546875,0.0048828125,26.0,26.0,0.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,8192,3,0.512939453125,0.000732421875,26.0,26.0,0.0
external_iscas85_c3540,rewrite_z,new_n533,new_n615,rejected,9,0.513671875,8192,4,0.5205078125,0.0068359375,26.0,26.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,128,0,0.015625,0.01171875,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,128,1,0.03125,0.00390625,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,128,2,0.0390625,0.01171875,1.0,2.5,1.5
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,128,3,0.0390625,0.01171875,1.0,2.5,1.5
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,128,4,0.0234375,0.00390625,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,512,0,0.01953125,0.0078125,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,512,1,0.025390625,0.001953125,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,512,2,0.029296875,0.001953125,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,512,3,0.01953125,0.0078125,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,512,4,0.021484375,0.005859375,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,1024,0,0.029296875,0.001953125,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,1024,1,0.0302734375,0.0029296875,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,1024,2,0.0283203125,0.0009765625,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,1024,3,0.0205078125,0.0068359375,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,1024,4,0.0263671875,0.0009765625,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,4096,0,0.03076171875,0.00341796875,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,4096,1,0.0244140625,0.0029296875,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,4096,2,0.028076171875,0.000732421875,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,4096,3,0.028564453125,0.001220703125,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,4096,4,0.031005859375,0.003662109375,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,8192,0,0.02685546875,0.00048828125,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,8192,1,0.028564453125,0.001220703125,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,8192,2,0.0311279296875,0.0037841796875,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,8192,3,0.029296875,0.001953125,1.0,1.0,0.0
external_iscas85_c3540,rewrite_z,new_n769,new_n844,rejected,10,0.02734375,8192,4,0.02734375,0.0,1.0,1.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,128,0,0.7578125,0.0546875,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,128,1,0.7421875,0.0703125,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,128,2,0.859375,0.046875,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,128,3,0.8203125,0.0078125,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,128,4,0.765625,0.046875,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,512,0,0.82421875,0.01171875,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,512,1,0.806640625,0.005859375,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,512,2,0.86328125,0.05078125,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,512,3,0.84765625,0.03515625,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,512,4,0.8203125,0.0078125,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,1024,0,0.802734375,0.009765625,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,1024,1,0.8037109375,0.0087890625,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,1024,2,0.8212890625,0.0087890625,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,1024,3,0.7978515625,0.0146484375,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,1024,4,0.830078125,0.017578125,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,4096,0,0.81787109375,0.00537109375,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,4096,1,0.81689453125,0.00439453125,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,4096,2,0.8095703125,0.0029296875,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,4096,3,0.809326171875,0.003173828125,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,4096,4,0.813232421875,0.000732421875,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,8192,0,0.8115234375,0.0009765625,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,8192,1,0.823974609375,0.011474609375,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,8192,2,0.811767578125,0.000732421875,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,8192,3,0.809326171875,0.003173828125,27.0,27.0,0.0
external_iscas85_c5315,dc2,new_n1587,new_n1902,rejected,10,0.8125,8192,4,0.81591796875,0.00341796875,27.0,27.0,0.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,128,0,0.421875,0.078125,25.0,25.0,0.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,128,1,0.5078125,0.0078125,25.0,26.0,1.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,128,2,0.5234375,0.0234375,25.0,26.0,1.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,128,3,0.5625,0.0625,25.0,26.0,1.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,128,4,0.484375,0.015625,25.0,25.0,0.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,512,0,0.513671875,0.013671875,25.0,25.0,0.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,512,1,0.48828125,0.01171875,25.0,25.0,0.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,512,2,0.48046875,0.01953125,25.0,25.0,0.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,512,3,0.548828125,0.048828125,25.0,26.0,1.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,512,4,0.50390625,0.00390625,25.0,25.0,0.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,1024,0,0.5126953125,0.0126953125,25.0,25.0,0.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,1024,1,0.501953125,0.001953125,25.0,25.0,0.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,1024,2,0.541015625,0.041015625,25.0,26.0,1.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,1024,3,0.490234375,0.009765625,25.0,25.0,0.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,1024,4,0.51953125,0.01953125,25.0,26.0,1.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,4096,0,0.50537109375,0.00537109375,25.0,26.0,1.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,4096,1,0.5078125,0.0078125,25.0,25.0,0.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,4096,2,0.4951171875,0.0048828125,25.0,25.0,0.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,4096,3,0.5224609375,0.0224609375,25.0,26.0,1.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,4096,4,0.51171875,0.01171875,25.0,26.0,1.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,8192,0,0.5010986328125,0.0010986328125,25.0,25.0,0.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,8192,1,0.498291015625,0.001708984375,25.0,25.0,0.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,8192,2,0.4903564453125,0.0096435546875,25.0,25.0,0.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,8192,3,0.498046875,0.001953125,25.0,25.0,0.0
external_iscas85_c5315,refactor_z,new_n1555,new_n1754,rejected,9,0.5,8192,4,0.4937744140625,0.0062255859375,25.0,25.0,0.0
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,128,0,0.1796875,0.0078125,13.5,14.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,128,1,0.1796875,0.0078125,13.5,14.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,128,2,0.1953125,0.0078125,13.5,13.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,128,3,0.203125,0.015625,13.5,13.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,128,4,0.171875,0.015625,13.5,13.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,512,0,0.181640625,0.005859375,13.5,13.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,512,1,0.169921875,0.017578125,13.5,13.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,512,2,0.181640625,0.005859375,13.5,13.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,512,3,0.189453125,0.001953125,13.5,14.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,512,4,0.173828125,0.013671875,13.5,13.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,1024,0,0.201171875,0.013671875,13.5,14.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,1024,1,0.173828125,0.013671875,13.5,13.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,1024,2,0.181640625,0.005859375,13.5,13.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,1024,3,0.17578125,0.01171875,13.5,13.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,1024,4,0.1806640625,0.0068359375,13.5,14.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,4096,0,0.19677734375,0.00927734375,13.5,13.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,4096,1,0.180419921875,0.007080078125,13.5,13.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,4096,2,0.192626953125,0.005126953125,13.5,14.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,4096,3,0.178466796875,0.009033203125,13.5,13.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,4096,4,0.1943359375,0.0068359375,13.5,13.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,8192,0,0.190673828125,0.003173828125,13.5,14.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,8192,1,0.1893310546875,0.0018310546875,13.5,14.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,8192,2,0.193603515625,0.006103515625,13.5,14.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,8192,3,0.194580078125,0.007080078125,13.5,13.0,0.5
external_iscas85_c5315,resub,new_n1305,new_n1387,verified,4,0.1875,8192,4,0.178955078125,0.008544921875,13.5,13.0,0.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,128,0,0.28125,0.03125,18.5,22.0,3.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,128,1,0.234375,0.015625,18.5,18.0,0.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,128,2,0.2578125,0.0078125,18.5,20.0,1.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,128,3,0.3203125,0.0703125,18.5,23.0,4.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,128,4,0.2265625,0.0234375,18.5,14.0,4.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,512,0,0.25390625,0.00390625,18.5,19.0,0.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,512,1,0.23828125,0.01171875,18.5,18.0,0.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,512,2,0.240234375,0.009765625,18.5,18.0,0.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,512,3,0.255859375,0.005859375,18.5,17.5,1.0
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,512,4,0.244140625,0.005859375,18.5,19.0,0.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,1024,0,0.2685546875,0.0185546875,18.5,21.0,2.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,1024,1,0.2392578125,0.0107421875,18.5,17.5,1.0
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,1024,2,0.2470703125,0.0029296875,18.5,16.0,2.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,1024,3,0.248046875,0.001953125,18.5,19.0,0.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,1024,4,0.2548828125,0.0048828125,18.5,21.0,2.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,4096,0,0.2529296875,0.0029296875,18.5,20.0,1.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,4096,1,0.251953125,0.001953125,18.5,19.0,0.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,4096,2,0.247802734375,0.002197265625,18.5,18.0,0.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,4096,3,0.26171875,0.01171875,18.5,22.0,3.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,4096,4,0.2529296875,0.0029296875,18.5,17.5,1.0
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,8192,0,0.2503662109375,0.0003662109375,18.5,19.0,0.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,8192,1,0.2503662109375,0.0003662109375,18.5,17.0,1.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,8192,2,0.2451171875,0.0048828125,18.5,16.0,2.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,8192,3,0.258056640625,0.008056640625,18.5,21.0,2.5
external_iscas85_c5315,resyn2,new_n723,new_n1705,rejected,12,0.25,8192,4,0.2476806640625,0.0023193359375,18.5,18.0,0.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,128,0,0.234375,0.015625,18.5,18.0,0.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,128,1,0.2578125,0.0078125,18.5,19.0,0.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,128,2,0.2109375,0.0390625,18.5,15.0,3.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,128,3,0.28125,0.03125,18.5,20.5,2.0
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,128,4,0.3046875,0.0546875,18.5,20.0,1.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,512,0,0.212890625,0.037109375,18.5,15.0,3.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,512,1,0.25390625,0.00390625,18.5,20.0,1.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,512,2,0.220703125,0.029296875,18.5,14.0,4.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,512,3,0.2421875,0.0078125,18.5,16.0,2.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,512,4,0.216796875,0.033203125,18.5,15.0,3.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,1024,0,0.2509765625,0.0009765625,18.5,18.0,0.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,1024,1,0.265625,0.015625,18.5,21.0,2.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,1024,2,0.2568359375,0.0068359375,18.5,18.0,0.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,1024,3,0.2451171875,0.0048828125,18.5,17.5,1.0
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,1024,4,0.2333984375,0.0166015625,18.5,16.0,2.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,4096,0,0.251220703125,0.001220703125,18.5,18.5,0.0
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,4096,1,0.242919921875,0.007080078125,18.5,16.0,2.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,4096,2,0.259765625,0.009765625,18.5,22.0,3.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,4096,3,0.2607421875,0.0107421875,18.5,21.0,2.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,4096,4,0.25732421875,0.00732421875,18.5,20.0,1.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,8192,0,0.2493896484375,0.0006103515625,18.5,18.0,0.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,8192,1,0.25146484375,0.00146484375,18.5,20.0,1.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,8192,2,0.245361328125,0.004638671875,18.5,17.0,1.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,8192,3,0.244140625,0.005859375,18.5,17.0,1.5
external_iscas85_c5315,resyn2_like,new_n723,new_n1705,rejected,12,0.25,8192,4,0.253173828125,0.003173828125,18.5,21.0,2.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,128,0,0.1875,0.0,13.5,15.0,1.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,128,1,0.15625,0.03125,13.5,13.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,128,2,0.2421875,0.0546875,13.5,17.0,3.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,128,3,0.2265625,0.0390625,13.5,14.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,128,4,0.2578125,0.0703125,13.5,17.0,3.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,512,0,0.189453125,0.001953125,13.5,14.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,512,1,0.1875,0.0,13.5,14.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,512,2,0.232421875,0.044921875,13.5,16.0,2.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,512,3,0.185546875,0.001953125,13.5,13.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,512,4,0.1875,0.0,13.5,14.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,1024,0,0.166015625,0.021484375,13.5,13.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,1024,1,0.2060546875,0.0185546875,13.5,14.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,1024,2,0.1826171875,0.0048828125,13.5,14.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,1024,3,0.2021484375,0.0146484375,13.5,14.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,1024,4,0.1796875,0.0078125,13.5,13.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,4096,0,0.197998046875,0.010498046875,13.5,14.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,4096,1,0.18701171875,0.00048828125,13.5,14.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,4096,2,0.18896484375,0.00146484375,13.5,13.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,4096,3,0.185791015625,0.001708984375,13.5,14.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,4096,4,0.2001953125,0.0126953125,13.5,14.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,8192,0,0.18505859375,0.00244140625,13.5,13.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,8192,1,0.1885986328125,0.0010986328125,13.5,13.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,8192,2,0.18359375,0.00390625,13.5,13.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,8192,3,0.2008056640625,0.0133056640625,13.5,14.0,0.5
external_iscas85_c6288,compress2rs,new_n882,new_n1051,rejected,5,0.1875,8192,4,0.19189453125,0.00439453125,13.5,14.0,0.5
external_iscas85_c6288,refactor_z,new_n1324,new_n1199,rejected,5,0.0625,128,0,0.09375,0.03125,3.5,8.5,5.0
external_iscas85_c6288,refactor_z,new_n1324,new_n1199,rejected,5,0.0625,128,1,0.09375,0.03125,3.5,10.0,6.5
external_iscas85_c6288,refactor_z,new_n1324,new_n1199,rejected,5,0.0625,128,2,0.0390625,0.0234375,3.5,2.5,1.0
external_iscas85_c6288,refactor_z,new_n1324,new_n1199,rejected,5,0.0625,128,3,0.0390625,0.0234375,3.5,2.5,1.0
external_iscas85_c6288,refactor_z,new_n1324,new_n1199,rejected,5,0.0625,128,4,0.0625,0.0,3.5,4.5,1.0
external_iscas85_c6288,refactor_z,new_n1324,new_n1199,rejected,5,0.0625,512,0,0.068359375,0.005859375,3.5,5.5,2.0
external_iscas85_c6288,refactor_z,new_n1324,new_n1199,rejected,5,0.0625,512,1,0.080078125,0.017578125,3.5,10.0,6.5
