benchmark,optimization,optimized_node,original_candidate,combined_score,rank,support_overlap,is_exact_signature_match,match_category,signature_match_on_patterns,formal_truth_table_match,pattern_count,is_formal_exact_mode,sat_status,abc_result,recovery_method,notes,same_polarity_status,complement_status,polarity_checked
generated_multiplier_2,balance,new_n12,new_n16,0.8624999999999999,2,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,balance,new_n13,new_n16,0.8624999999999999,2,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,balance,new_n16,new_n18,0.915625,2,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,balance,new_n16,new_n12,0.8624999999999999,3,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,balance,new_n16,new_n13,0.8624999999999999,4,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,balance,new_n17,new_n18,0.896875,2,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,balance,new_n18,new_n16,0.915625,2,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,balance,new_n18,new_n17,0.896875,3,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,refactor,new_n12,new_n18,0.915625,2,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,refactor,new_n12,new_n12,0.8624999999999999,3,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,refactor,new_n12,new_n13,0.8624999999999999,4,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,refactor_z,new_n12,new_n18,0.915625,2,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,refactor_z,new_n12,new_n12,0.8624999999999999,3,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,refactor_z,new_n12,new_n13,0.8624999999999999,4,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,resub,new_n12,new_n16,0.8624999999999999,2,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,resub,new_n13,new_n16,0.8624999999999999,2,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,resyn,new_n12,new_n16,0.8624999999999999,2,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,resyn,new_n13,new_n16,0.8624999999999999,2,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,rewrite,new_n12,new_n16,0.8624999999999999,2,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,rewrite,new_n13,new_n16,0.8624999999999999,2,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,rewrite_z,new_n12,new_n16,0.8624999999999999,2,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_2,rewrite_z,new_n13,new_n16,0.8624999999999999,2,1.0,0,non_exact_candidate,0,0,16,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n20,new_n24,0.8624999999999999,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n21,new_n24,0.8624999999999999,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n24,new_n26,0.8628125,3,0.8,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n24,new_n38,0.8628125,4,0.8,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n24,new_n20,0.8624999999999999,5,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n26,new_n38,0.965625,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n26,new_n39,0.9128125,3,0.8,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n26,new_n24,0.8628125,4,0.8,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n26,new_n27,0.8624999999999999,5,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n27,new_n30,0.9161458333333332,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n27,new_n26,0.8624999999999999,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n27,new_n38,0.8624999999999999,4,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n28,new_n40,0.8624999999999999,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n30,new_n27,0.9161458333333332,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n33,new_n37,0.8624999999999999,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n33,new_n71,0.85546875,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n37,new_n43,0.94140625,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n37,new_n71,0.90703125,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n37,new_n72,0.8656250000000001,4,0.8571428571428571,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n37,new_n33,0.8624999999999999,5,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n38,new_n26,0.965625,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n38,new_n39,0.9128125,3,0.8,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n38,new_n24,0.8628125,4,0.8,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n38,new_n41,0.8628125,5,0.8,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n39,new_n26,0.9128125,3,0.8,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n39,new_n38,0.9128125,4,0.8,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n40,new_n38,0.8628125,2,0.8,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n41,new_n42,0.9328125,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n41,new_n28,0.8624999999999999,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n42,new_n40,0.9328125,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n43,new_n71,0.9484375,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n43,new_n37,0.94140625,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n43,new_n72,0.915625,4,0.8571428571428571,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n43,new_n44,0.9140625,5,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n44,new_n71,0.9484375,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n44,new_n43,0.9140625,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n44,new_n72,0.8898437499999999,4,0.8571428571428571,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n44,new_n37,0.85546875,5,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n45,new_n73,0.8683593749999999,2,0.8571428571428571,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n47,new_n63,0.8903645833333333,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n47,new_n64,0.8903645833333333,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n47,new_n72,0.8645833333333334,4,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n47,new_n102,0.8522135416666667,5,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n48,new_n51,0.8903645833333333,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n49,new_n65,0.8559895833333334,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n51,new_n64,0.90546875,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n51,new_n48,0.8903645833333333,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n52,new_n63,0.8624999999999999,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n52,new_n64,0.85390625,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n56,new_n102,0.8597656250000001,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n58,new_n99,0.8662109375,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n58,new_n62,0.8624999999999999,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n58,new_n100,0.8619140625000001,4,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n62,new_n68,0.9435546875,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n62,new_n100,0.9005859375,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n62,new_n99,0.8962890625000001,4,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n62,new_n58,0.8624999999999999,5,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n63,new_n64,0.93984375,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n63,new_n47,0.8903645833333333,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n63,new_n102,0.8777343750000001,4,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n63,new_n72,0.8684375,5,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n64,new_n63,0.93984375,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n64,new_n51,0.90546875,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n64,new_n47,0.8903645833333333,4,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n64,new_n102,0.8691406250000001,5,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n66,new_n67,0.915625,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n66,new_n73,0.855546875,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n67,new_n65,0.9328125,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n68,new_n100,0.952734375,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n68,new_n62,0.9435546875,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n68,new_n99,0.93984375,4,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n68,new_n69,0.8582031250000001,5,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n69,new_n99,0.90546875,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n69,new_n100,0.901171875,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n69,new_n76,0.8774739583333334,4,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n69,new_n68,0.8582031250000001,5,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n70,new_n78,0.8903645833333333,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n70,new_n101,0.8603515625,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n71,new_n43,0.9484375,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n71,new_n44,0.9484375,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n71,new_n72,0.9328125,4,0.8571428571428571,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n71,new_n37,0.90703125,5,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n72,new_n71,0.9328125,2,0.8571428571428571,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n72,new_n43,0.915625,3,0.8571428571428571,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n72,new_n102,0.891015625,4,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n72,new_n44,0.8898437499999999,5,0.8571428571428571,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n74,new_n75,0.937109375,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n74,new_n45,0.876953125,3,0.8571428571428571,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n75,new_n73,0.928515625,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n76,new_n80,0.8882161458333333,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n76,new_n69,0.8774739583333334,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n76,new_n77,0.85390625,4,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n77,new_n99,0.9075520833333334,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n77,new_n100,0.9032552083333334,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n77,new_n120,0.8888671874999999,4,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n77,new_n91,0.8882161458333333,5,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n78,new_n70,0.8903645833333333,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n78,new_n93,0.8817708333333333,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n78,new_n106,0.8584375,4,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n78,new_n95,0.8562500000000001,5,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n80,new_n92,0.93125,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n80,new_n76,0.8882161458333333,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n80,new_n91,0.85390625,4,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n81,new_n84,0.8645833333333334,2,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
generated_multiplier_4,balance,new_n81,new_n91,0.8624999999999999,3,1.0,0,non_exact_candidate,0,0,256,1,rejected,Networks are NOT EQUIVALENT.  Time =     0.00 sec,direct,,rejected,rejected,original == NOT optimized
