run_id,git_head,mode,config_hash,source_blind,schema_version
necessity_first__3a0ac746ae,3a0ac746aec72923d3eb7f78ce93e2ff7f1e3992,all,d343244e6fc9c5fa,true,necessity_first_targets_v1
