transition_id,from_candidate_id,to_candidate_id,operation,counterexample_id,reason,residual_width_before,residual_width_after,accepted_by_budget,schema_version
negative_information_lost__decomp__repair_0001,negative_information_lost__decomp,negative_information_lost__decomp_repaired,add_residual_variable,negative_information_lost__decomp__cex_0001,decomposition_counterexample_exposed_missing_residual_information,0,1,false,semantic_functional_refactoring_v1
