benchmark_group,failure_stage,failure_reason,count,schema_version
controlled,decomposability,formally_non_decomposable_for_selected_g_z_window,1,semantic_functional_refactoring_v1
controlled,non_vacuity,identity_vacuous_decomposition,1,semantic_functional_refactoring_v1
controlled,quotient,quotient_ignores_m,1,semantic_functional_refactoring_v1
real,real_functional_refactoring_search,distributed_consumers_no_bounded_quotient_window,8,semantic_functional_refactoring_v1
real,real_functional_refactoring_search,no_exact_nonvacuous_decomposition_found_under_bounds,7,semantic_functional_refactoring_v1
real,real_functional_refactoring_search,no_relevant_consumer_window_or_verified_divisor_under_bounds,12,semantic_functional_refactoring_v1
real,real_functional_refactoring_search,no_semantic_divisor_window_interface_under_bounds,23,semantic_functional_refactoring_v1
real,real_functional_refactoring_search,window_exceeds_bounds_or_whole_design_risk,8,semantic_functional_refactoring_v1
