run_id,git_head,mode,deterministic_seed,source_blind,schema_version
semantic_functional_refactoring__bfa3a539d0,bfa3a539d04fb7814f88e9f6c66c089c0134ad60,all,0,true,semantic_functional_refactoring_v1
