case_id,benchmark,optimization,coi_name,context_mode,observable_outputs,ranking_mode,spec_node,impl_node,requested_polarity,proven_polarity,candidate_rank,mapping_category,evidence_level,equivalence_scope,proof_status,sat_result,proof_mode,proof_runtime_seconds,spec_fingerprint,impl_fingerprint,sampled_mismatch_rate,source_result_file,failure_reason
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n21|new_n17|inverted,generated_adder_4,resyn2,adder_bit1_carry_sum_region,global_output_odc,cout;sum0;sum1;sum2;sum3,combined,new_n21,new_n17,inverted,,7,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.045024,7b53c6d383ae83d7,d56b39ef50ec23cc,1.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n17|new_n17|new_n15|positive,generated_adder_4,resyn2,adder_bit1_carry_sum_region,global_output_odc,cout;sum0;sum1;sum2;sum3,combined,new_n17,new_n15,positive,,8,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.042806,cba3265239cadc70,04187000e00b1fed,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n21|new_n17|positive,generated_adder_4,resyn2,adder_bit1_carry_sum_region,global_output_odc,cout;sum0;sum1;sum2;sum3,combined,new_n21,new_n17,positive,,8,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.054480,7b53c6d383ae83d7,d56b39ef50ec23cc,1.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n17|new_n17|new_n17|inverted,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n17,new_n17,inverted,,1,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000315,cba3265239cadc70,d56b39ef50ec23cc,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n21|new_n21|inverted,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n21,new_n21,inverted,,1,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000204,7b53c6d383ae83d7,2a6ed23c6d19be7c,1.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n22|new_n22|new_n22|inverted,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n22,new_n22,inverted,,1,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000189,86a4eb7b7a6e77a7,e817178d91bc86a3,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n17|new_n17|new_n17|positive,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n17,new_n17,positive,,2,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000183,cba3265239cadc70,d56b39ef50ec23cc,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n21|new_n21|positive,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n21,new_n21,positive,,2,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000181,7b53c6d383ae83d7,2a6ed23c6d19be7c,1.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n22|new_n22|new_n22|positive,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n22,new_n22,positive,,2,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000181,86a4eb7b7a6e77a7,e817178d91bc86a3,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n17|new_n15|new_n17|inverted,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n15,new_n17,inverted,,3,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000186,9c42d63e485f0a4a,d56b39ef50ec23cc,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n21|new_n15|inverted,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n21,new_n15,inverted,,3,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000525,7b53c6d383ae83d7,04187000e00b1fed,1.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n17|new_n15|new_n17|positive,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n15,new_n17,positive,,4,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000294,9c42d63e485f0a4a,d56b39ef50ec23cc,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n21|new_n15|positive,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n21,new_n15,positive,,4,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000222,7b53c6d383ae83d7,04187000e00b1fed,1.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n17|new_n16|new_n17|inverted,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n16,new_n17,inverted,,5,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000468,88fdb305fe0a400c,d56b39ef50ec23cc,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n21|new_n18|inverted,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n21,new_n18,inverted,,5,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000191,7b53c6d383ae83d7,dc1333c82e03fb85,1.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n17|new_n16|new_n17|positive,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n16,new_n17,positive,,6,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000182,88fdb305fe0a400c,d56b39ef50ec23cc,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n21|new_n18|positive,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n21,new_n18,positive,,6,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000181,7b53c6d383ae83d7,dc1333c82e03fb85,1.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n17|new_n17|new_n15|inverted,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n17,new_n15,inverted,,7,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000198,cba3265239cadc70,04187000e00b1fed,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n21|new_n17|inverted,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n21,new_n17,inverted,,7,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000188,7b53c6d383ae83d7,d56b39ef50ec23cc,1.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n17|new_n17|new_n15|positive,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n17,new_n15,positive,,8,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000179,cba3265239cadc70,04187000e00b1fed,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n21|new_n17|positive,generated_adder_4,resyn2,adder_bit1_carry_sum_region,coi_output_odc,new_n23;new_n26;sum1,combined,new_n21,new_n17,positive,,8,sampled_contextual_candidate,unresolved,sampled_contextual,alignment_failure,not_run,abc_cec_contextual_miter,0.000178,7b53c6d383ae83d7,d56b39ef50ec23cc,1.0,results/odc_anchor_generation/odc_formal_proofs.csv,missing_observable_output:new_n23;new_n26
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n10|new_n10|new_n10|inverted,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,out,combined,new_n10,new_n10,inverted,inverted,1,formal_odc_valid_anchor,formal_contextual,contextual,proven_odc_valid,verified_equivalent,abc_cec_contextual_miter,0.052089,840ed68260d04715,301a34b97bbe6d8f,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n13|new_n11|new_n13|inverted,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,out,combined,new_n11,new_n13,inverted,,1,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.053247,555f43dddf342967,2799b82451997803,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n10|new_n10|new_n10|positive,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,out,combined,new_n10,new_n10,positive,,2,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.053869,840ed68260d04715,301a34b97bbe6d8f,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n13|new_n11|new_n13|positive,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,out,combined,new_n11,new_n13,positive,,2,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.045820,555f43dddf342967,2799b82451997803,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n10|new_n8|new_n9|inverted,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,out,combined,new_n8,new_n9,inverted,,3,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.053115,1e34f083942b27d4,668d301dd1e47e52,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n13|new_n13|new_n13|inverted,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,out,combined,new_n13,new_n13,inverted,,3,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.043976,3130c86d9659833e,2799b82451997803,0.33333333333333337,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n10|new_n8|new_n9|positive,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,out,combined,new_n8,new_n9,positive,,4,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.054323,1e34f083942b27d4,668d301dd1e47e52,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n13|new_n13|new_n13|positive,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,out,combined,new_n13,new_n13,positive,positive,4,formal_odc_valid_anchor,formal_contextual,contextual,proven_odc_valid,verified_equivalent,abc_cec_contextual_miter,0.053046,3130c86d9659833e,2799b82451997803,0.33333333333333337,results/odc_anchor_generation/odc_formal_proofs.csv,
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n10|new_n9|new_n8|inverted,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,out,combined,new_n9,new_n8,inverted,,5,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.052217,c389e884fe6e3ca2,18f74f56ddc4e1cb,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n13|new_n12|new_n13|inverted,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,out,combined,new_n12,new_n13,inverted,,5,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.053779,e3c170c2cd946f20,2799b82451997803,0.6666666666666667,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n10|new_n9|new_n8|positive,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,out,combined,new_n9,new_n8,positive,,6,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.051095,c389e884fe6e3ca2,18f74f56ddc4e1cb,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n13|new_n12|new_n13|positive,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,out,combined,new_n12,new_n13,positive,,6,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.042118,e3c170c2cd946f20,2799b82451997803,0.6666666666666667,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n10|new_n10|new_n8|inverted,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,out,combined,new_n10,new_n8,inverted,,7,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.054878,840ed68260d04715,18f74f56ddc4e1cb,0.33333333333333337,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n10|new_n10|new_n8|positive,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,out,combined,new_n10,new_n8,positive,positive,8,formal_odc_valid_anchor,formal_contextual,contextual,proven_odc_valid,verified_equivalent,abc_cec_contextual_miter,0.055435,840ed68260d04715,18f74f56ddc4e1cb,0.33333333333333337,results/odc_anchor_generation/odc_formal_proofs.csv,
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n10|new_n10|new_n10|inverted,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,out,combined,new_n10,new_n10,inverted,inverted,1,formal_odc_valid_anchor,formal_contextual,contextual,proven_odc_valid,verified_equivalent,abc_cec_contextual_miter,0.053932,840ed68260d04715,301a34b97bbe6d8f,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n13|new_n11|new_n13|inverted,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,out,combined,new_n11,new_n13,inverted,,1,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.054597,555f43dddf342967,2799b82451997803,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n10|new_n10|new_n10|positive,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,out,combined,new_n10,new_n10,positive,,2,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.056450,840ed68260d04715,301a34b97bbe6d8f,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n13|new_n11|new_n13|positive,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,out,combined,new_n11,new_n13,positive,,2,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.043942,555f43dddf342967,2799b82451997803,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n10|new_n8|new_n9|inverted,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,out,combined,new_n8,new_n9,inverted,,3,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.055747,1e34f083942b27d4,668d301dd1e47e52,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n13|new_n13|new_n13|inverted,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,out,combined,new_n13,new_n13,inverted,,3,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.045829,3130c86d9659833e,2799b82451997803,0.33333333333333337,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n10|new_n8|new_n9|positive,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,out,combined,new_n8,new_n9,positive,,4,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.053620,1e34f083942b27d4,668d301dd1e47e52,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n13|new_n13|new_n13|positive,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,out,combined,new_n13,new_n13,positive,positive,4,formal_odc_valid_anchor,formal_contextual,contextual,proven_odc_valid,verified_equivalent,abc_cec_contextual_miter,0.055482,3130c86d9659833e,2799b82451997803,0.33333333333333337,results/odc_anchor_generation/odc_formal_proofs.csv,
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n10|new_n9|new_n8|inverted,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,out,combined,new_n9,new_n8,inverted,,5,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.054508,c389e884fe6e3ca2,18f74f56ddc4e1cb,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n13|new_n12|new_n13|inverted,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,out,combined,new_n12,new_n13,inverted,,5,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.053228,e3c170c2cd946f20,2799b82451997803,0.6666666666666667,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n10|new_n9|new_n8|positive,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,out,combined,new_n9,new_n8,positive,,6,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.055973,c389e884fe6e3ca2,18f74f56ddc4e1cb,0.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n13|new_n12|new_n13|positive,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,out,combined,new_n12,new_n13,positive,,6,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.042308,e3c170c2cd946f20,2799b82451997803,0.6666666666666667,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n10|new_n10|new_n8|inverted,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,out,combined,new_n10,new_n8,inverted,,7,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.051470,840ed68260d04715,18f74f56ddc4e1cb,0.33333333333333337,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n10|new_n10|new_n8|positive,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,out,combined,new_n10,new_n8,positive,positive,8,formal_odc_valid_anchor,formal_contextual,contextual,proven_odc_valid,verified_equivalent,abc_cec_contextual_miter,0.053930,840ed68260d04715,18f74f56ddc4e1cb,0.33333333333333337,results/odc_anchor_generation/odc_formal_proofs.csv,
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n21|new_n21|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,out,combined,new_n21,new_n21,inverted,,1,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.052268,9af0da0d86008dbd,184fce81b66941e6,0.6666666666666667,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n28|new_n28|new_n28|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,out,combined,new_n28,new_n28,inverted,,1,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.054583,b6418fd421c6a399,9b2a6c0eaacb7433,1.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n29|new_n29|new_n29|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,out,combined,new_n29,new_n29,inverted,,1,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.045061,b3cc217170989569,2b34e734c5ff8981,1.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n21|new_n21|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,out,combined,new_n21,new_n21,positive,,2,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.053738,9af0da0d86008dbd,184fce81b66941e6,0.6666666666666667,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n28|new_n28|new_n28|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,out,combined,new_n28,new_n28,positive,,2,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.053989,b6418fd421c6a399,9b2a6c0eaacb7433,1.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n29|new_n29|new_n29|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,out,combined,new_n29,new_n29,positive,,2,sampled_contextual_candidate,unresolved,sampled_contextual,disproven,rejected_non_equivalent,abc_cec_contextual_miter,0.053639,b3cc217170989569,2b34e734c5ff8981,1.0,results/odc_anchor_generation/odc_formal_proofs.csv,rejected_non_equivalent
