case_id,benchmark,optimization,coi_name,context_mode,ranking_mode,boundary_side,frontier_root,spec_node,impl_node,requested_polarity,candidate_rank,spec_distance,impl_distance,support_overlap,support_size_difference,fanin_degree_difference,fanout_degree_difference,structural_score,signature_similarity,sampled_mismatch_rate,sampled_output_error_rate,simulation_filter_status
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n13|new_n13|new_n13|positive,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,combined,ebi,new_n13,new_n13,new_n13,positive,4,0,0,2,1,0,0,0.5,0.6666666666666666,0.33333333333333337,0.33333333333333337,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n10|new_n9|new_n8|inverted,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,combined,ebi,new_n10,new_n9,new_n8,inverted,5,1,1,2,0,0,0,0.3333333333333333,1.0,0.0,0.0,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n13|new_n12|new_n13|inverted,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,combined,ebi,new_n13,new_n12,new_n13,inverted,5,1,0,1,0,0,0,0.5,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n10|new_n9|new_n8|positive,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,combined,ebi,new_n10,new_n9,new_n8,positive,6,1,1,2,0,0,0,0.3333333333333333,1.0,0.0,0.0,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n13|new_n12|new_n13|positive,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,combined,ebi,new_n13,new_n12,new_n13,positive,6,1,0,1,0,0,0,0.5,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n10|new_n10|new_n8|inverted,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,combined,ebi,new_n10,new_n10,new_n8,inverted,7,0,1,2,1,0,0,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.33333333333333337,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n10|new_n10|new_n8|positive,generated_mux_tree_4,resyn2,mux_tree_root,global_output_odc,combined,ebi,new_n10,new_n10,new_n8,positive,8,0,1,2,1,0,0,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.33333333333333337,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n10|new_n10|new_n10|inverted,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,combined,ebi,new_n10,new_n10,new_n10,inverted,1,0,0,3,0,0,0,1.0,1.0,0.0,0.0,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n13|new_n11|new_n13|inverted,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,combined,ebi,new_n13,new_n11,new_n13,inverted,1,1,0,2,0,0,0,0.5,1.0,0.0,0.0,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n10|new_n10|new_n10|positive,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,combined,ebi,new_n10,new_n10,new_n10,positive,2,0,0,3,0,0,0,1.0,1.0,0.0,0.0,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n13|new_n11|new_n13|positive,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,combined,ebi,new_n13,new_n11,new_n13,positive,2,1,0,2,0,0,0,0.5,1.0,0.0,0.0,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n10|new_n8|new_n9|inverted,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,combined,ebi,new_n10,new_n8,new_n9,inverted,3,1,1,2,0,0,0,0.3333333333333333,1.0,0.0,0.0,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n13|new_n13|new_n13|inverted,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,combined,ebi,new_n13,new_n13,new_n13,inverted,3,0,0,2,1,0,0,0.5,0.6666666666666666,0.33333333333333337,0.33333333333333337,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n10|new_n8|new_n9|positive,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,combined,ebi,new_n10,new_n8,new_n9,positive,4,1,1,2,0,0,0,0.3333333333333333,1.0,0.0,0.0,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n13|new_n13|new_n13|positive,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,combined,ebi,new_n13,new_n13,new_n13,positive,4,0,0,2,1,0,0,0.5,0.6666666666666666,0.33333333333333337,0.33333333333333337,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n10|new_n9|new_n8|inverted,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,combined,ebi,new_n10,new_n9,new_n8,inverted,5,1,1,2,0,0,0,0.3333333333333333,1.0,0.0,0.0,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n13|new_n12|new_n13|inverted,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,combined,ebi,new_n13,new_n12,new_n13,inverted,5,1,0,1,0,0,0,0.5,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n10|new_n9|new_n8|positive,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,combined,ebi,new_n10,new_n9,new_n8,positive,6,1,1,2,0,0,0,0.3333333333333333,1.0,0.0,0.0,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n13|new_n12|new_n13|positive,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,combined,ebi,new_n13,new_n12,new_n13,positive,6,1,0,1,0,0,0,0.5,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n10|new_n10|new_n8|inverted,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,combined,ebi,new_n10,new_n10,new_n8,inverted,7,0,1,2,1,0,0,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.33333333333333337,sampled_contextual_candidate
generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n10|new_n10|new_n8|positive,generated_mux_tree_4,resyn2,mux_tree_root,coi_output_odc,combined,ebi,new_n10,new_n10,new_n8,positive,8,0,1,2,1,0,0,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.33333333333333337,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n21|new_n21|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n21,new_n21,new_n21,inverted,1,0,0,3,0,0,0,1.0,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n28|new_n28|new_n28|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n28,new_n28,new_n28,inverted,1,0,0,0,2,0,0,0.3333333333333333,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n29|new_n29|new_n29|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n29,new_n29,new_n29,inverted,1,0,0,0,1,0,0,0.5,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n21|new_n21|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n21,new_n21,new_n21,positive,2,0,0,3,0,0,0,1.0,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n28|new_n28|new_n28|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n28,new_n28,new_n28,positive,2,0,0,0,2,0,0,0.3333333333333333,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n29|new_n29|new_n29|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n29,new_n29,new_n29,positive,2,0,0,0,1,0,0,0.5,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n20|new_n16|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n21,new_n20,new_n16,inverted,3,1,1,2,0,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n28|new_n27|new_n28|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n28,new_n27,new_n28,inverted,3,1,0,0,1,0,0,0.3333333333333333,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n29|new_n24|new_n29|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n29,new_n24,new_n29,inverted,3,1,0,0,0,0,0,0.5,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n20|new_n16|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n21,new_n20,new_n16,positive,4,1,1,2,0,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n28|new_n27|new_n28|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n28,new_n27,new_n28,positive,4,1,0,0,1,0,0,0.3333333333333333,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n29|new_n24|new_n29|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n29,new_n24,new_n29,positive,4,1,0,0,0,0,0,0.5,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n20|new_n20|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n21,new_n20,new_n20,inverted,5,1,1,2,0,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n28|new_n25|new_n28|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n28,new_n25,new_n28,inverted,5,2,0,0,0,0,0,0.3333333333333333,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n29|new_n29|new_n27|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n29,new_n29,new_n27,inverted,5,0,1,0,2,0,0,0.25,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n20|new_n20|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n21,new_n20,new_n20,positive,6,1,1,2,0,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n28|new_n25|new_n28|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n28,new_n25,new_n28,positive,6,2,0,0,0,0,0,0.3333333333333333,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n29|new_n29|new_n27|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n29,new_n29,new_n27,positive,6,0,1,0,2,0,0,0.25,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n19|new_n16|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n21,new_n19,new_n16,inverted,7,1,1,1,0,0,0,0.3333333333333333,0.14285714285714285,0.8571428571428572,0.8571428571428572,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n28|new_n26|new_n28|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n28,new_n26,new_n28,inverted,7,2,0,0,0,0,0,0.3333333333333333,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n29|new_n29|new_n28|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n29,new_n29,new_n28,inverted,7,0,1,0,2,0,0,0.25,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n19|new_n16|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n21,new_n19,new_n16,positive,8,1,1,1,0,0,0,0.3333333333333333,0.14285714285714285,0.8571428571428572,0.8571428571428572,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n28|new_n26|new_n28|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n28,new_n26,new_n28,positive,8,2,0,0,0,0,0,0.3333333333333333,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|global_output_odc|combined|new_n29|new_n29|new_n28|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n29,new_n29,new_n28,positive,8,0,1,0,2,0,0,0.25,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n21|new_n21|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n21,new_n21,new_n21,inverted,1,0,0,3,0,0,0,1.0,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n28|new_n28|new_n28|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n28,new_n28,new_n28,inverted,1,0,0,0,2,0,0,0.3333333333333333,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n29|new_n29|new_n29|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n29,new_n29,new_n29,inverted,1,0,0,0,1,0,0,0.5,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n21|new_n21|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n21,new_n21,new_n21,positive,2,0,0,3,0,0,0,1.0,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n28|new_n28|new_n28|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n28,new_n28,new_n28,positive,2,0,0,0,2,0,0,0.3333333333333333,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n29|new_n29|new_n29|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n29,new_n29,new_n29,positive,2,0,0,0,1,0,0,0.5,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n20|new_n16|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n21,new_n20,new_n16,inverted,3,1,1,2,0,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n28|new_n27|new_n28|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n28,new_n27,new_n28,inverted,3,1,0,0,1,0,0,0.3333333333333333,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n29|new_n24|new_n29|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n29,new_n24,new_n29,inverted,3,1,0,0,0,0,0,0.5,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n20|new_n16|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n21,new_n20,new_n16,positive,4,1,1,2,0,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n28|new_n27|new_n28|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n28,new_n27,new_n28,positive,4,1,0,0,1,0,0,0.3333333333333333,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n29|new_n24|new_n29|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n29,new_n24,new_n29,positive,4,1,0,0,0,0,0,0.5,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n20|new_n20|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n21,new_n20,new_n20,inverted,5,1,1,2,0,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n28|new_n25|new_n28|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n28,new_n25,new_n28,inverted,5,2,0,0,0,0,0,0.3333333333333333,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n29|new_n29|new_n27|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n29,new_n29,new_n27,inverted,5,0,1,0,2,0,0,0.25,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n20|new_n20|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n21,new_n20,new_n20,positive,6,1,1,2,0,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n28|new_n25|new_n28|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n28,new_n25,new_n28,positive,6,2,0,0,0,0,0,0.3333333333333333,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n29|new_n29|new_n27|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n29,new_n29,new_n27,positive,6,0,1,0,2,0,0,0.25,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n19|new_n16|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n21,new_n19,new_n16,inverted,7,1,1,1,0,0,0,0.3333333333333333,0.14285714285714285,0.8571428571428572,0.8571428571428572,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n28|new_n26|new_n28|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n28,new_n26,new_n28,inverted,7,2,0,0,0,0,0,0.3333333333333333,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n29|new_n29|new_n28|inverted,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n29,new_n29,new_n28,inverted,7,0,1,0,2,0,0,0.25,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n19|new_n16|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n21,new_n19,new_n16,positive,8,1,1,1,0,0,0,0.3333333333333333,0.14285714285714285,0.8571428571428572,0.8571428571428572,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n28|new_n26|new_n28|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n28,new_n26,new_n28,positive,8,2,0,0,0,0,0,0.3333333333333333,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_all|cost_guided|coi_output_odc|combined|new_n29|new_n29|new_n28|positive,generated_mux_tree_8,dc2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n29,new_n29,new_n28,positive,8,0,1,0,2,0,0,0.25,0.0,1.0,1.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n21|new_n21|inverted,generated_mux_tree_8,resyn2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n21,new_n21,new_n21,inverted,1,0,0,6,0,0,0,1.0,1.0,0.0,0.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n21|new_n21|positive,generated_mux_tree_8,resyn2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n21,new_n21,new_n21,positive,2,0,0,6,0,0,0,1.0,1.0,0.0,0.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n19|new_n16|inverted,generated_mux_tree_8,resyn2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n21,new_n19,new_n16,inverted,3,1,1,4,0,0,0,0.3333333333333333,1.0,0.0,0.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n19|new_n16|positive,generated_mux_tree_8,resyn2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n21,new_n19,new_n16,positive,4,1,1,4,0,0,0,0.3333333333333333,1.0,0.0,0.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n20|new_n20|inverted,generated_mux_tree_8,resyn2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n21,new_n20,new_n20,inverted,5,1,1,4,0,0,0,0.3333333333333333,1.0,0.0,0.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n20|new_n20|positive,generated_mux_tree_8,resyn2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n21,new_n20,new_n20,positive,6,1,1,4,0,0,0,0.3333333333333333,1.0,0.0,0.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n19|new_n20|inverted,generated_mux_tree_8,resyn2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n21,new_n19,new_n20,inverted,7,1,1,2,0,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|resyn2|formal_all|cost_guided|global_output_odc|combined|new_n21|new_n19|new_n20|positive,generated_mux_tree_8,resyn2,mux_tree_upper_root,global_output_odc,combined,ebi,new_n21,new_n19,new_n20,positive,8,1,1,2,0,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666667,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n21|new_n21|inverted,generated_mux_tree_8,resyn2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n21,new_n21,new_n21,inverted,1,0,0,6,0,0,0,1.0,1.0,0.0,0.0,sampled_contextual_candidate
generated_mux_tree_8|mux_tree_upper_root|resyn2|formal_all|cost_guided|coi_output_odc|combined|new_n21|new_n21|new_n21|positive,generated_mux_tree_8,resyn2,mux_tree_upper_root,coi_output_odc,combined,ebi,new_n21,new_n21,new_n21,positive,2,0,0,6,0,0,0,1.0,1.0,0.0,0.0,sampled_contextual_candidate
