pair_id,target_instance_id,target_id,boundary_id,trajectory_id,method,transition,from_checkpoint,to_checkpoint,source_checkpoint_artifact,optimized_checkpoint_artifact,source_artifact,optimized_artifact,optimized_target_node,source_checkpoint_sha256,optimized_checkpoint_sha256,source_artifact_sha256,optimized_artifact_sha256,support,consumer_identities,materialization_status,source_vs_optimized_cec,blocker,schema_version
1b7c6719fdcd2a0b,acf0a5d96074d14b,controlled_xor_factor__b0,controlled_xor_factor__b0,controlled__controlled_xor_factor__mild_balance_rewrite,functional_survival,success_to_failure,controlled__controlled_xor_factor__mild_balance_rewrite__cp000_source,controlled__controlled_xor_factor__mild_balance_rewrite__cp001_strash_1,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__mild_balance_rewrite/cp000_source.blif,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__mild_balance_rewrite/cp001_strash_1.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/1b7c6719fdcd2a0b.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/1b7c6719fdcd2a0b.optimized.blif,pcva_acf0a5d96074d14b,dd8ce7f16c75f7c98dea7bdf02ff9740a88679c00e8cf2e68dd2745e75df83b4,b2957309bdca37f6e12f2108a0c8fda1ca35ac0e4985f04fd57aefd4f167f5f4,aafaf70dfdb4d683d8ae11fa54b1e6aa54893a7138b97b46b481f94a694b2fbd,bf76d0224313a40f7b2381f5b346f3485da3a840367eafe641e9d24633d4a067,"[""x0"", ""x1""]","[""y0""]",materialized_replay_pair,equivalent,,evidence_advancement_v1
04cd8246990992d9,680f668c3603558d,controlled_xor_factor__b0,controlled_xor_factor__b0,controlled__controlled_xor_factor__mild_balance_rewrite,structural,success_to_failure,controlled__controlled_xor_factor__mild_balance_rewrite__cp000_source,controlled__controlled_xor_factor__mild_balance_rewrite__cp001_strash_1,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__mild_balance_rewrite/cp000_source.blif,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__mild_balance_rewrite/cp001_strash_1.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/04cd8246990992d9.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/04cd8246990992d9.optimized.blif,pcva_680f668c3603558d,dd8ce7f16c75f7c98dea7bdf02ff9740a88679c00e8cf2e68dd2745e75df83b4,b2957309bdca37f6e12f2108a0c8fda1ca35ac0e4985f04fd57aefd4f167f5f4,1b6972e9ed854cf7c17cb2ae5874317643b71851b451a93cfe337f8098301fb1,951aa7bd0d8f8c0d203fe33a22b27c96ce1e84230ce3bb17478ae59e67470e86,"[""x0"", ""x1""]","[""y0""]",materialized_replay_pair,equivalent,,evidence_advancement_v1
24a758aec4340945,3d85bc1ab67f8580,controlled_xor_factor__b0,controlled_xor_factor__b0,controlled__controlled_xor_factor__refactor_dc2,functional_decomposition,success_to_failure,controlled__controlled_xor_factor__refactor_dc2__cp000_source,controlled__controlled_xor_factor__refactor_dc2__cp001_strash_1,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__refactor_dc2/cp000_source.blif,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__refactor_dc2/cp001_strash_1.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/24a758aec4340945.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/24a758aec4340945.optimized.blif,pcva_3d85bc1ab67f8580,dd8ce7f16c75f7c98dea7bdf02ff9740a88679c00e8cf2e68dd2745e75df83b4,d71c456341ee0f45eacd2caac58e06516f6b41a30e6f3e033405b5f213586dd4,ea041456a1eecaa29fc5680c407be199766cf098fe4e9de4d4926fb6ebc9100e,5ca93514ad7c3a6ded80f00380f00f78d74330807c0d8ad20d9f1fb34b375f79,"[""x0"", ""x1""]","[""y0""]",materialized_replay_pair,equivalent,,evidence_advancement_v1
3ad88673519b127b,75424af82404f5a5,controlled_xor_factor__b0,controlled_xor_factor__b0,controlled__controlled_xor_factor__refactor_dc2,functional_decomposition,failure_to_success,controlled__controlled_xor_factor__refactor_dc2__cp002_refactor_1,controlled__controlled_xor_factor__refactor_dc2__cp003_dc2_1,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__refactor_dc2/cp000_source.blif,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__refactor_dc2/cp003_dc2_1.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/3ad88673519b127b.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/3ad88673519b127b.optimized.blif,pcva_75424af82404f5a5,dd8ce7f16c75f7c98dea7bdf02ff9740a88679c00e8cf2e68dd2745e75df83b4,a797593335647db290501fa980dbf1b116c217cbad92e7349701ece39cd47b46,9e213ec095e145ef28b2d55bd9d13de3eda5ed84afd50bb6e83c261e35651e8f,f657639c40ec98be262fc1c3ec2dcad0992b1cc214fcaf2086e89cb19199968b,"[""x0"", ""x1""]","[""y0""]",materialized_replay_pair,equivalent,,evidence_advancement_v1
be0997159857a854,d49514ad6adfa9a4,controlled_xor_factor__b0,controlled_xor_factor__b0,controlled__controlled_xor_factor__refactor_dc2,functional_survival,success_to_failure,controlled__controlled_xor_factor__refactor_dc2__cp000_source,controlled__controlled_xor_factor__refactor_dc2__cp001_strash_1,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__refactor_dc2/cp000_source.blif,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__refactor_dc2/cp001_strash_1.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/be0997159857a854.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/be0997159857a854.optimized.blif,pcva_d49514ad6adfa9a4,dd8ce7f16c75f7c98dea7bdf02ff9740a88679c00e8cf2e68dd2745e75df83b4,d71c456341ee0f45eacd2caac58e06516f6b41a30e6f3e033405b5f213586dd4,d807da3b8ecf17ce8ae45ad1b1afcc3ffa25d0a22289c27c5e0848f11ce1660a,947597659e106a0c70390a63c7a590df11deef15006ac27001f60d25ce40c723,"[""x0"", ""x1""]","[""y0""]",materialized_replay_pair,equivalent,,evidence_advancement_v1
6bfa0bad1473e4f5,48e9ac460200ed9e,controlled_xor_factor__b0,controlled_xor_factor__b0,controlled__controlled_xor_factor__refactor_dc2,structural,success_to_failure,controlled__controlled_xor_factor__refactor_dc2__cp000_source,controlled__controlled_xor_factor__refactor_dc2__cp001_strash_1,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__refactor_dc2/cp000_source.blif,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__refactor_dc2/cp001_strash_1.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/6bfa0bad1473e4f5.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/6bfa0bad1473e4f5.optimized.blif,pcva_48e9ac460200ed9e,dd8ce7f16c75f7c98dea7bdf02ff9740a88679c00e8cf2e68dd2745e75df83b4,d71c456341ee0f45eacd2caac58e06516f6b41a30e6f3e033405b5f213586dd4,4c9b5c3778da54166189fb04cde493accab339f895c34f87a97177d1bf6c6584,c62032324c7dc5d871f3ed71ce9dc2c324646c5d3fa4570d50c82214b4a2900c,"[""x0"", ""x1""]","[""y0""]",materialized_replay_pair,equivalent,,evidence_advancement_v1
c9d0453564d217a0,c737e7c5b735c4c6,controlled_xor_factor__b0,controlled_xor_factor__b0,controlled__controlled_xor_factor__rewrite_then_balance,functional_decomposition,success_to_failure,controlled__controlled_xor_factor__rewrite_then_balance__cp000_source,controlled__controlled_xor_factor__rewrite_then_balance__cp001_strash_1,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__rewrite_then_balance/cp000_source.blif,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__rewrite_then_balance/cp001_strash_1.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/c9d0453564d217a0.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/c9d0453564d217a0.optimized.blif,pcva_c737e7c5b735c4c6,dd8ce7f16c75f7c98dea7bdf02ff9740a88679c00e8cf2e68dd2745e75df83b4,d71c456341ee0f45eacd2caac58e06516f6b41a30e6f3e033405b5f213586dd4,96e323b7b0de2106da876c950c2a8a3722cf581196d455228da5b1dba17b5fb5,ee837dd494eff1ea55fe587284b62c9849bef9cbba75a7882f500e4429172aef,"[""x0"", ""x1""]","[""y0""]",materialized_replay_pair,equivalent,,evidence_advancement_v1
0c23da890dff3f4d,933d565467516c6c,controlled_xor_factor__b0,controlled_xor_factor__b0,controlled__controlled_xor_factor__rewrite_then_balance,functional_decomposition,failure_to_success,controlled__controlled_xor_factor__rewrite_then_balance__cp001_strash_1,controlled__controlled_xor_factor__rewrite_then_balance__cp002_rewrite_1,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__rewrite_then_balance/cp000_source.blif,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__rewrite_then_balance/cp002_rewrite_1.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/0c23da890dff3f4d.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/0c23da890dff3f4d.optimized.blif,pcva_933d565467516c6c,dd8ce7f16c75f7c98dea7bdf02ff9740a88679c00e8cf2e68dd2745e75df83b4,0985484e80a57e5a26f99119a8a2aa4ca55ac15ca2916b33a87320d0f608bfab,3ef53c198f10dd45dcf595e9c816008786615cf63e4e98361147d9173953ef7e,2563c20a25978c5ed718b884370aac91d6b6da64c4cf07f14f9c6daae8bb81f4,"[""x0"", ""x1""]","[""y0""]",materialized_replay_pair,equivalent,,evidence_advancement_v1
48959764d59633a8,1899c2c610ef5064,controlled_xor_factor__b0,controlled_xor_factor__b0,controlled__controlled_xor_factor__rewrite_then_balance,functional_survival,success_to_failure,controlled__controlled_xor_factor__rewrite_then_balance__cp000_source,controlled__controlled_xor_factor__rewrite_then_balance__cp001_strash_1,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__rewrite_then_balance/cp000_source.blif,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__rewrite_then_balance/cp001_strash_1.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/48959764d59633a8.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/48959764d59633a8.optimized.blif,pcva_1899c2c610ef5064,dd8ce7f16c75f7c98dea7bdf02ff9740a88679c00e8cf2e68dd2745e75df83b4,d71c456341ee0f45eacd2caac58e06516f6b41a30e6f3e033405b5f213586dd4,195fc9cf783c6442ab8b9ede51a834810c0fdf63f54089e2cae648c04355f5fa,341c24556773c9cc09d93162e261a2708e7443a12e6e9692cbdb012ba0e21dfa,"[""x0"", ""x1""]","[""y0""]",materialized_replay_pair,equivalent,,evidence_advancement_v1
f1ca4c9b64e79488,e78380a04cbbb599,controlled_xor_factor__b0,controlled_xor_factor__b0,controlled__controlled_xor_factor__rewrite_then_balance,structural,success_to_failure,controlled__controlled_xor_factor__rewrite_then_balance__cp000_source,controlled__controlled_xor_factor__rewrite_then_balance__cp001_strash_1,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__rewrite_then_balance/cp000_source.blif,results/semantic_recoverability_frontier/artifacts/checkpoints/controlled__controlled_xor_factor__rewrite_then_balance/cp001_strash_1.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/f1ca4c9b64e79488.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/f1ca4c9b64e79488.optimized.blif,pcva_e78380a04cbbb599,dd8ce7f16c75f7c98dea7bdf02ff9740a88679c00e8cf2e68dd2745e75df83b4,d71c456341ee0f45eacd2caac58e06516f6b41a30e6f3e033405b5f213586dd4,aa5b4ead4b6d8d19f069ee4270e791aa98f4ff2eb04391e4e2b7f329cdd8bc25,c1e05d9ae4fa67f1e996c3657b1c46a095de93c1db7cc703162c38588ed914af,"[""x0"", ""x1""]","[""y0""]",materialized_replay_pair,equivalent,,evidence_advancement_v1
e90eebbc8cb0e65d,c30982c90c06c27a,full_adder_carry__b0,full_adder_carry__b0,heldout__full_adder__mild_balance_rewrite,functional_decomposition,success_to_failure,heldout__full_adder__mild_balance_rewrite__cp000_source,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,results/semantic_recoverability_frontier/artifacts/checkpoints/heldout__full_adder__mild_balance_rewrite/cp000_source.blif,results/semantic_recoverability_frontier/artifacts/checkpoints/heldout__full_adder__mild_balance_rewrite/cp001_strash_1.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/e90eebbc8cb0e65d.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/e90eebbc8cb0e65d.optimized.blif,pcva_c30982c90c06c27a,954a446fceec1933095602fe50dee67a83a5c2e6a0cc946ee289009d634adc42,78412eb72b6ef4bc245c061735387ded2994f09f017824cf97040cb6b47029f4,e417529d1716589ce6704b13f28fe4e8f26fa6f85fab71341bed8cc248f15c15,10f7c1650a1238db6f6317735d0ad06de866bdf3ea15fe929352d30e433bdf5a,"[""a"", ""b"", ""cin""]","[""cout""]",materialized_replay_pair,equivalent,,evidence_advancement_v1
8bdf43925749beba,0588ff53852ded11,full_adder_carry__b0,full_adder_carry__b0,heldout__full_adder__mild_balance_rewrite,functional_survival,success_to_failure,heldout__full_adder__mild_balance_rewrite__cp000_source,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,results/semantic_recoverability_frontier/artifacts/checkpoints/heldout__full_adder__mild_balance_rewrite/cp000_source.blif,results/semantic_recoverability_frontier/artifacts/checkpoints/heldout__full_adder__mild_balance_rewrite/cp001_strash_1.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/8bdf43925749beba.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/8bdf43925749beba.optimized.blif,pcva_0588ff53852ded11,954a446fceec1933095602fe50dee67a83a5c2e6a0cc946ee289009d634adc42,78412eb72b6ef4bc245c061735387ded2994f09f017824cf97040cb6b47029f4,f5c332af7f8ad24c70a22591ae5e813427ae6bcd7d6868f756675e48dab506f7,5bc8759f950704a1f82ea879e438f0ab9d015595063d617998f176483ca56d33,"[""a"", ""b"", ""cin""]","[""cout""]",materialized_replay_pair,equivalent,,evidence_advancement_v1
5c300a974ba662e5,74419b8b170e9506,full_adder_carry__b0,full_adder_carry__b0,heldout__full_adder__refactor_dc2,functional_decomposition,success_to_failure,heldout__full_adder__refactor_dc2__cp000_source,heldout__full_adder__refactor_dc2__cp001_strash_1,results/semantic_recoverability_frontier/artifacts/checkpoints/heldout__full_adder__refactor_dc2/cp000_source.blif,results/semantic_recoverability_frontier/artifacts/checkpoints/heldout__full_adder__refactor_dc2/cp001_strash_1.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/5c300a974ba662e5.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/5c300a974ba662e5.optimized.blif,pcva_74419b8b170e9506,954a446fceec1933095602fe50dee67a83a5c2e6a0cc946ee289009d634adc42,ed7531afa3dd979f588e8bbbaba5ae68660d5a4e3b4e17c0f422eb1c0e752bd3,2df361b731ad589d6c88fec2ce8dfc45f585b042c0e21b31075a784c76149cb4,33c26db9bceb5bc9cc2223f01362a27a0e627622cf50fef413bb78d6a935ee5d,"[""a"", ""b"", ""cin""]","[""cout""]",materialized_replay_pair,equivalent,,evidence_advancement_v1
3f3c2d296dfb0ea0,0360555a3cd9b69a,full_adder_carry__b0,full_adder_carry__b0,heldout__full_adder__refactor_dc2,functional_decomposition,failure_to_success,heldout__full_adder__refactor_dc2__cp002_refactor_1,heldout__full_adder__refactor_dc2__cp003_dc2_1,results/semantic_recoverability_frontier/artifacts/checkpoints/heldout__full_adder__refactor_dc2/cp000_source.blif,results/semantic_recoverability_frontier/artifacts/checkpoints/heldout__full_adder__refactor_dc2/cp003_dc2_1.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/3f3c2d296dfb0ea0.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/3f3c2d296dfb0ea0.optimized.blif,pcva_0360555a3cd9b69a,954a446fceec1933095602fe50dee67a83a5c2e6a0cc946ee289009d634adc42,0a1564a76a8fb9752be3393b89cc02e63cd799d5707242ef31e5fac66a30debd,73b244e8b8f5ad5e9f306a8a859cae289cb901de22d4f80dd4539e4459e37962,c9dd9b1f85c9ce48068766f03c1a9fe1ad376e96e3fbb498d29968b46e7c1ff0,"[""a"", ""b"", ""cin""]","[""cout""]",materialized_replay_pair,equivalent,,evidence_advancement_v1
