case_id,anchor_mode,search_mode,baseline_success,materialized_success,proven_materialized_anchor_count,usable_materialized_anchor_count,selected_materialized_anchor_count,boundary_valid,contains_original_coi,valid_ebi_cut,valid_ebo_cut,incoming_bypass_count,outgoing_bypass_count,cycle_free,whole_design_boundary,extension_node_count,extension_ratio,runtime_seconds,failure_reason,benchmark,optimization,coi_name,newly_recovered_boundary
generated_adder_4|adder_bit1_carry_sum_region|dc2|formal_plus_materialized|cost_guided,formal_plus_materialized,cost_guided,False,False,3,0,0,False,True,True,False,0,2,True,False,6,0.20689655172413793,0.005032,invalid_ebo_cut;outgoing_bypass,generated_adder_4,dc2,adder_bit1_carry_sum_region,False
generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_plus_materialized|cost_guided,formal_plus_materialized,cost_guided,False,False,3,0,0,False,True,True,False,0,2,True,False,6,0.20689655172413793,0.004586,invalid_ebo_cut;outgoing_bypass,generated_adder_4,resyn2,adder_bit1_carry_sum_region,False
generated_mux_tree_4|mux_tree_root|dc2|formal_plus_materialized|cost_guided,formal_plus_materialized,cost_guided,False,False,1,0,0,False,True,False,True,1,0,True,False,1,0.16666666666666666,0.000142,invalid_ebi_cut;incoming_bypass,generated_mux_tree_4,dc2,mux_tree_root,False
generated_mux_tree_4|mux_tree_root|resyn2|formal_plus_materialized|cost_guided,formal_plus_materialized,cost_guided,False,False,2,0,0,False,True,False,True,3,0,True,True,6,1.0,0.000492,invalid_ebi_cut;incoming_bypass;whole_design_candidate;extension_limit_exceeded,generated_mux_tree_4,resyn2,mux_tree_root,False
generated_mux_tree_8|mux_tree_upper_root|dc2|formal_plus_materialized|cost_guided,formal_plus_materialized,cost_guided,False,False,7,0,0,False,True,False,True,4,0,True,False,5,0.29411764705882354,0.000223,invalid_ebi_cut;incoming_bypass,generated_mux_tree_8,dc2,mux_tree_upper_root,False
generated_mux_tree_8|mux_tree_upper_root|resyn2|formal_plus_materialized|cost_guided,formal_plus_materialized,cost_guided,False,False,4,0,0,False,True,False,True,4,0,True,False,5,0.29411764705882354,0.000210,invalid_ebi_cut;incoming_bypass,generated_mux_tree_8,resyn2,mux_tree_upper_root,False
