mode,candidate_id,region_id,case_id,operator,width,iteration,examples_before,examples_after,template_family,candidate_expression,synthesis_result,verification_result,counterexample_assignment,counterexample_reproduced,synthesis_runtime,verification_runtime,cumulative_runtime,termination_reason,proof_backend,proof_scope,evidence_level,schema_version
blind,arithmetic_affine_w6__identity__ground_truth_region__blind_cegis__0012,arithmetic_affine_w6__identity__ground_truth_region,arithmetic_affine_w6,affine,9,1,1,2,affine_unary,"add<9,unsigned>(9'd5,mul<9,unsigned>(9'd5,input1))",sat,sat,"{""input1"":30}",true,0.005174,0.032165,0.037339,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_affine_w6__identity__ground_truth_region,arithmetic_affine_w6,affine,9,2,2,2,,,unsat,not_run,{},false,0.025259,0.000000,0.037339,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_affine_w6__identity__whole_output_cone__blind_cegis__0012,arithmetic_affine_w6__identity__whole_output_cone,arithmetic_affine_w6,affine,9,1,1,2,affine_unary,"add<9,unsigned>(9'd5,mul<9,unsigned>(9'd5,input1))",sat,sat,"{""input1"":38}",true,0.004706,0.031848,0.036554,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_affine_w6__identity__whole_output_cone,arithmetic_affine_w6,affine,9,2,2,2,,,unsat,not_run,{},false,0.025219,0.000000,0.036554,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_affine_w8__identity__ground_truth_region__blind_cegis__0012,arithmetic_affine_w8__identity__ground_truth_region,arithmetic_affine_w8,affine,11,1,1,2,affine_unary,"add<11,unsigned>(11'd5,mul<11,unsigned>(11'd5,input1))",sat,sat,"{""input1"":141}",true,0.021241,0.190936,0.212177,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_affine_w8__identity__ground_truth_region,arithmetic_affine_w8,affine,11,2,2,2,,,unsat,not_run,{},false,0.114565,0.000000,0.212177,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_affine_w8__identity__whole_output_cone__blind_cegis__0012,arithmetic_affine_w8__identity__whole_output_cone,arithmetic_affine_w8,affine,11,1,1,2,affine_unary,"add<11,unsigned>(11'd5,mul<11,unsigned>(11'd5,input1))",sat,sat,"{""input1"":66}",true,0.021296,0.190768,0.212064,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_affine_w8__identity__whole_output_cone,arithmetic_affine_w8,affine,11,2,2,2,,,unsat,not_run,{},false,0.114418,0.000000,0.212064,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_bilinear_w2__identity__ground_truth_region__blind_cegis__0001,arithmetic_bilinear_w2__identity__ground_truth_region,arithmetic_bilinear_w2,bilinear,5,1,1,2,constant_multiply,"mul<5,unsigned>(5'd0,input1)",sat,sat,"{""input1"":58}",true,0.001543,0.056700,0.058243,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_bilinear_w2__identity__ground_truth_region__blind_cegis__0021,arithmetic_bilinear_w2__identity__ground_truth_region,arithmetic_bilinear_w2,bilinear,5,2,2,3,constant_multiply,"mul<5,unsigned>(5'd10,input1)",sat,sat,"{""input1"":242}",true,0.016860,0.058829,0.133932,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_bilinear_w2__identity__ground_truth_region,arithmetic_bilinear_w2,bilinear,5,3,3,3,,,unsat,not_run,{},false,0.056167,0.000000,0.133932,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_bilinear_w2__identity__whole_output_cone__blind_cegis__0001,arithmetic_bilinear_w2__identity__whole_output_cone,arithmetic_bilinear_w2,bilinear,5,1,1,2,constant_multiply,"mul<5,unsigned>(5'd0,input1)",sat,sat,"{""input1"":173}",true,0.001641,0.056546,0.058187,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_bilinear_w2__identity__whole_output_cone__blind_cegis__0007,arithmetic_bilinear_w2__identity__whole_output_cone,arithmetic_bilinear_w2,bilinear,5,2,2,3,constant_multiply,"mul<5,unsigned>(5'd3,input1)",sat,sat,"{""input1"":121}",true,0.005632,0.059228,0.123046,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_bilinear_w2__identity__whole_output_cone,arithmetic_bilinear_w2,bilinear,5,3,3,3,,,unsat,not_run,{},false,0.055201,0.000000,0.123046,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__balance__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w2__balance__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,1,1,2,constant_multiply,"mul<4,unsigned>(4'd0,input1)",sat,sat,"{""input1"":1,""input2"":1}",true,0.000396,0.001339,0.001735,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__balance__whole_output_cone__blind_cegis__0017,arithmetic_constant_multiply_w2__balance__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,2,2,3,constant_multiply,"mul<4,unsigned>(4'd8,input1)",sat,sat,"{""input1"":0,""input2"":1}",true,0.001818,0.002561,0.006114,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__balance__whole_output_cone__blind_cegis__0146,arithmetic_constant_multiply_w2__balance__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,3,3,4,affine_binary,"add<4,unsigned>(mul<4,unsigned>(4'd4,input1),mul<4,unsigned>(4'd4,input2))",sat,sat,"{""input1"":1,""input2"":0}",true,0.017946,0.002364,0.026424,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w2__balance__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,4,4,4,,,unsat,not_run,{},false,0.020215,0.000000,0.026424,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__compress2rs__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w2__compress2rs__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,1,1,2,constant_multiply,"mul<4,unsigned>(4'd0,input1)",sat,sat,"{""input1"":1,""input2"":0}",true,0.000827,0.001403,0.002230,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__compress2rs__whole_output_cone__blind_cegis__0007,arithmetic_constant_multiply_w2__compress2rs__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,2,2,3,constant_multiply,"mul<4,unsigned>(4'd3,input1)",sat,sat,"{""input1"":1,""input2"":1}",true,0.000756,0.001929,0.004915,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__compress2rs__whole_output_cone__blind_cegis__0132,arithmetic_constant_multiply_w2__compress2rs__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,3,3,3,affine_binary,"add<4,unsigned>(mul<4,unsigned>(4'd3,input1),mul<4,unsigned>(4'd6,input2))",sat,unsat,{},true,0.016633,0.002002,0.023550,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__dc2__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w2__dc2__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,1,1,2,constant_multiply,"mul<4,unsigned>(4'd0,input1)",sat,sat,"{""input1"":1,""input2"":0}",true,0.000426,0.001332,0.001758,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__dc2__whole_output_cone__blind_cegis__0003,arithmetic_constant_multiply_w2__dc2__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,2,2,3,constant_multiply,"mul<4,unsigned>(4'd1,input1)",sat,sat,"{""input1"":1,""input2"":1}",true,0.000315,0.001114,0.003187,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__dc2__whole_output_cone__blind_cegis__0102,arithmetic_constant_multiply_w2__dc2__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,3,3,4,affine_binary,"add<4,unsigned>(mul<4,unsigned>(4'd1,input1),mul<4,unsigned>(4'd8,input2))",sat,sat,"{""input1"":0,""input2"":1}",true,0.012183,0.001964,0.017334,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w2__dc2__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,4,4,4,,,unsat,not_run,{},false,0.020808,0.000000,0.017334,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__identity__ground_truth_region__blind_cegis__0001,arithmetic_constant_multiply_w2__identity__ground_truth_region,arithmetic_constant_multiply_w2,constant_multiply,4,1,1,2,constant_multiply,"mul<4,unsigned>(4'd0,input1)",sat,sat,"{""input1"":1,""input2"":1}",true,0.000358,0.001403,0.001761,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__identity__ground_truth_region__blind_cegis__0019,arithmetic_constant_multiply_w2__identity__ground_truth_region,arithmetic_constant_multiply_w2,constant_multiply,4,2,2,3,constant_multiply,"mul<4,unsigned>(4'd9,input1)",sat,sat,"{""input1"":0,""input2"":1}",true,0.002022,0.002009,0.005792,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__identity__ground_truth_region__blind_cegis__0132,arithmetic_constant_multiply_w2__identity__ground_truth_region,arithmetic_constant_multiply_w2,constant_multiply,4,3,3,3,affine_binary,"add<4,unsigned>(mul<4,unsigned>(4'd3,input1),mul<4,unsigned>(4'd6,input2))",sat,unsat,{},true,0.016119,0.001425,0.023336,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__identity__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w2__identity__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,1,1,2,constant_multiply,"mul<4,unsigned>(4'd0,input1)",sat,sat,"{""input1"":1,""input2"":0}",true,0.000326,0.001325,0.001651,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__identity__whole_output_cone__blind_cegis__0007,arithmetic_constant_multiply_w2__identity__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,2,2,3,constant_multiply,"mul<4,unsigned>(4'd3,input1)",sat,sat,"{""input1"":0,""input2"":1}",true,0.000722,0.001939,0.004312,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__identity__whole_output_cone__blind_cegis__0132,arithmetic_constant_multiply_w2__identity__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,3,3,3,affine_binary,"add<4,unsigned>(mul<4,unsigned>(4'd3,input1),mul<4,unsigned>(4'd6,input2))",sat,unsat,{},true,0.016120,0.001371,0.021803,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__refactor__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w2__refactor__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,1,1,2,constant_multiply,"mul<4,unsigned>(4'd0,input1)",sat,sat,"{""input1"":1,""input2"":0}",true,0.000287,0.001190,0.001477,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__refactor__whole_output_cone__blind_cegis__0003,arithmetic_constant_multiply_w2__refactor__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,2,2,3,constant_multiply,"mul<4,unsigned>(4'd1,input1)",sat,sat,"{""input1"":1,""input2"":1}",true,0.000300,0.001077,0.002853,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__refactor__whole_output_cone__blind_cegis__0102,arithmetic_constant_multiply_w2__refactor__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,3,3,4,affine_binary,"add<4,unsigned>(mul<4,unsigned>(4'd1,input1),mul<4,unsigned>(4'd8,input2))",sat,sat,"{""input1"":0,""input2"":1}",true,0.012172,0.001900,0.016926,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w2__refactor__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,4,4,4,,,unsat,not_run,{},false,0.020708,0.000000,0.016926,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__resub__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w2__resub__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,1,1,2,constant_multiply,"mul<4,unsigned>(4'd0,input1)",sat,sat,"{""input1"":1,""input2"":0}",true,0.002108,0.001238,0.003346,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__resub__whole_output_cone__blind_cegis__0003,arithmetic_constant_multiply_w2__resub__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,2,2,3,constant_multiply,"mul<4,unsigned>(4'd1,input1)",sat,sat,"{""input1"":1,""input2"":1}",true,0.000320,0.001108,0.004773,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__resub__whole_output_cone__blind_cegis__0102,arithmetic_constant_multiply_w2__resub__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,3,3,4,affine_binary,"add<4,unsigned>(mul<4,unsigned>(4'd1,input1),mul<4,unsigned>(4'd8,input2))",sat,sat,"{""input1"":0,""input2"":1}",true,0.012393,0.002035,0.019201,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w2__resub__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,4,4,4,,,unsat,not_run,{},false,0.020835,0.000000,0.019201,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__resyn__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w2__resyn__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,1,1,2,constant_multiply,"mul<4,unsigned>(4'd0,input1)",sat,sat,"{""input1"":1,""input2"":1}",true,0.000380,0.001331,0.001711,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__resyn__whole_output_cone__blind_cegis__0017,arithmetic_constant_multiply_w2__resyn__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,2,2,3,constant_multiply,"mul<4,unsigned>(4'd8,input1)",sat,sat,"{""input1"":0,""input2"":1}",true,0.001810,0.002156,0.005677,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__resyn__whole_output_cone__blind_cegis__0146,arithmetic_constant_multiply_w2__resyn__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,3,3,4,affine_binary,"add<4,unsigned>(mul<4,unsigned>(4'd4,input1),mul<4,unsigned>(4'd4,input2))",sat,sat,"{""input1"":1,""input2"":0}",true,0.018256,0.002054,0.025987,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w2__resyn__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,4,4,4,,,unsat,not_run,{},false,0.020345,0.000000,0.025987,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__resyn2__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w2__resyn2__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,1,1,2,constant_multiply,"mul<4,unsigned>(4'd0,input1)",sat,sat,"{""input1"":1,""input2"":0}",true,0.000871,0.001403,0.002274,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__resyn2__whole_output_cone__blind_cegis__0007,arithmetic_constant_multiply_w2__resyn2__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,2,2,3,constant_multiply,"mul<4,unsigned>(4'd3,input1)",sat,sat,"{""input1"":1,""input2"":1}",true,0.000774,0.002085,0.005133,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__resyn2__whole_output_cone__blind_cegis__0132,arithmetic_constant_multiply_w2__resyn2__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,3,3,3,affine_binary,"add<4,unsigned>(mul<4,unsigned>(4'd3,input1),mul<4,unsigned>(4'd6,input2))",sat,unsat,{},true,0.016758,0.002203,0.024094,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__rewrite__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w2__rewrite__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,1,1,2,constant_multiply,"mul<4,unsigned>(4'd0,input1)",sat,sat,"{""input1"":1,""input2"":1}",true,0.000346,0.001170,0.001516,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__rewrite__whole_output_cone__blind_cegis__0017,arithmetic_constant_multiply_w2__rewrite__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,2,2,3,constant_multiply,"mul<4,unsigned>(4'd8,input1)",sat,sat,"{""input1"":0,""input2"":1}",true,0.001795,0.001935,0.005246,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w2__rewrite__whole_output_cone__blind_cegis__0146,arithmetic_constant_multiply_w2__rewrite__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,3,3,4,affine_binary,"add<4,unsigned>(mul<4,unsigned>(4'd4,input1),mul<4,unsigned>(4'd4,input2))",sat,sat,"{""input1"":1,""input2"":0}",true,0.018514,0.001982,0.025742,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w2__rewrite__whole_output_cone,arithmetic_constant_multiply_w2,constant_multiply,4,4,4,4,,,unsat,not_run,{},false,0.020480,0.000000,0.025742,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__balance__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w3__balance__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,1,1,2,constant_multiply,"mul<5,unsigned>(5'd0,input1)",sat,sat,"{""input1"":6}",true,0.000406,0.001869,0.002275,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__balance__whole_output_cone__blind_cegis__0017,arithmetic_constant_multiply_w3__balance__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,2,2,3,constant_multiply,"mul<5,unsigned>(5'd8,input1)",sat,sat,"{""input1"":2}",true,0.002764,0.002556,0.007595,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w3__balance__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,3,3,3,,,unsat,not_run,{},false,0.011058,0.000000,0.007595,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__compress2rs__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w3__compress2rs__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,1,1,2,constant_multiply,"mul<5,unsigned>(5'd0,input1)",sat,sat,"{""input1"":6}",true,0.000359,0.001695,0.002054,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__compress2rs__whole_output_cone__blind_cegis__0007,arithmetic_constant_multiply_w3__compress2rs__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,2,2,3,constant_multiply,"mul<5,unsigned>(5'd3,input1)",sat,sat,"{""input1"":2}",true,0.001003,0.002556,0.005613,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w3__compress2rs__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,3,3,3,,,unsat,not_run,{},false,0.010038,0.000000,0.005613,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__dc2__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w3__dc2__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,1,1,2,constant_multiply,"mul<5,unsigned>(5'd0,input1)",sat,sat,"{""input1"":6}",true,0.000354,0.001694,0.002048,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__dc2__whole_output_cone__blind_cegis__0017,arithmetic_constant_multiply_w3__dc2__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,2,2,3,constant_multiply,"mul<5,unsigned>(5'd8,input1)",sat,sat,"{""input1"":1}",true,0.002351,0.002453,0.006852,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w3__dc2__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,3,3,3,,,unsat,not_run,{},false,0.009385,0.000000,0.006852,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__identity__ground_truth_region__blind_cegis__0001,arithmetic_constant_multiply_w3__identity__ground_truth_region,arithmetic_constant_multiply_w3,constant_multiply,5,1,1,2,constant_multiply,"mul<5,unsigned>(5'd0,input1)",sat,sat,"{""input1"":7}",true,0.000283,0.002231,0.002514,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__identity__ground_truth_region__blind_cegis__0007,arithmetic_constant_multiply_w3__identity__ground_truth_region,arithmetic_constant_multiply_w3,constant_multiply,5,2,2,2,constant_multiply,"mul<5,unsigned>(5'd3,input1)",sat,unsat,{},true,0.000864,0.003225,0.006603,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__identity__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w3__identity__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,1,1,2,constant_multiply,"mul<5,unsigned>(5'd0,input1)",sat,sat,"{""input1"":4}",true,0.000305,0.002196,0.002501,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__identity__whole_output_cone__blind_cegis__0007,arithmetic_constant_multiply_w3__identity__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,2,2,2,constant_multiply,"mul<5,unsigned>(5'd3,input1)",sat,unsat,{},true,0.000880,0.003082,0.006463,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__refactor__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w3__refactor__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,1,1,2,constant_multiply,"mul<5,unsigned>(5'd0,input1)",sat,sat,"{""input1"":6}",true,0.000293,0.001575,0.001868,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__refactor__whole_output_cone__blind_cegis__0007,arithmetic_constant_multiply_w3__refactor__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,2,2,3,constant_multiply,"mul<5,unsigned>(5'd3,input1)",sat,sat,"{""input1"":7}",true,0.001000,0.002473,0.005341,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w3__refactor__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,3,3,3,,,unsat,not_run,{},false,0.009898,0.000000,0.005341,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__resub__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w3__resub__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,1,1,2,constant_multiply,"mul<5,unsigned>(5'd0,input1)",sat,sat,"{""input1"":6}",true,0.000358,0.001754,0.002112,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__resub__whole_output_cone__blind_cegis__0017,arithmetic_constant_multiply_w3__resub__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,2,2,3,constant_multiply,"mul<5,unsigned>(5'd8,input1)",sat,sat,"{""input1"":2}",true,0.002622,0.002511,0.007245,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w3__resub__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,3,3,3,,,unsat,not_run,{},false,0.010763,0.000000,0.007245,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__resyn__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w3__resyn__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,1,1,2,constant_multiply,"mul<5,unsigned>(5'd0,input1)",sat,sat,"{""input1"":6}",true,0.000349,0.001845,0.002194,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__resyn__whole_output_cone__blind_cegis__0017,arithmetic_constant_multiply_w3__resyn__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,2,2,3,constant_multiply,"mul<5,unsigned>(5'd8,input1)",sat,sat,"{""input1"":2}",true,0.002707,0.002594,0.007495,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w3__resyn__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,3,3,3,,,unsat,not_run,{},false,0.011225,0.000000,0.007495,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__resyn2__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w3__resyn2__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,1,1,2,constant_multiply,"mul<5,unsigned>(5'd0,input1)",sat,sat,"{""input1"":6}",true,0.000353,0.001734,0.002087,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__resyn2__whole_output_cone__blind_cegis__0007,arithmetic_constant_multiply_w3__resyn2__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,2,2,3,constant_multiply,"mul<5,unsigned>(5'd3,input1)",sat,sat,"{""input1"":2}",true,0.000996,0.002475,0.005558,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w3__resyn2__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,3,3,3,,,unsat,not_run,{},false,0.010176,0.000000,0.005558,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w3__rewrite__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w3__rewrite__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,1,1,2,constant_multiply,"mul<5,unsigned>(5'd0,input1)",sat,sat,"{""input1"":6}",true,0.000332,0.001723,0.002055,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
