mode,candidate_id,region_id,case_id,operator,width,iteration,examples_before,examples_after,template_family,candidate_expression,synthesis_result,verification_result,counterexample_assignment,counterexample_reproduced,synthesis_runtime,verification_runtime,cumulative_runtime,termination_reason,proof_backend,proof_scope,evidence_level,schema_version
blind,arithmetic_constant_multiply_w3__rewrite__whole_output_cone__blind_cegis__0017,arithmetic_constant_multiply_w3__rewrite__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,2,2,3,constant_multiply,"mul<5,unsigned>(5'd8,input1)",sat,sat,"{""input1"":2}",true,0.002725,0.002614,0.007394,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w3__rewrite__whole_output_cone,arithmetic_constant_multiply_w3,constant_multiply,5,3,3,3,,,unsat,not_run,{},false,0.011221,0.000000,0.007394,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__balance__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w4__balance__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,1,1,2,constant_multiply,"mul<6,unsigned>(6'd0,input1)",sat,sat,"{""input1"":11}",true,0.000422,0.002937,0.003359,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__balance__whole_output_cone__blind_cegis__0007,arithmetic_constant_multiply_w4__balance__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,2,2,3,constant_multiply,"mul<6,unsigned>(6'd3,input1)",sat,sat,"{""input1"":2}",true,0.001854,0.004129,0.009342,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w4__balance__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,3,3,3,,,unsat,not_run,{},false,0.023784,0.000000,0.009342,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__compress2rs__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w4__compress2rs__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,1,1,2,constant_multiply,"mul<6,unsigned>(6'd0,input1)",sat,sat,"{""input1"":9}",true,0.000641,0.003370,0.004011,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__compress2rs__whole_output_cone__blind_cegis__0007,arithmetic_constant_multiply_w4__compress2rs__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,2,2,3,constant_multiply,"mul<6,unsigned>(6'd3,input1)",sat,sat,"{""input1"":12}",true,0.001432,0.006550,0.011993,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w4__compress2rs__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,3,3,3,,,unsat,not_run,{},false,0.022040,0.000000,0.011993,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__dc2__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w4__dc2__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,1,1,2,constant_multiply,"mul<6,unsigned>(6'd0,input1)",sat,sat,"{""input1"":10}",true,0.000604,0.003069,0.003673,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__dc2__whole_output_cone__blind_cegis__0045,arithmetic_constant_multiply_w4__dc2__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,2,2,3,constant_multiply,"mul<6,unsigned>(6'd22,input1)",sat,sat,"{""input1"":3}",true,0.014315,0.011196,0.029184,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w4__dc2__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,3,3,3,,,unsat,not_run,{},false,0.012787,0.000000,0.029184,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__identity__ground_truth_region__blind_cegis__0001,arithmetic_constant_multiply_w4__identity__ground_truth_region,arithmetic_constant_multiply_w4,constant_multiply,6,1,1,2,constant_multiply,"mul<6,unsigned>(6'd0,input1)",sat,sat,"{""input1"":13}",true,0.000384,0.005230,0.005614,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__identity__ground_truth_region__blind_cegis__0007,arithmetic_constant_multiply_w4__identity__ground_truth_region,arithmetic_constant_multiply_w4,constant_multiply,6,2,2,2,constant_multiply,"mul<6,unsigned>(6'd3,input1)",sat,unsat,{},true,0.001249,0.006126,0.012988,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__identity__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w4__identity__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,1,1,2,constant_multiply,"mul<6,unsigned>(6'd0,input1)",sat,sat,"{""input1"":15}",true,0.000412,0.005124,0.005536,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__identity__whole_output_cone__blind_cegis__0007,arithmetic_constant_multiply_w4__identity__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,2,2,2,constant_multiply,"mul<6,unsigned>(6'd3,input1)",sat,unsat,{},true,0.001230,0.006083,0.012849,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__refactor__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w4__refactor__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,1,1,2,constant_multiply,"mul<6,unsigned>(6'd0,input1)",sat,sat,"{""input1"":3}",true,0.000418,0.002683,0.003101,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__refactor__whole_output_cone__blind_cegis__0007,arithmetic_constant_multiply_w4__refactor__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,2,2,3,constant_multiply,"mul<6,unsigned>(6'd3,input1)",sat,sat,"{""input1"":1}",true,0.001584,0.003561,0.008246,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w4__refactor__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,3,3,3,,,unsat,not_run,{},false,0.015309,0.000000,0.008246,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__resub__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w4__resub__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,1,1,2,constant_multiply,"mul<6,unsigned>(6'd0,input1)",sat,sat,"{""input1"":1}",true,0.000400,0.002596,0.002996,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__resub__whole_output_cone__blind_cegis__0003,arithmetic_constant_multiply_w4__resub__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,2,2,3,constant_multiply,"mul<6,unsigned>(6'd1,input1)",sat,sat,"{""input1"":2}",true,0.000638,0.002436,0.006069,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w4__resub__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,3,3,3,,,unsat,not_run,{},false,0.016168,0.000000,0.006069,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__resyn__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w4__resyn__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,1,1,2,constant_multiply,"mul<6,unsigned>(6'd0,input1)",sat,sat,"{""input1"":8}",true,0.000353,0.002536,0.002889,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__resyn__whole_output_cone__blind_cegis__0007,arithmetic_constant_multiply_w4__resyn__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,2,2,3,constant_multiply,"mul<6,unsigned>(6'd3,input1)",sat,sat,"{""input1"":6}",true,0.001349,0.003272,0.007510,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w4__resyn__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,3,3,3,,,unsat,not_run,{},false,0.013757,0.000000,0.007510,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__resyn2__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w4__resyn2__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,1,1,2,constant_multiply,"mul<6,unsigned>(6'd0,input1)",sat,sat,"{""input1"":13}",true,0.000368,0.002340,0.002708,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w4__resyn2__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,2,2,2,,,unsat,not_run,{},false,0.013341,0.000000,0.002708,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__rewrite__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w4__rewrite__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,1,1,2,constant_multiply,"mul<6,unsigned>(6'd0,input1)",sat,sat,"{""input1"":10}",true,0.000360,0.002431,0.002791,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w4__rewrite__whole_output_cone__blind_cegis__0057,arithmetic_constant_multiply_w4__rewrite__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,2,2,3,constant_multiply,"mul<6,unsigned>(6'd28,input1)",sat,sat,"{""input1"":15}",true,0.011431,0.003290,0.017512,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,,arithmetic_constant_multiply_w4__rewrite__whole_output_cone,arithmetic_constant_multiply_w4,constant_multiply,6,3,3,3,,,unsat,not_run,{},false,0.013583,0.000000,0.017512,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w6__identity__ground_truth_region__blind_cegis__0001,arithmetic_constant_multiply_w6__identity__ground_truth_region,arithmetic_constant_multiply_w6,constant_multiply,8,1,1,2,constant_multiply,"mul<8,unsigned>(8'd0,input1)",sat,sat,"{""input1"":58}",true,0.000580,0.029943,0.030523,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w6__identity__ground_truth_region__blind_cegis__0007,arithmetic_constant_multiply_w6__identity__ground_truth_region,arithmetic_constant_multiply_w6,constant_multiply,8,2,2,2,constant_multiply,"mul<8,unsigned>(8'd3,input1)",sat,unsat,{},true,0.003622,0.032872,0.067017,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w6__identity__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w6__identity__whole_output_cone,arithmetic_constant_multiply_w6,constant_multiply,8,1,1,2,constant_multiply,"mul<8,unsigned>(8'd0,input1)",sat,sat,"{""input1"":26}",true,0.001156,0.029603,0.030759,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w6__identity__whole_output_cone__blind_cegis__0007,arithmetic_constant_multiply_w6__identity__whole_output_cone,arithmetic_constant_multiply_w6,constant_multiply,8,2,2,2,constant_multiply,"mul<8,unsigned>(8'd3,input1)",sat,unsat,{},true,0.003686,0.031684,0.066129,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w8__identity__ground_truth_region__blind_cegis__0001,arithmetic_constant_multiply_w8__identity__ground_truth_region,arithmetic_constant_multiply_w8,constant_multiply,10,1,1,2,constant_multiply,"mul<10,unsigned>(10'd0,input1)",sat,sat,"{""input1"":38}",true,0.002407,0.196487,0.198894,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w8__identity__ground_truth_region__blind_cegis__0007,arithmetic_constant_multiply_w8__identity__ground_truth_region,arithmetic_constant_multiply_w8,constant_multiply,10,2,2,2,constant_multiply,"mul<10,unsigned>(10'd3,input1)",sat,unsat,{},true,0.016788,0.198099,0.413781,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w8__identity__whole_output_cone__blind_cegis__0001,arithmetic_constant_multiply_w8__identity__whole_output_cone,arithmetic_constant_multiply_w8,constant_multiply,10,1,1,2,constant_multiply,"mul<10,unsigned>(10'd0,input1)",sat,sat,"{""input1"":46}",true,0.002715,0.186591,0.189306,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
blind,arithmetic_constant_multiply_w8__identity__whole_output_cone__blind_cegis__0007,arithmetic_constant_multiply_w8__identity__whole_output_cone,arithmetic_constant_multiply_w8,constant_multiply,10,2,2,2,constant_multiply,"mul<10,unsigned>(10'd3,input1)",sat,unsat,{},true,0.016889,0.202603,0.408798,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_sign_extend_w6__identity__ground_truth_region__blind_cegis__0001,bitmanip_sign_extend_w6__identity__ground_truth_region,bitmanip_sign_extend_w6,sign_extend,12,1,1,2,constant_multiply,"mul<12,unsigned>(12'd0,a)",sat,sat,"{""a"":56}",true,0.000671,0.045985,0.046656,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_sign_extend_w6__identity__ground_truth_region__blind_cegis__0069,bitmanip_sign_extend_w6__identity__ground_truth_region,bitmanip_sign_extend_w6,sign_extend,12,2,2,2,sign_extend,"sign_extend<12,signed>(a)",sat,unsat,{},true,0.056844,0.047314,0.150813,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_sign_extend_w6__identity__whole_output_cone__blind_cegis__0001,bitmanip_sign_extend_w6__identity__whole_output_cone,bitmanip_sign_extend_w6,sign_extend,12,1,1,2,constant_multiply,"mul<12,unsigned>(12'd0,a)",sat,sat,"{""a"":28}",true,0.000613,0.046314,0.046927,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_sign_extend_w6__identity__whole_output_cone__blind_cegis__0003,bitmanip_sign_extend_w6__identity__whole_output_cone,bitmanip_sign_extend_w6,sign_extend,12,2,2,3,constant_multiply,"mul<12,unsigned>(12'd1,a)",sat,sat,"{""a"":34}",true,0.002241,0.046676,0.095845,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_sign_extend_w6__identity__whole_output_cone__blind_cegis__0069,bitmanip_sign_extend_w6__identity__whole_output_cone,bitmanip_sign_extend_w6,sign_extend,12,3,3,3,sign_extend,"sign_extend<12,signed>(a)",sat,unsat,{},true,0.056990,0.047615,0.200450,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_sign_extend_w8__identity__ground_truth_region__blind_cegis__0001,bitmanip_sign_extend_w8__identity__ground_truth_region,bitmanip_sign_extend_w8,sign_extend,16,1,1,2,constant_multiply,"mul<16,unsigned>(16'd0,a)",sat,sat,"{""a"":245}",true,0.002890,0.309798,0.312688,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_sign_extend_w8__identity__ground_truth_region__blind_cegis__0069,bitmanip_sign_extend_w8__identity__ground_truth_region,bitmanip_sign_extend_w8,sign_extend,16,2,2,2,sign_extend,"sign_extend<16,signed>(a)",sat,unsat,{},true,0.289834,0.317851,0.920373,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_sign_extend_w8__identity__whole_output_cone__blind_cegis__0001,bitmanip_sign_extend_w8__identity__whole_output_cone,bitmanip_sign_extend_w8,sign_extend,16,1,1,2,constant_multiply,"mul<16,unsigned>(16'd0,a)",sat,sat,"{""a"":77}",true,0.002875,0.308769,0.311644,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_sign_extend_w8__identity__whole_output_cone__blind_cegis__0003,bitmanip_sign_extend_w8__identity__whole_output_cone,bitmanip_sign_extend_w8,sign_extend,16,2,2,3,constant_multiply,"mul<16,unsigned>(16'd1,a)",sat,sat,"{""a"":252}",true,0.011160,0.314389,0.637193,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_sign_extend_w8__identity__whole_output_cone__blind_cegis__0069,bitmanip_sign_extend_w8__identity__whole_output_cone,bitmanip_sign_extend_w8,sign_extend,16,3,3,3,sign_extend,"sign_extend<16,signed>(a)",sat,unsat,{},true,0.290282,0.321870,1.249345,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_zero_extend_w6__identity__ground_truth_region__blind_cegis__0001,bitmanip_zero_extend_w6__identity__ground_truth_region,bitmanip_zero_extend_w6,zero_extend,12,1,1,2,constant_multiply,"mul<12,unsigned>(12'd0,a)",sat,sat,"{""a"":19}",true,0.000477,0.024353,0.024830,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_zero_extend_w6__identity__ground_truth_region__blind_cegis__0003,bitmanip_zero_extend_w6__identity__ground_truth_region,bitmanip_zero_extend_w6,zero_extend,12,2,2,2,constant_multiply,"mul<12,unsigned>(12'd1,a)",sat,unsat,{},true,0.001323,0.025796,0.051949,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_zero_extend_w6__identity__whole_output_cone__blind_cegis__0001,bitmanip_zero_extend_w6__identity__whole_output_cone,bitmanip_zero_extend_w6,zero_extend,12,1,1,2,constant_multiply,"mul<12,unsigned>(12'd0,a)",sat,sat,"{""a"":40}",true,0.000453,0.024314,0.024767,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_zero_extend_w6__identity__whole_output_cone__blind_cegis__0003,bitmanip_zero_extend_w6__identity__whole_output_cone,bitmanip_zero_extend_w6,zero_extend,12,2,2,2,constant_multiply,"mul<12,unsigned>(12'd1,a)",sat,unsat,{},true,0.001312,0.025559,0.051638,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_zero_extend_w8__identity__ground_truth_region__blind_cegis__0001,bitmanip_zero_extend_w8__identity__ground_truth_region,bitmanip_zero_extend_w8,zero_extend,16,1,1,2,constant_multiply,"mul<16,unsigned>(16'd0,a)",sat,sat,"{""a"":219}",true,0.001533,0.157537,0.159070,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_zero_extend_w8__identity__ground_truth_region__blind_cegis__0003,bitmanip_zero_extend_w8__identity__ground_truth_region,bitmanip_zero_extend_w8,zero_extend,16,2,2,2,constant_multiply,"mul<16,unsigned>(16'd1,a)",sat,unsat,{},true,0.005920,0.166954,0.331944,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_zero_extend_w8__identity__whole_output_cone__blind_cegis__0001,bitmanip_zero_extend_w8__identity__whole_output_cone,bitmanip_zero_extend_w8,zero_extend,16,1,1,2,constant_multiply,"mul<16,unsigned>(16'd0,a)",sat,sat,"{""a"":17}",true,0.001598,0.157780,0.159378,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,bitmanip_zero_extend_w8__identity__whole_output_cone__blind_cegis__0003,bitmanip_zero_extend_w8__identity__whole_output_cone,bitmanip_zero_extend_w8,zero_extend,16,2,2,2,constant_multiply,"mul<16,unsigned>(16'd1,a)",sat,unsat,{},true,0.005928,0.168107,0.333412,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,arithmetic_add_add_w2__identity__ground_truth_region__blind_cegis__0001,arithmetic_add_add_w2__identity__ground_truth_region,arithmetic_add_add_w2,add_add,4,1,1,2,constant_multiply,"mul<4,unsigned>(4'd0,a)",sat,sat,"{""a"":1,""b"":1,""c"":2}",true,0.000364,0.014872,0.015236,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,arithmetic_add_add_w2__identity__ground_truth_region__blind_cegis__0009,arithmetic_add_add_w2__identity__ground_truth_region,arithmetic_add_add_w2,add_add,4,2,2,3,constant_multiply,"mul<4,unsigned>(4'd4,a)",sat,sat,"{""a"":0,""b"":0,""c"":1}",true,0.002657,0.015794,0.033687,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,,arithmetic_add_add_w2__identity__ground_truth_region,arithmetic_add_add_w2,add_add,4,3,3,3,,,unsat,not_run,{},false,0.054705,0.000000,0.033687,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
oracle_bus,arithmetic_add_add_w2__identity__whole_output_cone__blind_cegis__0001,arithmetic_add_add_w2__identity__whole_output_cone,arithmetic_add_add_w2,add_add,4,1,1,2,constant_multiply,"mul<4,unsigned>(4'd0,a)",sat,sat,"{""a"":1,""b"":2,""c"":3}",true,0.000284,0.014614,0.014898,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,arithmetic_add_add_w2__identity__whole_output_cone__blind_cegis__0013,arithmetic_add_add_w2__identity__whole_output_cone,arithmetic_add_add_w2,add_add,4,2,2,3,constant_multiply,"mul<4,unsigned>(4'd6,a)",sat,sat,"{""a"":0,""b"":2,""c"":1}",true,0.003958,0.015774,0.034630,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,,arithmetic_add_add_w2__identity__whole_output_cone,arithmetic_add_add_w2,add_add,4,3,3,3,,,unsat,not_run,{},false,0.054984,0.000000,0.034630,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
oracle_bus,arithmetic_affine_w2__balance__whole_output_cone__blind_cegis__0001,arithmetic_affine_w2__balance__whole_output_cone,arithmetic_affine_w2,affine,5,1,1,1,constant_multiply,"mul<5,unsigned>(5'd0,a)",sat,unsat,{},true,0.000145,0.001096,0.001241,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,arithmetic_affine_w2__compress2rs__whole_output_cone__blind_cegis__0012,arithmetic_affine_w2__compress2rs__whole_output_cone,arithmetic_affine_w2,affine,5,1,1,2,affine_unary,"add<5,unsigned>(5'd5,mul<5,unsigned>(5'd5,a))",sat,sat,"{""a"":1}",true,0.001022,0.002378,0.003400,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,,arithmetic_affine_w2__compress2rs__whole_output_cone,arithmetic_affine_w2,affine,5,2,2,2,,,unsat,not_run,{},false,0.005441,0.000000,0.003400,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
oracle_bus,arithmetic_affine_w2__dc2__whole_output_cone__blind_cegis__0004,arithmetic_affine_w2__dc2__whole_output_cone,arithmetic_affine_w2,affine,5,1,1,2,affine_unary,"add<5,unsigned>(5'd1,mul<5,unsigned>(5'd1,a))",sat,sat,"{""a"":1}",true,0.000375,0.002211,0.002586,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,,arithmetic_affine_w2__dc2__whole_output_cone,arithmetic_affine_w2,affine,5,2,2,2,,,unsat,not_run,{},false,0.005362,0.000000,0.002586,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
oracle_bus,arithmetic_affine_w2__identity__ground_truth_region__blind_cegis__0012,arithmetic_affine_w2__identity__ground_truth_region,arithmetic_affine_w2,affine,5,1,1,2,affine_unary,"add<5,unsigned>(5'd5,mul<5,unsigned>(5'd5,a))",sat,sat,"{""a"":1}",true,0.001005,0.002429,0.003434,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,,arithmetic_affine_w2__identity__ground_truth_region,arithmetic_affine_w2,affine,5,2,2,2,,,unsat,not_run,{},false,0.005242,0.000000,0.003434,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
oracle_bus,arithmetic_affine_w2__identity__whole_output_cone__blind_cegis__0012,arithmetic_affine_w2__identity__whole_output_cone,arithmetic_affine_w2,affine,5,1,1,2,affine_unary,"add<5,unsigned>(5'd5,mul<5,unsigned>(5'd5,a))",sat,sat,"{""a"":3}",true,0.000985,0.002537,0.003522,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,,arithmetic_affine_w2__identity__whole_output_cone,arithmetic_affine_w2,affine,5,2,2,2,,,unsat,not_run,{},false,0.005395,0.000000,0.003522,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
oracle_bus,arithmetic_affine_w2__refactor__whole_output_cone__blind_cegis__0004,arithmetic_affine_w2__refactor__whole_output_cone,arithmetic_affine_w2,affine,5,1,1,2,affine_unary,"add<5,unsigned>(5'd1,mul<5,unsigned>(5'd1,a))",sat,sat,"{""a"":1}",true,0.000376,0.002001,0.002377,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,,arithmetic_affine_w2__refactor__whole_output_cone,arithmetic_affine_w2,affine,5,2,2,2,,,unsat,not_run,{},false,0.005250,0.000000,0.002377,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
oracle_bus,arithmetic_affine_w2__resub__whole_output_cone__blind_cegis__0012,arithmetic_affine_w2__resub__whole_output_cone,arithmetic_affine_w2,affine,5,1,1,2,affine_unary,"add<5,unsigned>(5'd5,mul<5,unsigned>(5'd5,a))",sat,sat,"{""a"":1}",true,0.001015,0.002123,0.003138,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,,arithmetic_affine_w2__resub__whole_output_cone,arithmetic_affine_w2,affine,5,2,2,2,,,unsat,not_run,{},false,0.005312,0.000000,0.003138,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
oracle_bus,arithmetic_affine_w2__resyn__whole_output_cone__blind_cegis__0001,arithmetic_affine_w2__resyn__whole_output_cone,arithmetic_affine_w2,affine,5,1,1,1,constant_multiply,"mul<5,unsigned>(5'd0,a)",sat,unsat,{},true,0.000123,0.000947,0.001070,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,arithmetic_affine_w2__resyn2__whole_output_cone__blind_cegis__0012,arithmetic_affine_w2__resyn2__whole_output_cone,arithmetic_affine_w2,affine,5,1,1,2,affine_unary,"add<5,unsigned>(5'd5,mul<5,unsigned>(5'd5,a))",sat,sat,"{""a"":1}",true,0.001022,0.002106,0.003128,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,,arithmetic_affine_w2__resyn2__whole_output_cone,arithmetic_affine_w2,affine,5,2,2,2,,,unsat,not_run,{},false,0.005314,0.000000,0.003128,no_candidate_satisfies_examples,z3,region,unresolved,z3_cegis_iteration_v1
oracle_bus,arithmetic_affine_w2__rewrite__whole_output_cone__blind_cegis__0001,arithmetic_affine_w2__rewrite__whole_output_cone,arithmetic_affine_w2,affine,5,1,1,1,constant_multiply,"mul<5,unsigned>(5'd0,a)",sat,unsat,{},true,0.000138,0.001005,0.001143,equivalence_proven,z3,region,formal_smt,z3_cegis_iteration_v1
oracle_bus,arithmetic_affine_w3__balance__whole_output_cone__blind_cegis__0004,arithmetic_affine_w3__balance__whole_output_cone,arithmetic_affine_w3,affine,6,1,1,2,affine_unary,"add<6,unsigned>(6'd1,mul<6,unsigned>(6'd1,a))",sat,sat,"{""a"":6}",true,0.000530,0.002693,0.003223,counterexample_added,z3,region,formal_smt,z3_cegis_iteration_v1
