candidate_id,region_id,case_id,optimization,output_width,input_scalar_bits,exhaustive_status,z3_status,verdict_agreement,z3_counterexample_available,z3_counterexample_reproduced,exhaustive_runtime,z3_runtime,z3_version,unsupported_reason,schema_version
arithmetic_affine_w3__identity__ground_truth_region__blind_cegis__0001,arithmetic_affine_w3__identity__ground_truth_region,arithmetic_affine_w3,identity,6,3,disproven,disproven,true,true,true,0.000127,0.002478,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__identity__ground_truth_region__blind_cegis__0002,arithmetic_affine_w3__identity__ground_truth_region,arithmetic_affine_w3,identity,6,3,disproven,disproven,true,true,true,0.000096,0.002453,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__identity__ground_truth_region__blind_cegis__0003,arithmetic_affine_w3__identity__ground_truth_region,arithmetic_affine_w3,identity,6,3,disproven,disproven,true,true,true,0.000100,0.002499,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__identity__ground_truth_region__blind_cegis__0004,arithmetic_affine_w3__identity__ground_truth_region,arithmetic_affine_w3,identity,6,3,disproven,disproven,true,true,true,0.000109,0.003260,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__identity__ground_truth_region__blind_cegis__0005,arithmetic_affine_w3__identity__ground_truth_region,arithmetic_affine_w3,identity,6,3,disproven,disproven,true,true,true,0.000106,0.003198,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__identity__ground_truth_region__blind_cegis__0006,arithmetic_affine_w3__identity__ground_truth_region,arithmetic_affine_w3,identity,6,3,disproven,disproven,true,true,true,0.000105,0.003200,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__identity__ground_truth_region__blind_cegis__0007,arithmetic_affine_w3__identity__ground_truth_region,arithmetic_affine_w3,identity,6,3,disproven,disproven,true,true,true,0.000113,0.003261,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__identity__ground_truth_region__blind_cegis__0008,arithmetic_affine_w3__identity__ground_truth_region,arithmetic_affine_w3,identity,6,3,disproven,disproven,true,true,true,0.000117,0.003333,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__identity__whole_output_cone__blind_cegis__0001,arithmetic_affine_w3__identity__whole_output_cone,arithmetic_affine_w3,identity,6,3,disproven,disproven,true,true,true,0.000120,0.002433,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__identity__whole_output_cone__blind_cegis__0002,arithmetic_affine_w3__identity__whole_output_cone,arithmetic_affine_w3,identity,6,3,disproven,disproven,true,true,true,0.000100,0.002418,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__identity__whole_output_cone__blind_cegis__0003,arithmetic_affine_w3__identity__whole_output_cone,arithmetic_affine_w3,identity,6,3,disproven,disproven,true,true,true,0.000097,0.002468,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__identity__whole_output_cone__blind_cegis__0004,arithmetic_affine_w3__identity__whole_output_cone,arithmetic_affine_w3,identity,6,3,disproven,disproven,true,true,true,0.000097,0.003328,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__identity__whole_output_cone__blind_cegis__0005,arithmetic_affine_w3__identity__whole_output_cone,arithmetic_affine_w3,identity,6,3,disproven,disproven,true,true,true,0.000111,0.003222,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__identity__whole_output_cone__blind_cegis__0006,arithmetic_affine_w3__identity__whole_output_cone,arithmetic_affine_w3,identity,6,3,disproven,disproven,true,true,true,0.000108,0.003299,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__identity__whole_output_cone__blind_cegis__0007,arithmetic_affine_w3__identity__whole_output_cone,arithmetic_affine_w3,identity,6,3,disproven,disproven,true,true,true,0.000109,0.003245,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__identity__whole_output_cone__blind_cegis__0008,arithmetic_affine_w3__identity__whole_output_cone,arithmetic_affine_w3,identity,6,3,disproven,disproven,true,true,true,0.000100,0.003277,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__refactor__whole_output_cone__blind_cegis__0001,arithmetic_affine_w3__refactor__whole_output_cone,arithmetic_affine_w3,refactor,6,3,disproven,disproven,true,true,true,0.000143,0.001701,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__refactor__whole_output_cone__blind_cegis__0002,arithmetic_affine_w3__refactor__whole_output_cone,arithmetic_affine_w3,refactor,6,3,disproven,disproven,true,true,true,0.000108,0.001670,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__refactor__whole_output_cone__blind_cegis__0003,arithmetic_affine_w3__refactor__whole_output_cone,arithmetic_affine_w3,refactor,6,3,disproven,disproven,true,true,true,0.000109,0.001399,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__refactor__whole_output_cone__blind_cegis__0004,arithmetic_affine_w3__refactor__whole_output_cone,arithmetic_affine_w3,refactor,6,3,disproven,disproven,true,true,true,0.000145,0.002455,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__refactor__whole_output_cone__blind_cegis__0005,arithmetic_affine_w3__refactor__whole_output_cone,arithmetic_affine_w3,refactor,6,3,disproven,disproven,true,true,true,0.000122,0.001731,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__refactor__whole_output_cone__blind_cegis__0006,arithmetic_affine_w3__refactor__whole_output_cone,arithmetic_affine_w3,refactor,6,3,disproven,disproven,true,true,true,0.000108,0.001728,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__refactor__whole_output_cone__blind_cegis__0007,arithmetic_affine_w3__refactor__whole_output_cone,arithmetic_affine_w3,refactor,6,3,disproven,disproven,true,true,true,0.000110,0.001703,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__refactor__whole_output_cone__blind_cegis__0008,arithmetic_affine_w3__refactor__whole_output_cone,arithmetic_affine_w3,refactor,6,3,disproven,disproven,true,true,true,0.000114,0.002488,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resub__whole_output_cone__blind_cegis__0001,arithmetic_affine_w3__resub__whole_output_cone,arithmetic_affine_w3,resub,6,3,disproven,disproven,true,true,true,0.000141,0.001538,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resub__whole_output_cone__blind_cegis__0002,arithmetic_affine_w3__resub__whole_output_cone,arithmetic_affine_w3,resub,6,3,disproven,disproven,true,true,true,0.000123,0.001546,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resub__whole_output_cone__blind_cegis__0003,arithmetic_affine_w3__resub__whole_output_cone,arithmetic_affine_w3,resub,6,3,disproven,disproven,true,true,true,0.000109,0.001377,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resub__whole_output_cone__blind_cegis__0004,arithmetic_affine_w3__resub__whole_output_cone,arithmetic_affine_w3,resub,6,3,disproven,disproven,true,true,true,0.000141,0.002287,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resub__whole_output_cone__blind_cegis__0005,arithmetic_affine_w3__resub__whole_output_cone,arithmetic_affine_w3,resub,6,3,disproven,disproven,true,true,true,0.000178,0.002037,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resub__whole_output_cone__blind_cegis__0006,arithmetic_affine_w3__resub__whole_output_cone,arithmetic_affine_w3,resub,6,3,disproven,disproven,true,true,true,0.000114,0.001725,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resub__whole_output_cone__blind_cegis__0007,arithmetic_affine_w3__resub__whole_output_cone,arithmetic_affine_w3,resub,6,3,disproven,disproven,true,true,true,0.000147,0.001837,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resub__whole_output_cone__blind_cegis__0008,arithmetic_affine_w3__resub__whole_output_cone,arithmetic_affine_w3,resub,6,3,disproven,disproven,true,true,true,0.000119,0.002668,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resyn2__whole_output_cone__blind_cegis__0001,arithmetic_affine_w3__resyn2__whole_output_cone,arithmetic_affine_w3,resyn2,6,3,disproven,disproven,true,true,true,0.000144,0.001468,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resyn2__whole_output_cone__blind_cegis__0002,arithmetic_affine_w3__resyn2__whole_output_cone,arithmetic_affine_w3,resyn2,6,3,disproven,disproven,true,true,true,0.000117,0.001444,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resyn2__whole_output_cone__blind_cegis__0003,arithmetic_affine_w3__resyn2__whole_output_cone,arithmetic_affine_w3,resyn2,6,3,disproven,disproven,true,true,true,0.000112,0.001253,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resyn2__whole_output_cone__blind_cegis__0004,arithmetic_affine_w3__resyn2__whole_output_cone,arithmetic_affine_w3,resyn2,6,3,disproven,disproven,true,true,true,0.000141,0.002240,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resyn2__whole_output_cone__blind_cegis__0005,arithmetic_affine_w3__resyn2__whole_output_cone,arithmetic_affine_w3,resyn2,6,3,disproven,disproven,true,true,true,0.000111,0.001566,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resyn2__whole_output_cone__blind_cegis__0006,arithmetic_affine_w3__resyn2__whole_output_cone,arithmetic_affine_w3,resyn2,6,3,disproven,disproven,true,true,true,0.000109,0.001578,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resyn2__whole_output_cone__blind_cegis__0007,arithmetic_affine_w3__resyn2__whole_output_cone,arithmetic_affine_w3,resyn2,6,3,disproven,disproven,true,true,true,0.000107,0.001541,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resyn2__whole_output_cone__blind_cegis__0008,arithmetic_affine_w3__resyn2__whole_output_cone,arithmetic_affine_w3,resyn2,6,3,disproven,disproven,true,true,true,0.000118,0.002467,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resyn__whole_output_cone__blind_cegis__0001,arithmetic_affine_w3__resyn__whole_output_cone,arithmetic_affine_w3,resyn,6,3,disproven,disproven,true,true,true,0.000151,0.001718,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resyn__whole_output_cone__blind_cegis__0002,arithmetic_affine_w3__resyn__whole_output_cone,arithmetic_affine_w3,resyn,6,3,disproven,disproven,true,true,true,0.000142,0.001751,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resyn__whole_output_cone__blind_cegis__0003,arithmetic_affine_w3__resyn__whole_output_cone,arithmetic_affine_w3,resyn,6,3,disproven,disproven,true,true,true,0.000122,0.001523,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resyn__whole_output_cone__blind_cegis__0004,arithmetic_affine_w3__resyn__whole_output_cone,arithmetic_affine_w3,resyn,6,3,disproven,disproven,true,true,true,0.000163,0.002506,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resyn__whole_output_cone__blind_cegis__0005,arithmetic_affine_w3__resyn__whole_output_cone,arithmetic_affine_w3,resyn,6,3,disproven,disproven,true,true,true,0.000139,0.001848,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resyn__whole_output_cone__blind_cegis__0006,arithmetic_affine_w3__resyn__whole_output_cone,arithmetic_affine_w3,resyn,6,3,disproven,disproven,true,true,true,0.000126,0.001868,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resyn__whole_output_cone__blind_cegis__0007,arithmetic_affine_w3__resyn__whole_output_cone,arithmetic_affine_w3,resyn,6,3,disproven,disproven,true,true,true,0.000119,0.001812,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__resyn__whole_output_cone__blind_cegis__0008,arithmetic_affine_w3__resyn__whole_output_cone,arithmetic_affine_w3,resyn,6,3,disproven,disproven,true,true,true,0.000123,0.002543,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__rewrite__whole_output_cone__blind_cegis__0001,arithmetic_affine_w3__rewrite__whole_output_cone,arithmetic_affine_w3,rewrite,6,3,disproven,disproven,true,true,true,0.000146,0.001685,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__rewrite__whole_output_cone__blind_cegis__0002,arithmetic_affine_w3__rewrite__whole_output_cone,arithmetic_affine_w3,rewrite,6,3,disproven,disproven,true,true,true,0.000129,0.001702,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__rewrite__whole_output_cone__blind_cegis__0003,arithmetic_affine_w3__rewrite__whole_output_cone,arithmetic_affine_w3,rewrite,6,3,disproven,disproven,true,true,true,0.000133,0.001604,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__rewrite__whole_output_cone__blind_cegis__0004,arithmetic_affine_w3__rewrite__whole_output_cone,arithmetic_affine_w3,rewrite,6,3,disproven,disproven,true,true,true,0.000166,0.002466,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__rewrite__whole_output_cone__blind_cegis__0005,arithmetic_affine_w3__rewrite__whole_output_cone,arithmetic_affine_w3,rewrite,6,3,disproven,disproven,true,true,true,0.000120,0.001803,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__rewrite__whole_output_cone__blind_cegis__0006,arithmetic_affine_w3__rewrite__whole_output_cone,arithmetic_affine_w3,rewrite,6,3,disproven,disproven,true,true,true,0.000121,0.001871,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__rewrite__whole_output_cone__blind_cegis__0007,arithmetic_affine_w3__rewrite__whole_output_cone,arithmetic_affine_w3,rewrite,6,3,disproven,disproven,true,true,true,0.000120,0.001800,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w3__rewrite__whole_output_cone__blind_cegis__0008,arithmetic_affine_w3__rewrite__whole_output_cone,arithmetic_affine_w3,rewrite,6,3,disproven,disproven,true,true,true,0.000124,0.002484,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w4__balance__whole_output_cone__blind_cegis__0001,arithmetic_affine_w4__balance__whole_output_cone,arithmetic_affine_w4,balance,7,4,disproven,disproven,true,true,true,0.000258,0.002945,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w4__balance__whole_output_cone__blind_cegis__0002,arithmetic_affine_w4__balance__whole_output_cone,arithmetic_affine_w4,balance,7,4,disproven,disproven,true,true,true,0.000190,0.002873,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w4__balance__whole_output_cone__blind_cegis__0003,arithmetic_affine_w4__balance__whole_output_cone,arithmetic_affine_w4,balance,7,4,disproven,disproven,true,true,true,0.000187,0.002563,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w4__balance__whole_output_cone__blind_cegis__0004,arithmetic_affine_w4__balance__whole_output_cone,arithmetic_affine_w4,balance,7,4,disproven,disproven,true,true,true,0.000261,0.003538,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w4__balance__whole_output_cone__blind_cegis__0005,arithmetic_affine_w4__balance__whole_output_cone,arithmetic_affine_w4,balance,7,4,disproven,disproven,true,true,true,0.000184,0.002895,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w4__balance__whole_output_cone__blind_cegis__0006,arithmetic_affine_w4__balance__whole_output_cone,arithmetic_affine_w4,balance,7,4,disproven,disproven,true,true,true,0.000186,0.002920,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w4__balance__whole_output_cone__blind_cegis__0007,arithmetic_affine_w4__balance__whole_output_cone,arithmetic_affine_w4,balance,7,4,disproven,disproven,true,true,true,0.000182,0.002896,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w4__balance__whole_output_cone__blind_cegis__0008,arithmetic_affine_w4__balance__whole_output_cone,arithmetic_affine_w4,balance,7,4,disproven,disproven,true,true,true,0.000188,0.003651,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w4__compress2rs__whole_output_cone__blind_cegis__0001,arithmetic_affine_w4__compress2rs__whole_output_cone,arithmetic_affine_w4,compress2rs,7,4,disproven,disproven,true,true,true,0.000179,0.002419,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w4__compress2rs__whole_output_cone__blind_cegis__0002,arithmetic_affine_w4__compress2rs__whole_output_cone,arithmetic_affine_w4,compress2rs,7,4,disproven,disproven,true,true,true,0.000148,0.002374,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w4__compress2rs__whole_output_cone__blind_cegis__0003,arithmetic_affine_w4__compress2rs__whole_output_cone,arithmetic_affine_w4,compress2rs,7,4,disproven,disproven,true,true,true,0.000151,0.002047,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w4__compress2rs__whole_output_cone__blind_cegis__0004,arithmetic_affine_w4__compress2rs__whole_output_cone,arithmetic_affine_w4,compress2rs,7,4,disproven,disproven,true,true,true,0.000151,0.003048,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w4__compress2rs__whole_output_cone__blind_cegis__0005,arithmetic_affine_w4__compress2rs__whole_output_cone,arithmetic_affine_w4,compress2rs,7,4,disproven,disproven,true,true,true,0.000149,0.003057,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w4__compress2rs__whole_output_cone__blind_cegis__0006,arithmetic_affine_w4__compress2rs__whole_output_cone,arithmetic_affine_w4,compress2rs,7,4,disproven,disproven,true,true,true,0.000147,0.003150,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w4__compress2rs__whole_output_cone__blind_cegis__0007,arithmetic_affine_w4__compress2rs__whole_output_cone,arithmetic_affine_w4,compress2rs,7,4,disproven,disproven,true,true,true,0.000152,0.002403,4.16.0,,z3_exhaustive_crosscheck_v1
arithmetic_affine_w4__compress2rs__whole_output_cone__blind_cegis__0008,arithmetic_affine_w4__compress2rs__whole_output_cone,arithmetic_affine_w4,compress2rs,7,4,disproven,disproven,true,true,true,0.000151,0.003147,4.16.0,,z3_exhaustive_crosscheck_v1
