run_id,git_head,mode,config_hash,deterministic_seed,source_blind,schema_version
formal_locality_barriers__f480fe107d,f480fe107d33132c408ea567b6c561dfb7758440,all,c01d90606af4d322,0,true,formal_locality_barriers_v1
