anchor_mode,cases,cycle_conflict_count,mean_boundary_extension_ratio,mean_extended_region_node_count,recovery_success_count,recovery_success_rate
exact_only,24,0,0.11233660130718955,3.2916666666666665,4,0.16666666666666666
formal_all,24,0,0.11233660130718955,3.2916666666666665,4,0.16666666666666666
