trajectory_id,boundary_id,method,pass_name,checkpoint_before,checkpoint_after,recovery_before,recovery_after,transition_class,node_delta,depth_delta,causal_claim,schema_version
heldout__full_adder__mild_balance_rewrite,full_adder_carry__b0,blind_functional_refactoring,balance,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,full_adder_carry__b0,blind_functional_refactoring,rewrite,heldout__full_adder__rewrite_then_balance__cp001_strash_1,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,full_adder_carry__b0,blind_functional_refactoring,refactor,heldout__full_adder__refactor_dc2__cp001_strash_1,heldout__full_adder__refactor_dc2__cp002_refactor_1,false,false,unchanged,-1,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,full_adder_carry__b0,blind_functional_refactoring,rewrite,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,heldout__full_adder__mild_balance_rewrite__cp003_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,full_adder_carry__b0,blind_functional_refactoring,balance,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,heldout__full_adder__rewrite_then_balance__cp003_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,full_adder_carry__b0,blind_functional_refactoring,dc2,heldout__full_adder__refactor_dc2__cp002_refactor_1,heldout__full_adder__refactor_dc2__cp003_dc2_1,false,false,unchanged,-2,1,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,full_adder_carry__b0,blind_region_replacement,strash,heldout__full_adder__mild_balance_rewrite__cp000_source,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,false,false,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,full_adder_carry__b0,blind_region_replacement,strash,heldout__full_adder__rewrite_then_balance__cp000_source,heldout__full_adder__rewrite_then_balance__cp001_strash_1,false,false,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,full_adder_carry__b0,blind_region_replacement,strash,heldout__full_adder__refactor_dc2__cp000_source,heldout__full_adder__refactor_dc2__cp001_strash_1,false,false,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,full_adder_carry__b0,blind_region_replacement,balance,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,full_adder_carry__b0,blind_region_replacement,rewrite,heldout__full_adder__rewrite_then_balance__cp001_strash_1,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,full_adder_carry__b0,blind_region_replacement,refactor,heldout__full_adder__refactor_dc2__cp001_strash_1,heldout__full_adder__refactor_dc2__cp002_refactor_1,false,false,unchanged,-1,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,full_adder_carry__b0,blind_region_replacement,rewrite,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,heldout__full_adder__mild_balance_rewrite__cp003_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,full_adder_carry__b0,blind_region_replacement,balance,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,heldout__full_adder__rewrite_then_balance__cp003_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,full_adder_carry__b0,blind_region_replacement,dc2,heldout__full_adder__refactor_dc2__cp002_refactor_1,heldout__full_adder__refactor_dc2__cp003_dc2_1,false,false,unchanged,-2,1,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,full_adder_carry__b0,blind_semantic_cegis,strash,heldout__full_adder__mild_balance_rewrite__cp000_source,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,false,false,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,full_adder_carry__b0,blind_semantic_cegis,strash,heldout__full_adder__rewrite_then_balance__cp000_source,heldout__full_adder__rewrite_then_balance__cp001_strash_1,false,false,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,full_adder_carry__b0,blind_semantic_cegis,strash,heldout__full_adder__refactor_dc2__cp000_source,heldout__full_adder__refactor_dc2__cp001_strash_1,false,false,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,full_adder_carry__b0,blind_semantic_cegis,balance,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,full_adder_carry__b0,blind_semantic_cegis,rewrite,heldout__full_adder__rewrite_then_balance__cp001_strash_1,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,full_adder_carry__b0,blind_semantic_cegis,refactor,heldout__full_adder__refactor_dc2__cp001_strash_1,heldout__full_adder__refactor_dc2__cp002_refactor_1,false,false,unchanged,-1,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,full_adder_carry__b0,blind_semantic_cegis,rewrite,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,heldout__full_adder__mild_balance_rewrite__cp003_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,full_adder_carry__b0,blind_semantic_cegis,balance,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,heldout__full_adder__rewrite_then_balance__cp003_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,full_adder_carry__b0,blind_semantic_cegis,dc2,heldout__full_adder__refactor_dc2__cp002_refactor_1,heldout__full_adder__refactor_dc2__cp003_dc2_1,false,false,unchanged,-2,1,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,full_adder_carry__b0,functional_decomposition,strash,heldout__full_adder__mild_balance_rewrite__cp000_source,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,true,false,loss_associated_with_pass,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,full_adder_carry__b0,functional_decomposition,strash,heldout__full_adder__rewrite_then_balance__cp000_source,heldout__full_adder__rewrite_then_balance__cp001_strash_1,true,false,loss_associated_with_pass,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,full_adder_carry__b0,functional_decomposition,strash,heldout__full_adder__refactor_dc2__cp000_source,heldout__full_adder__refactor_dc2__cp001_strash_1,true,false,loss_associated_with_pass,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,full_adder_carry__b0,functional_decomposition,balance,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,full_adder_carry__b0,functional_decomposition,rewrite,heldout__full_adder__rewrite_then_balance__cp001_strash_1,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,full_adder_carry__b0,functional_decomposition,refactor,heldout__full_adder__refactor_dc2__cp001_strash_1,heldout__full_adder__refactor_dc2__cp002_refactor_1,false,false,unchanged,-1,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,full_adder_carry__b0,functional_decomposition,rewrite,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,heldout__full_adder__mild_balance_rewrite__cp003_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,full_adder_carry__b0,functional_decomposition,balance,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,heldout__full_adder__rewrite_then_balance__cp003_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,full_adder_carry__b0,functional_decomposition,dc2,heldout__full_adder__refactor_dc2__cp002_refactor_1,heldout__full_adder__refactor_dc2__cp003_dc2_1,false,true,recovery_associated_with_pass,-2,1,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,full_adder_carry__b0,functional_survival,strash,heldout__full_adder__mild_balance_rewrite__cp000_source,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,true,false,loss_associated_with_pass,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,full_adder_carry__b0,functional_survival,strash,heldout__full_adder__rewrite_then_balance__cp000_source,heldout__full_adder__rewrite_then_balance__cp001_strash_1,true,false,loss_associated_with_pass,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,full_adder_carry__b0,functional_survival,strash,heldout__full_adder__refactor_dc2__cp000_source,heldout__full_adder__refactor_dc2__cp001_strash_1,true,false,loss_associated_with_pass,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,full_adder_carry__b0,functional_survival,balance,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,full_adder_carry__b0,functional_survival,rewrite,heldout__full_adder__rewrite_then_balance__cp001_strash_1,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,full_adder_carry__b0,functional_survival,refactor,heldout__full_adder__refactor_dc2__cp001_strash_1,heldout__full_adder__refactor_dc2__cp002_refactor_1,false,false,unchanged,-1,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,full_adder_carry__b0,functional_survival,rewrite,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,heldout__full_adder__mild_balance_rewrite__cp003_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,full_adder_carry__b0,functional_survival,balance,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,heldout__full_adder__rewrite_then_balance__cp003_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,full_adder_carry__b0,functional_survival,dc2,heldout__full_adder__refactor_dc2__cp002_refactor_1,heldout__full_adder__refactor_dc2__cp003_dc2_1,false,true,recovery_associated_with_pass,-2,1,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,full_adder_carry__b0,structural,strash,heldout__full_adder__mild_balance_rewrite__cp000_source,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,true,true,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,full_adder_carry__b0,structural,strash,heldout__full_adder__rewrite_then_balance__cp000_source,heldout__full_adder__rewrite_then_balance__cp001_strash_1,true,true,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,full_adder_carry__b0,structural,strash,heldout__full_adder__refactor_dc2__cp000_source,heldout__full_adder__refactor_dc2__cp001_strash_1,true,true,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,full_adder_carry__b0,structural,balance,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,true,true,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,full_adder_carry__b0,structural,rewrite,heldout__full_adder__rewrite_then_balance__cp001_strash_1,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,true,true,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,full_adder_carry__b0,structural,refactor,heldout__full_adder__refactor_dc2__cp001_strash_1,heldout__full_adder__refactor_dc2__cp002_refactor_1,true,true,unchanged,-1,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,full_adder_carry__b0,structural,rewrite,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,heldout__full_adder__mild_balance_rewrite__cp003_rewrite_1,true,true,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,full_adder_carry__b0,structural,balance,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,heldout__full_adder__rewrite_then_balance__cp003_balance_1,true,true,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,full_adder_carry__b0,structural,dc2,heldout__full_adder__refactor_dc2__cp002_refactor_1,heldout__full_adder__refactor_dc2__cp003_dc2_1,true,true,unchanged,-2,1,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,full_adder_sum__b0,blind_functional_refactoring,strash,development__full_adder__mild_balance_rewrite__cp000_source,development__full_adder__mild_balance_rewrite__cp001_strash_1,false,false,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,full_adder_sum__b0,blind_functional_refactoring,strash,development__full_adder__rewrite_then_balance__cp000_source,development__full_adder__rewrite_then_balance__cp001_strash_1,false,false,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,full_adder_sum__b0,blind_functional_refactoring,strash,development__full_adder__refactor_dc2__cp000_source,development__full_adder__refactor_dc2__cp001_strash_1,false,false,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,full_adder_sum__b0,blind_functional_refactoring,balance,development__full_adder__mild_balance_rewrite__cp001_strash_1,development__full_adder__mild_balance_rewrite__cp002_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,full_adder_sum__b0,blind_functional_refactoring,rewrite,development__full_adder__rewrite_then_balance__cp001_strash_1,development__full_adder__rewrite_then_balance__cp002_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,full_adder_sum__b0,blind_functional_refactoring,refactor,development__full_adder__refactor_dc2__cp001_strash_1,development__full_adder__refactor_dc2__cp002_refactor_1,false,false,unchanged,-1,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,full_adder_sum__b0,blind_functional_refactoring,rewrite,development__full_adder__mild_balance_rewrite__cp002_balance_1,development__full_adder__mild_balance_rewrite__cp003_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,full_adder_sum__b0,blind_functional_refactoring,balance,development__full_adder__rewrite_then_balance__cp002_rewrite_1,development__full_adder__rewrite_then_balance__cp003_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,full_adder_sum__b0,blind_functional_refactoring,dc2,development__full_adder__refactor_dc2__cp002_refactor_1,development__full_adder__refactor_dc2__cp003_dc2_1,false,false,unchanged,-2,1,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,full_adder_sum__b0,blind_region_replacement,strash,development__full_adder__mild_balance_rewrite__cp000_source,development__full_adder__mild_balance_rewrite__cp001_strash_1,false,false,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,full_adder_sum__b0,blind_region_replacement,strash,development__full_adder__rewrite_then_balance__cp000_source,development__full_adder__rewrite_then_balance__cp001_strash_1,false,false,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,full_adder_sum__b0,blind_region_replacement,strash,development__full_adder__refactor_dc2__cp000_source,development__full_adder__refactor_dc2__cp001_strash_1,false,false,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,full_adder_sum__b0,blind_region_replacement,balance,development__full_adder__mild_balance_rewrite__cp001_strash_1,development__full_adder__mild_balance_rewrite__cp002_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,full_adder_sum__b0,blind_region_replacement,rewrite,development__full_adder__rewrite_then_balance__cp001_strash_1,development__full_adder__rewrite_then_balance__cp002_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,full_adder_sum__b0,blind_region_replacement,refactor,development__full_adder__refactor_dc2__cp001_strash_1,development__full_adder__refactor_dc2__cp002_refactor_1,false,false,unchanged,-1,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,full_adder_sum__b0,blind_region_replacement,rewrite,development__full_adder__mild_balance_rewrite__cp002_balance_1,development__full_adder__mild_balance_rewrite__cp003_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,full_adder_sum__b0,blind_region_replacement,balance,development__full_adder__rewrite_then_balance__cp002_rewrite_1,development__full_adder__rewrite_then_balance__cp003_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,full_adder_sum__b0,blind_region_replacement,dc2,development__full_adder__refactor_dc2__cp002_refactor_1,development__full_adder__refactor_dc2__cp003_dc2_1,false,false,unchanged,-2,1,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,full_adder_sum__b0,blind_semantic_cegis,strash,development__full_adder__mild_balance_rewrite__cp000_source,development__full_adder__mild_balance_rewrite__cp001_strash_1,false,false,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,full_adder_sum__b0,blind_semantic_cegis,strash,development__full_adder__rewrite_then_balance__cp000_source,development__full_adder__rewrite_then_balance__cp001_strash_1,false,false,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,full_adder_sum__b0,blind_semantic_cegis,strash,development__full_adder__refactor_dc2__cp000_source,development__full_adder__refactor_dc2__cp001_strash_1,false,false,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,full_adder_sum__b0,blind_semantic_cegis,balance,development__full_adder__mild_balance_rewrite__cp001_strash_1,development__full_adder__mild_balance_rewrite__cp002_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,full_adder_sum__b0,blind_semantic_cegis,rewrite,development__full_adder__rewrite_then_balance__cp001_strash_1,development__full_adder__rewrite_then_balance__cp002_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,full_adder_sum__b0,blind_semantic_cegis,refactor,development__full_adder__refactor_dc2__cp001_strash_1,development__full_adder__refactor_dc2__cp002_refactor_1,false,false,unchanged,-1,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,full_adder_sum__b0,blind_semantic_cegis,rewrite,development__full_adder__mild_balance_rewrite__cp002_balance_1,development__full_adder__mild_balance_rewrite__cp003_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,full_adder_sum__b0,blind_semantic_cegis,balance,development__full_adder__rewrite_then_balance__cp002_rewrite_1,development__full_adder__rewrite_then_balance__cp003_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,full_adder_sum__b0,blind_semantic_cegis,dc2,development__full_adder__refactor_dc2__cp002_refactor_1,development__full_adder__refactor_dc2__cp003_dc2_1,false,false,unchanged,-2,1,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,full_adder_sum__b0,functional_decomposition,strash,development__full_adder__mild_balance_rewrite__cp000_source,development__full_adder__mild_balance_rewrite__cp001_strash_1,true,false,loss_associated_with_pass,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,full_adder_sum__b0,functional_decomposition,strash,development__full_adder__rewrite_then_balance__cp000_source,development__full_adder__rewrite_then_balance__cp001_strash_1,true,false,loss_associated_with_pass,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,full_adder_sum__b0,functional_decomposition,strash,development__full_adder__refactor_dc2__cp000_source,development__full_adder__refactor_dc2__cp001_strash_1,true,false,loss_associated_with_pass,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,full_adder_sum__b0,functional_decomposition,balance,development__full_adder__mild_balance_rewrite__cp001_strash_1,development__full_adder__mild_balance_rewrite__cp002_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,full_adder_sum__b0,functional_decomposition,rewrite,development__full_adder__rewrite_then_balance__cp001_strash_1,development__full_adder__rewrite_then_balance__cp002_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,full_adder_sum__b0,functional_decomposition,refactor,development__full_adder__refactor_dc2__cp001_strash_1,development__full_adder__refactor_dc2__cp002_refactor_1,false,false,unchanged,-1,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,full_adder_sum__b0,functional_decomposition,rewrite,development__full_adder__mild_balance_rewrite__cp002_balance_1,development__full_adder__mild_balance_rewrite__cp003_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,full_adder_sum__b0,functional_decomposition,balance,development__full_adder__rewrite_then_balance__cp002_rewrite_1,development__full_adder__rewrite_then_balance__cp003_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,full_adder_sum__b0,functional_decomposition,dc2,development__full_adder__refactor_dc2__cp002_refactor_1,development__full_adder__refactor_dc2__cp003_dc2_1,false,true,recovery_associated_with_pass,-2,1,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,full_adder_sum__b0,functional_survival,strash,development__full_adder__mild_balance_rewrite__cp000_source,development__full_adder__mild_balance_rewrite__cp001_strash_1,true,false,loss_associated_with_pass,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,full_adder_sum__b0,functional_survival,strash,development__full_adder__rewrite_then_balance__cp000_source,development__full_adder__rewrite_then_balance__cp001_strash_1,true,false,loss_associated_with_pass,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,full_adder_sum__b0,functional_survival,strash,development__full_adder__refactor_dc2__cp000_source,development__full_adder__refactor_dc2__cp001_strash_1,true,false,loss_associated_with_pass,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,full_adder_sum__b0,functional_survival,balance,development__full_adder__mild_balance_rewrite__cp001_strash_1,development__full_adder__mild_balance_rewrite__cp002_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,full_adder_sum__b0,functional_survival,rewrite,development__full_adder__rewrite_then_balance__cp001_strash_1,development__full_adder__rewrite_then_balance__cp002_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,full_adder_sum__b0,functional_survival,refactor,development__full_adder__refactor_dc2__cp001_strash_1,development__full_adder__refactor_dc2__cp002_refactor_1,false,false,unchanged,-1,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,full_adder_sum__b0,functional_survival,rewrite,development__full_adder__mild_balance_rewrite__cp002_balance_1,development__full_adder__mild_balance_rewrite__cp003_rewrite_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,full_adder_sum__b0,functional_survival,balance,development__full_adder__rewrite_then_balance__cp002_rewrite_1,development__full_adder__rewrite_then_balance__cp003_balance_1,false,false,unchanged,0,0,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,full_adder_sum__b0,functional_survival,dc2,development__full_adder__refactor_dc2__cp002_refactor_1,development__full_adder__refactor_dc2__cp003_dc2_1,false,true,recovery_associated_with_pass,-2,1,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,full_adder_sum__b0,structural,strash,development__full_adder__mild_balance_rewrite__cp000_source,development__full_adder__mild_balance_rewrite__cp001_strash_1,true,true,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,full_adder_sum__b0,structural,strash,development__full_adder__rewrite_then_balance__cp000_source,development__full_adder__rewrite_then_balance__cp001_strash_1,true,true,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,full_adder_sum__b0,structural,strash,development__full_adder__refactor_dc2__cp000_source,development__full_adder__refactor_dc2__cp001_strash_1,true,true,unchanged,5,2,not_claimed_controlled_ablation_required,semantic_recoverability_frontier_v1
