result_id,boundary_id,trajectory_id,checkpoint_id,oracle_mode,formal_status,solver_result,counterexample_available,counterexample_reproduced,runtime_s,timeout,schema_version
controlled_and_factor__b0__controlled__controlled_and_factor__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_divisor,controlled_and_factor__b0,controlled__controlled_and_factor__refactor_dc2,controlled__controlled_and_factor__refactor_dc2__cp003_dc2_1,oracle_divisor,decomposable,unsat,false,true,0.001114,false,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_divisor_support,controlled_and_factor__b0,controlled__controlled_and_factor__refactor_dc2,controlled__controlled_and_factor__refactor_dc2__cp003_dc2_1,oracle_divisor_support,decomposable,unsat,false,true,0.001117,false,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_window,controlled_and_factor__b0,controlled__controlled_and_factor__refactor_dc2,controlled__controlled_and_factor__refactor_dc2__cp003_dc2_1,oracle_window,decomposable,unsat,false,true,0.001107,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp000_source__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp000_source,oracle_divisor,decomposable,unsat,false,true,0.001453,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp000_source__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp000_source,oracle_divisor_support,decomposable,unsat,false,true,0.001139,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp000_source__functional_decomposition__oracle_window,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp000_source,oracle_window,decomposable,unsat,false,true,0.001532,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp001_strash_1__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp001_strash_1,oracle_divisor,decomposable,unsat,false,true,0.000928,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp001_strash_1__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp001_strash_1,oracle_divisor_support,decomposable,unsat,false,true,0.000917,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp001_strash_1__functional_decomposition__oracle_window,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp001_strash_1,oracle_window,decomposable,unsat,false,true,0.000921,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp002_balance_1__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp002_balance_1,oracle_divisor,decomposable,unsat,false,true,0.000929,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp002_balance_1__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp002_balance_1,oracle_divisor_support,decomposable,unsat,false,true,0.000922,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp002_balance_1__functional_decomposition__oracle_window,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp002_balance_1,oracle_window,decomposable,unsat,false,true,0.000927,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp003_rewrite_1__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp003_rewrite_1,oracle_divisor,non_decomposable,sat,true,true,0.002099,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp003_rewrite_1__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp003_rewrite_1,oracle_divisor_support,non_decomposable,sat,true,true,0.001637,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp003_rewrite_1__functional_decomposition__oracle_window,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp003_rewrite_1,oracle_window,non_decomposable,sat,true,true,0.001571,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp000_source__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp000_source,oracle_divisor,decomposable,unsat,false,true,0.001449,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp000_source__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp000_source,oracle_divisor_support,decomposable,unsat,false,true,0.001436,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp000_source__functional_decomposition__oracle_window,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp000_source,oracle_window,decomposable,unsat,false,true,0.001437,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp001_strash_1__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp001_strash_1,oracle_divisor,decomposable,unsat,false,true,0.000967,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp001_strash_1__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp001_strash_1,oracle_divisor_support,decomposable,unsat,false,true,0.000949,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp001_strash_1__functional_decomposition__oracle_window,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp001_strash_1,oracle_window,decomposable,unsat,false,true,0.001006,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp002_rewrite_1__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp002_rewrite_1,oracle_divisor,non_decomposable,sat,true,true,0.001586,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp002_rewrite_1__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp002_rewrite_1,oracle_divisor_support,non_decomposable,sat,true,true,0.001475,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp002_rewrite_1__functional_decomposition__oracle_window,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp002_rewrite_1,oracle_window,non_decomposable,sat,true,true,0.001510,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp003_balance_1__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp003_balance_1,oracle_divisor,non_decomposable,sat,true,true,0.001566,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp003_balance_1__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp003_balance_1,oracle_divisor_support,non_decomposable,sat,true,true,0.001556,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp003_balance_1__functional_decomposition__oracle_window,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp003_balance_1,oracle_window,non_decomposable,sat,true,true,0.001544,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp000_source__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp000_source,oracle_divisor,decomposable,unsat,false,true,0.001488,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp000_source__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp000_source,oracle_divisor_support,decomposable,unsat,false,true,0.001490,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp000_source__functional_decomposition__oracle_window,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp000_source,oracle_window,decomposable,unsat,false,true,0.001469,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp001_strash_1,oracle_divisor,decomposable,unsat,false,true,0.000936,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp001_strash_1,oracle_divisor_support,decomposable,unsat,false,true,0.000931,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_window,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp001_strash_1,oracle_window,decomposable,unsat,false,true,0.000931,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp002_refactor_1,oracle_divisor,decomposable,unsat,false,true,0.000711,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp002_refactor_1,oracle_divisor_support,decomposable,unsat,false,true,0.000713,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_window,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp002_refactor_1,oracle_window,decomposable,unsat,false,true,0.000709,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp003_dc2_1,oracle_divisor,non_decomposable,sat,true,true,0.001410,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp003_dc2_1,oracle_divisor_support,non_decomposable,sat,true,true,0.001393,false,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_window,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp003_dc2_1,oracle_window,non_decomposable,sat,true,true,0.001386,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__mild_balance_rewrite__cp000_source__functional_decomposition__oracle_divisor,full_adder_sum__b0,development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp000_source,oracle_divisor,decomposable,unsat,false,true,0.001426,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__mild_balance_rewrite__cp000_source__functional_decomposition__oracle_divisor_support,full_adder_sum__b0,development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp000_source,oracle_divisor_support,decomposable,unsat,false,true,0.001380,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__mild_balance_rewrite__cp000_source__functional_decomposition__oracle_window,full_adder_sum__b0,development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp000_source,oracle_window,decomposable,unsat,false,true,0.001391,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__mild_balance_rewrite__cp001_strash_1__functional_decomposition__oracle_divisor,full_adder_sum__b0,development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp001_strash_1,oracle_divisor,decomposable,unsat,false,true,0.000975,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__mild_balance_rewrite__cp001_strash_1__functional_decomposition__oracle_divisor_support,full_adder_sum__b0,development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp001_strash_1,oracle_divisor_support,decomposable,unsat,false,true,0.000915,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__mild_balance_rewrite__cp001_strash_1__functional_decomposition__oracle_window,full_adder_sum__b0,development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp001_strash_1,oracle_window,decomposable,unsat,false,true,0.000907,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__mild_balance_rewrite__cp002_balance_1__functional_decomposition__oracle_divisor,full_adder_sum__b0,development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp002_balance_1,oracle_divisor,decomposable,unsat,false,true,0.000917,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__mild_balance_rewrite__cp002_balance_1__functional_decomposition__oracle_divisor_support,full_adder_sum__b0,development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp002_balance_1,oracle_divisor_support,decomposable,unsat,false,true,0.000915,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__mild_balance_rewrite__cp002_balance_1__functional_decomposition__oracle_window,full_adder_sum__b0,development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp002_balance_1,oracle_window,decomposable,unsat,false,true,0.000925,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__mild_balance_rewrite__cp003_rewrite_1__functional_decomposition__oracle_divisor,full_adder_sum__b0,development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp003_rewrite_1,oracle_divisor,decomposable,unsat,false,true,0.000910,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__mild_balance_rewrite__cp003_rewrite_1__functional_decomposition__oracle_divisor_support,full_adder_sum__b0,development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp003_rewrite_1,oracle_divisor_support,decomposable,unsat,false,true,0.000908,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__mild_balance_rewrite__cp003_rewrite_1__functional_decomposition__oracle_window,full_adder_sum__b0,development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp003_rewrite_1,oracle_window,decomposable,unsat,false,true,0.000918,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__rewrite_then_balance__cp000_source__functional_decomposition__oracle_divisor,full_adder_sum__b0,development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp000_source,oracle_divisor,decomposable,unsat,false,true,0.001384,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__rewrite_then_balance__cp000_source__functional_decomposition__oracle_divisor_support,full_adder_sum__b0,development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp000_source,oracle_divisor_support,decomposable,unsat,false,true,0.001359,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__rewrite_then_balance__cp000_source__functional_decomposition__oracle_window,full_adder_sum__b0,development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp000_source,oracle_window,decomposable,unsat,false,true,0.001389,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__rewrite_then_balance__cp001_strash_1__functional_decomposition__oracle_divisor,full_adder_sum__b0,development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp001_strash_1,oracle_divisor,decomposable,unsat,false,true,0.000916,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__rewrite_then_balance__cp001_strash_1__functional_decomposition__oracle_divisor_support,full_adder_sum__b0,development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp001_strash_1,oracle_divisor_support,decomposable,unsat,false,true,0.000923,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__rewrite_then_balance__cp001_strash_1__functional_decomposition__oracle_window,full_adder_sum__b0,development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp001_strash_1,oracle_window,decomposable,unsat,false,true,0.000914,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__rewrite_then_balance__cp002_rewrite_1__functional_decomposition__oracle_divisor,full_adder_sum__b0,development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp002_rewrite_1,oracle_divisor,decomposable,unsat,false,true,0.000910,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__rewrite_then_balance__cp002_rewrite_1__functional_decomposition__oracle_divisor_support,full_adder_sum__b0,development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp002_rewrite_1,oracle_divisor_support,decomposable,unsat,false,true,0.000904,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__rewrite_then_balance__cp002_rewrite_1__functional_decomposition__oracle_window,full_adder_sum__b0,development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp002_rewrite_1,oracle_window,decomposable,unsat,false,true,0.000902,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__rewrite_then_balance__cp003_balance_1__functional_decomposition__oracle_divisor,full_adder_sum__b0,development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp003_balance_1,oracle_divisor,decomposable,unsat,false,true,0.000909,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__rewrite_then_balance__cp003_balance_1__functional_decomposition__oracle_divisor_support,full_adder_sum__b0,development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp003_balance_1,oracle_divisor_support,decomposable,unsat,false,true,0.000908,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__rewrite_then_balance__cp003_balance_1__functional_decomposition__oracle_window,full_adder_sum__b0,development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp003_balance_1,oracle_window,decomposable,unsat,false,true,0.000915,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__refactor_dc2__cp000_source__functional_decomposition__oracle_divisor,full_adder_sum__b0,development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp000_source,oracle_divisor,decomposable,unsat,false,true,0.001355,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__refactor_dc2__cp000_source__functional_decomposition__oracle_divisor_support,full_adder_sum__b0,development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp000_source,oracle_divisor_support,decomposable,unsat,false,true,0.001374,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__refactor_dc2__cp000_source__functional_decomposition__oracle_window,full_adder_sum__b0,development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp000_source,oracle_window,decomposable,unsat,false,true,0.001364,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_divisor,full_adder_sum__b0,development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp001_strash_1,oracle_divisor,decomposable,unsat,false,true,0.000909,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_divisor_support,full_adder_sum__b0,development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp001_strash_1,oracle_divisor_support,decomposable,unsat,false,true,0.000920,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_window,full_adder_sum__b0,development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp001_strash_1,oracle_window,decomposable,unsat,false,true,0.000910,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_divisor,full_adder_sum__b0,development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp002_refactor_1,oracle_divisor,decomposable,unsat,false,true,0.000864,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_divisor_support,full_adder_sum__b0,development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp002_refactor_1,oracle_divisor_support,decomposable,unsat,false,true,0.000861,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_window,full_adder_sum__b0,development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp002_refactor_1,oracle_window,decomposable,unsat,false,true,0.000856,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_divisor,full_adder_sum__b0,development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp003_dc2_1,oracle_divisor,decomposable,unsat,false,true,0.001436,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_divisor_support,full_adder_sum__b0,development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp003_dc2_1,oracle_divisor_support,decomposable,unsat,false,true,0.001437,false,semantic_recoverability_frontier_v1
full_adder_sum__b0__development__full_adder__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_window,full_adder_sum__b0,development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp003_dc2_1,oracle_window,decomposable,unsat,false,true,0.001432,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__mild_balance_rewrite__cp000_source__functional_decomposition__oracle_divisor,full_adder_carry__b0,heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp000_source,oracle_divisor,decomposable,unsat,false,true,0.001163,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__mild_balance_rewrite__cp000_source__functional_decomposition__oracle_divisor_support,full_adder_carry__b0,heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp000_source,oracle_divisor_support,decomposable,unsat,false,true,0.001138,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__mild_balance_rewrite__cp000_source__functional_decomposition__oracle_window,full_adder_carry__b0,heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp000_source,oracle_window,decomposable,unsat,false,true,0.001131,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__mild_balance_rewrite__cp001_strash_1__functional_decomposition__oracle_divisor,full_adder_carry__b0,heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,oracle_divisor,decomposable,unsat,false,true,0.000977,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__mild_balance_rewrite__cp001_strash_1__functional_decomposition__oracle_divisor_support,full_adder_carry__b0,heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,oracle_divisor_support,decomposable,unsat,false,true,0.000974,false,semantic_recoverability_frontier_v1
