trajectory_id,checkpoint_id,boundary_id,window_level,window_nodes,window_inputs,window_outputs,residual_width,decomposition_status,graph_rewrite_feasibility,global_cec_status,classification,runtime_s,schema_version
controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp003_balance_1,controlled_nonmonotonic_factor__b0,immediate_consumer,9,3,1,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp003_balance_1,controlled_nonmonotonic_factor__b0,bounded_fanout_cone,9,3,1,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp003_balance_1,controlled_nonmonotonic_factor__b0,whole_design_output_frontier,9,3,1,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp000_source,controlled_nonmonotonic_factor__b0,immediate_consumer,2,3,1,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp000_source,controlled_nonmonotonic_factor__b0,bounded_fanout_cone,2,3,1,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp000_source,controlled_nonmonotonic_factor__b0,whole_design_output_frontier,2,3,1,3,decomposable,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp001_strash_1,controlled_nonmonotonic_factor__b0,immediate_consumer,11,3,1,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp001_strash_1,controlled_nonmonotonic_factor__b0,bounded_fanout_cone,11,3,1,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp001_strash_1,controlled_nonmonotonic_factor__b0,whole_design_output_frontier,11,3,1,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp002_refactor_1,controlled_nonmonotonic_factor__b0,immediate_consumer,7,3,1,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp002_refactor_1,controlled_nonmonotonic_factor__b0,bounded_fanout_cone,7,3,1,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp002_refactor_1,controlled_nonmonotonic_factor__b0,whole_design_output_frontier,7,3,1,3,decomposable,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp003_dc2_1,controlled_nonmonotonic_factor__b0,immediate_consumer,6,3,1,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp003_dc2_1,controlled_nonmonotonic_factor__b0,bounded_fanout_cone,6,3,1,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp003_dc2_1,controlled_nonmonotonic_factor__b0,whole_design_output_frontier,6,3,1,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp000_source,full_adder_sum__b0,immediate_consumer,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp000_source,full_adder_sum__b0,bounded_fanout_cone,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp000_source,full_adder_sum__b0,whole_design_output_frontier,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp001_strash_1,full_adder_sum__b0,immediate_consumer,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp001_strash_1,full_adder_sum__b0,bounded_fanout_cone,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp001_strash_1,full_adder_sum__b0,whole_design_output_frontier,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp002_balance_1,full_adder_sum__b0,immediate_consumer,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp002_balance_1,full_adder_sum__b0,bounded_fanout_cone,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp002_balance_1,full_adder_sum__b0,whole_design_output_frontier,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp003_rewrite_1,full_adder_sum__b0,immediate_consumer,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp003_rewrite_1,full_adder_sum__b0,bounded_fanout_cone,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
development__full_adder__mild_balance_rewrite,development__full_adder__mild_balance_rewrite__cp003_rewrite_1,full_adder_sum__b0,whole_design_output_frontier,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp000_source,full_adder_sum__b0,immediate_consumer,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp000_source,full_adder_sum__b0,bounded_fanout_cone,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp000_source,full_adder_sum__b0,whole_design_output_frontier,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp001_strash_1,full_adder_sum__b0,immediate_consumer,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp001_strash_1,full_adder_sum__b0,bounded_fanout_cone,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp001_strash_1,full_adder_sum__b0,whole_design_output_frontier,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp002_rewrite_1,full_adder_sum__b0,immediate_consumer,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp002_rewrite_1,full_adder_sum__b0,bounded_fanout_cone,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp002_rewrite_1,full_adder_sum__b0,whole_design_output_frontier,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp003_balance_1,full_adder_sum__b0,immediate_consumer,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp003_balance_1,full_adder_sum__b0,bounded_fanout_cone,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
development__full_adder__rewrite_then_balance,development__full_adder__rewrite_then_balance__cp003_balance_1,full_adder_sum__b0,whole_design_output_frontier,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp000_source,full_adder_sum__b0,immediate_consumer,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp000_source,full_adder_sum__b0,bounded_fanout_cone,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp000_source,full_adder_sum__b0,whole_design_output_frontier,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp001_strash_1,full_adder_sum__b0,immediate_consumer,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp001_strash_1,full_adder_sum__b0,bounded_fanout_cone,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp001_strash_1,full_adder_sum__b0,whole_design_output_frontier,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp002_refactor_1,full_adder_sum__b0,immediate_consumer,10,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp002_refactor_1,full_adder_sum__b0,bounded_fanout_cone,10,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp002_refactor_1,full_adder_sum__b0,whole_design_output_frontier,10,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp003_dc2_1,full_adder_sum__b0,immediate_consumer,8,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp003_dc2_1,full_adder_sum__b0,bounded_fanout_cone,8,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
development__full_adder__refactor_dc2,development__full_adder__refactor_dc2__cp003_dc2_1,full_adder_sum__b0,whole_design_output_frontier,8,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp000_source,full_adder_carry__b0,immediate_consumer,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp000_source,full_adder_carry__b0,bounded_fanout_cone,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp000_source,full_adder_carry__b0,whole_design_output_frontier,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,full_adder_carry__b0,immediate_consumer,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,full_adder_carry__b0,bounded_fanout_cone,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,full_adder_carry__b0,whole_design_output_frontier,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,full_adder_carry__b0,immediate_consumer,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,full_adder_carry__b0,bounded_fanout_cone,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,full_adder_carry__b0,whole_design_output_frontier,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp003_rewrite_1,full_adder_carry__b0,immediate_consumer,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp003_rewrite_1,full_adder_carry__b0,bounded_fanout_cone,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp003_rewrite_1,full_adder_carry__b0,whole_design_output_frontier,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp000_source,full_adder_carry__b0,immediate_consumer,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp000_source,full_adder_carry__b0,bounded_fanout_cone,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp000_source,full_adder_carry__b0,whole_design_output_frontier,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp001_strash_1,full_adder_carry__b0,immediate_consumer,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp001_strash_1,full_adder_carry__b0,bounded_fanout_cone,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp001_strash_1,full_adder_carry__b0,whole_design_output_frontier,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,full_adder_carry__b0,immediate_consumer,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,full_adder_carry__b0,bounded_fanout_cone,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,full_adder_carry__b0,whole_design_output_frontier,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp003_balance_1,full_adder_carry__b0,immediate_consumer,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp003_balance_1,full_adder_carry__b0,bounded_fanout_cone,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp003_balance_1,full_adder_carry__b0,whole_design_output_frontier,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp000_source,full_adder_carry__b0,immediate_consumer,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp000_source,full_adder_carry__b0,bounded_fanout_cone,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp000_source,full_adder_carry__b0,whole_design_output_frontier,6,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp001_strash_1,full_adder_carry__b0,immediate_consumer,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp001_strash_1,full_adder_carry__b0,bounded_fanout_cone,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp001_strash_1,full_adder_carry__b0,whole_design_output_frontier,11,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp002_refactor_1,full_adder_carry__b0,immediate_consumer,10,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp002_refactor_1,full_adder_carry__b0,bounded_fanout_cone,10,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,no_result_within_bounds,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp002_refactor_1,full_adder_carry__b0,whole_design_output_frontier,10,3,2,3,unresolved,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp003_dc2_1,full_adder_carry__b0,immediate_consumer,8,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp003_dc2_1,full_adder_carry__b0,bounded_fanout_cone,8,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,exact_local_window,0.000000,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp003_dc2_1,full_adder_carry__b0,whole_design_output_frontier,8,3,2,3,decomposable,not_attempted_frontier_diagnostic,equivalent,whole_design_diagnostic_not_local_success,0.000000,semantic_recoverability_frontier_v1
