run_id,git_head,mode,deterministic_seed,source_blind_primary,schema_version
semantic_recoverability_frontier__8dcba84d49,8dcba84d4974a0a8c05e319cc2523f49815b9d1f,all,0,true,semantic_recoverability_frontier_v1
