result_id,benchmark,design_family,split,boundary_id,trajectory_id,checkpoint_id,checkpoint_index,pass_name,method,oracle_mode,recovery_level,recovered,semantic_proof_status,decomposition_status,solver_result,counterexample_available,counterexample_reproduced,runtime_s,timeout,failure_reason,deterministic_seed,schema_version
controlled_and_factor__b0__controlled__controlled_and_factor__rewrite_then_balance__cp001_strash_1__functional_decomposition__oracle_divisor_support,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__rewrite_then_balance,controlled__controlled_and_factor__rewrite_then_balance__cp001_strash_1,1,strash,functional_decomposition,oracle_divisor_support,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000818,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__rewrite_then_balance__cp001_strash_1__functional_decomposition__oracle_window,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__rewrite_then_balance,controlled__controlled_and_factor__rewrite_then_balance__cp001_strash_1,1,strash,functional_decomposition,oracle_window,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000822,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__rewrite_then_balance__cp002_rewrite_1__functional_decomposition__oracle_divisor,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__rewrite_then_balance,controlled__controlled_and_factor__rewrite_then_balance__cp002_rewrite_1,2,rewrite,functional_decomposition,oracle_divisor,R5_oracle_divisor_compact_decomposition,true,decomposable,decomposable,unsat,false,true,0.000642,false,,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__rewrite_then_balance__cp002_rewrite_1__functional_decomposition__oracle_divisor_support,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__rewrite_then_balance,controlled__controlled_and_factor__rewrite_then_balance__cp002_rewrite_1,2,rewrite,functional_decomposition,oracle_divisor_support,R6_oracle_divisor_support_decomposition,true,decomposable,decomposable,unsat,false,true,0.000640,false,,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__rewrite_then_balance__cp002_rewrite_1__functional_decomposition__oracle_window,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__rewrite_then_balance,controlled__controlled_and_factor__rewrite_then_balance__cp002_rewrite_1,2,rewrite,functional_decomposition,oracle_window,R7_oracle_window_decomposition,true,decomposable,decomposable,unsat,false,true,0.000638,false,,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__rewrite_then_balance__cp003_balance_1__functional_decomposition__oracle_divisor,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__rewrite_then_balance,controlled__controlled_and_factor__rewrite_then_balance__cp003_balance_1,3,balance,functional_decomposition,oracle_divisor,R5_oracle_divisor_compact_decomposition,true,decomposable,decomposable,unsat,false,true,0.000544,false,,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__rewrite_then_balance__cp003_balance_1__functional_decomposition__oracle_divisor_support,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__rewrite_then_balance,controlled__controlled_and_factor__rewrite_then_balance__cp003_balance_1,3,balance,functional_decomposition,oracle_divisor_support,R6_oracle_divisor_support_decomposition,true,decomposable,decomposable,unsat,false,true,0.000552,false,,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__rewrite_then_balance__cp003_balance_1__functional_decomposition__oracle_window,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__rewrite_then_balance,controlled__controlled_and_factor__rewrite_then_balance__cp003_balance_1,3,balance,functional_decomposition,oracle_window,R7_oracle_window_decomposition,true,decomposable,decomposable,unsat,false,true,0.000544,false,,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__refactor_dc2__cp000_source__functional_decomposition__oracle_divisor,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__refactor_dc2,controlled__controlled_and_factor__refactor_dc2__cp000_source,0,source,functional_decomposition,oracle_divisor,R5_oracle_divisor_compact_decomposition,true,decomposable,decomposable,unsat,false,true,0.001370,false,,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__refactor_dc2__cp000_source__functional_decomposition__oracle_divisor_support,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__refactor_dc2,controlled__controlled_and_factor__refactor_dc2__cp000_source,0,source,functional_decomposition,oracle_divisor_support,R6_oracle_divisor_support_decomposition,true,decomposable,decomposable,unsat,false,true,0.001363,false,,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__refactor_dc2__cp000_source__functional_decomposition__oracle_window,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__refactor_dc2,controlled__controlled_and_factor__refactor_dc2__cp000_source,0,source,functional_decomposition,oracle_window,R7_oracle_window_decomposition,true,decomposable,decomposable,unsat,false,true,0.001358,false,,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_divisor,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__refactor_dc2,controlled__controlled_and_factor__refactor_dc2__cp001_strash_1,1,strash,functional_decomposition,oracle_divisor,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000830,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_divisor_support,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__refactor_dc2,controlled__controlled_and_factor__refactor_dc2__cp001_strash_1,1,strash,functional_decomposition,oracle_divisor_support,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000823,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_window,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__refactor_dc2,controlled__controlled_and_factor__refactor_dc2__cp001_strash_1,1,strash,functional_decomposition,oracle_window,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000824,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_divisor,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__refactor_dc2,controlled__controlled_and_factor__refactor_dc2__cp002_refactor_1,2,refactor,functional_decomposition,oracle_divisor,R5_oracle_divisor_compact_decomposition,true,decomposable,decomposable,unsat,false,true,0.001172,false,,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_divisor_support,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__refactor_dc2,controlled__controlled_and_factor__refactor_dc2__cp002_refactor_1,2,refactor,functional_decomposition,oracle_divisor_support,R6_oracle_divisor_support_decomposition,true,decomposable,decomposable,unsat,false,true,0.001169,false,,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_window,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__refactor_dc2,controlled__controlled_and_factor__refactor_dc2__cp002_refactor_1,2,refactor,functional_decomposition,oracle_window,R7_oracle_window_decomposition,true,decomposable,decomposable,unsat,false,true,0.001160,false,,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_divisor,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__refactor_dc2,controlled__controlled_and_factor__refactor_dc2__cp003_dc2_1,3,dc2,functional_decomposition,oracle_divisor,R5_oracle_divisor_compact_decomposition,true,decomposable,decomposable,unsat,false,true,0.001114,false,,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_divisor_support,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__refactor_dc2,controlled__controlled_and_factor__refactor_dc2__cp003_dc2_1,3,dc2,functional_decomposition,oracle_divisor_support,R6_oracle_divisor_support_decomposition,true,decomposable,decomposable,unsat,false,true,0.001117,false,,0,semantic_recoverability_frontier_v1
controlled_and_factor__b0__controlled__controlled_and_factor__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_window,controlled_and_factor,controlled_boolean,controlled,controlled_and_factor__b0,controlled__controlled_and_factor__refactor_dc2,controlled__controlled_and_factor__refactor_dc2__cp003_dc2_1,3,dc2,functional_decomposition,oracle_window,R7_oracle_window_decomposition,true,decomposable,decomposable,unsat,false,true,0.001107,false,,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp000_source__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp000_source,0,source,functional_decomposition,oracle_divisor,R5_oracle_divisor_compact_decomposition,true,decomposable,decomposable,unsat,false,true,0.001453,false,,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp000_source__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp000_source,0,source,functional_decomposition,oracle_divisor_support,R6_oracle_divisor_support_decomposition,true,decomposable,decomposable,unsat,false,true,0.001139,false,,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp000_source__functional_decomposition__oracle_window,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp000_source,0,source,functional_decomposition,oracle_window,R7_oracle_window_decomposition,true,decomposable,decomposable,unsat,false,true,0.001532,false,,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp001_strash_1__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp001_strash_1,1,strash,functional_decomposition,oracle_divisor,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000928,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp001_strash_1__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp001_strash_1,1,strash,functional_decomposition,oracle_divisor_support,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000917,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp001_strash_1__functional_decomposition__oracle_window,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp001_strash_1,1,strash,functional_decomposition,oracle_window,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000921,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp002_balance_1__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp002_balance_1,2,balance,functional_decomposition,oracle_divisor,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000929,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp002_balance_1__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp002_balance_1,2,balance,functional_decomposition,oracle_divisor_support,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000922,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp002_balance_1__functional_decomposition__oracle_window,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp002_balance_1,2,balance,functional_decomposition,oracle_window,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000927,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp003_rewrite_1__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp003_rewrite_1,3,rewrite,functional_decomposition,oracle_divisor,R9_unresolved,false,non_decomposable,non_decomposable,sat,true,true,0.002099,false,exact_decomposition_disproved_for_selected_g_z_window,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp003_rewrite_1__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp003_rewrite_1,3,rewrite,functional_decomposition,oracle_divisor_support,R9_unresolved,false,non_decomposable,non_decomposable,sat,true,true,0.001637,false,exact_decomposition_disproved_for_selected_g_z_window,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp003_rewrite_1__functional_decomposition__oracle_window,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite,controlled__controlled_nonmonotonic_factor__mild_balance_rewrite__cp003_rewrite_1,3,rewrite,functional_decomposition,oracle_window,R9_unresolved,false,non_decomposable,non_decomposable,sat,true,true,0.001571,false,exact_decomposition_disproved_for_selected_g_z_window,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp000_source__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp000_source,0,source,functional_decomposition,oracle_divisor,R5_oracle_divisor_compact_decomposition,true,decomposable,decomposable,unsat,false,true,0.001449,false,,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp000_source__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp000_source,0,source,functional_decomposition,oracle_divisor_support,R6_oracle_divisor_support_decomposition,true,decomposable,decomposable,unsat,false,true,0.001436,false,,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp000_source__functional_decomposition__oracle_window,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp000_source,0,source,functional_decomposition,oracle_window,R7_oracle_window_decomposition,true,decomposable,decomposable,unsat,false,true,0.001437,false,,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp001_strash_1__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp001_strash_1,1,strash,functional_decomposition,oracle_divisor,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000967,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp001_strash_1__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp001_strash_1,1,strash,functional_decomposition,oracle_divisor_support,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000949,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp001_strash_1__functional_decomposition__oracle_window,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp001_strash_1,1,strash,functional_decomposition,oracle_window,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.001006,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp002_rewrite_1__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp002_rewrite_1,2,rewrite,functional_decomposition,oracle_divisor,R9_unresolved,false,non_decomposable,non_decomposable,sat,true,true,0.001586,false,exact_decomposition_disproved_for_selected_g_z_window,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp002_rewrite_1__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp002_rewrite_1,2,rewrite,functional_decomposition,oracle_divisor_support,R9_unresolved,false,non_decomposable,non_decomposable,sat,true,true,0.001475,false,exact_decomposition_disproved_for_selected_g_z_window,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp002_rewrite_1__functional_decomposition__oracle_window,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp002_rewrite_1,2,rewrite,functional_decomposition,oracle_window,R9_unresolved,false,non_decomposable,non_decomposable,sat,true,true,0.001510,false,exact_decomposition_disproved_for_selected_g_z_window,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp003_balance_1__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp003_balance_1,3,balance,functional_decomposition,oracle_divisor,R9_unresolved,false,non_decomposable,non_decomposable,sat,true,true,0.001566,false,exact_decomposition_disproved_for_selected_g_z_window,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp003_balance_1__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp003_balance_1,3,balance,functional_decomposition,oracle_divisor_support,R9_unresolved,false,non_decomposable,non_decomposable,sat,true,true,0.001556,false,exact_decomposition_disproved_for_selected_g_z_window,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp003_balance_1__functional_decomposition__oracle_window,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__rewrite_then_balance,controlled__controlled_nonmonotonic_factor__rewrite_then_balance__cp003_balance_1,3,balance,functional_decomposition,oracle_window,R9_unresolved,false,non_decomposable,non_decomposable,sat,true,true,0.001544,false,exact_decomposition_disproved_for_selected_g_z_window,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp000_source__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp000_source,0,source,functional_decomposition,oracle_divisor,R5_oracle_divisor_compact_decomposition,true,decomposable,decomposable,unsat,false,true,0.001488,false,,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp000_source__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp000_source,0,source,functional_decomposition,oracle_divisor_support,R6_oracle_divisor_support_decomposition,true,decomposable,decomposable,unsat,false,true,0.001490,false,,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp000_source__functional_decomposition__oracle_window,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp000_source,0,source,functional_decomposition,oracle_window,R7_oracle_window_decomposition,true,decomposable,decomposable,unsat,false,true,0.001469,false,,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp001_strash_1,1,strash,functional_decomposition,oracle_divisor,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000936,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp001_strash_1,1,strash,functional_decomposition,oracle_divisor_support,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000931,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_window,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp001_strash_1,1,strash,functional_decomposition,oracle_window,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000931,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_divisor,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp002_refactor_1,2,refactor,functional_decomposition,oracle_divisor,R5_oracle_divisor_compact_decomposition,true,decomposable,decomposable,unsat,false,true,0.000711,false,,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_divisor_support,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp002_refactor_1,2,refactor,functional_decomposition,oracle_divisor_support,R6_oracle_divisor_support_decomposition,true,decomposable,decomposable,unsat,false,true,0.000713,false,,0,semantic_recoverability_frontier_v1
controlled_nonmonotonic_factor__b0__controlled__controlled_nonmonotonic_factor__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_window,controlled_nonmonotonic_factor,controlled_boolean,controlled,controlled_nonmonotonic_factor__b0,controlled__controlled_nonmonotonic_factor__refactor_dc2,controlled__controlled_nonmonotonic_factor__refactor_dc2__cp002_refactor_1,2,refactor,functional_decomposition,oracle_window,R7_oracle_window_decomposition,true,decomposable,decomposable,unsat,false,true,0.000709,false,,0,semantic_recoverability_frontier_v1
