row_id,oracle_mode,forbidden_fields_present,leakage_status,schema_version
heldout__full_adder__refactor_dc2__cp001_strash_1__node_0009,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp001_strash_1__node_0010,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp002_refactor_1__node_0000,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp002_refactor_1__node_0001,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp002_refactor_1__node_0002,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp002_refactor_1__node_0003,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp002_refactor_1__node_0004,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp002_refactor_1__node_0005,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp002_refactor_1__node_0006,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp002_refactor_1__node_0007,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp002_refactor_1__node_0008,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp002_refactor_1__node_0009,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp003_dc2_1__node_0000,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp003_dc2_1__node_0001,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp003_dc2_1__node_0002,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp003_dc2_1__node_0003,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp003_dc2_1__node_0004,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp003_dc2_1__node_0005,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp003_dc2_1__node_0006,blind,[],pass,semantic_recoverability_frontier_v1
heldout__full_adder__refactor_dc2__cp003_dc2_1__node_0007,blind,[],pass,semantic_recoverability_frontier_v1
